lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_863_translation,version_864_translation,version_865_translation,english_translation
θεός,125,unigram,masculine,accusative,singular,Ngai,1641.2122962895924,Ngai,Ngai,Ngai,God
θεός,27,unigram,masculine,nominative,plural,ngai,1.3536142608170565,ngai,,ngai,God
θεός,198,unigram,masculine,nominative,singular,Ngai,3432.456143461611,Ngai,Ngai,Ngai,God
κύριος,126,unigram,masculine,nominative,singular,Mwĩai,9.876323677170063,Mwĩai,Mwĩaĩi,Mwĩai,"Lord, lord, master"
γραφή,120,unigram,feminine,accusative,plural,Maandĩko,1.12551591086264,Maandĩko,maandĩko,Maandĩko,Scripture
γραφή,49,unigram,feminine,accusative,singular,maĩtye,1.0976361989309984,maĩtye,,maĩtye,Scripture
γραφή,250,unigram,feminine,nominative,plural,Maandĩko,3.225252792775862,Maandĩko,maandĩko,Maandĩko,Scripture
γραφή,308,unigram,feminine,nominative,singular,Maandĩko,1.1179490251176607,Maandĩko,maandĩko,Maandĩko,Scripture
ἄγγελος,90,unigram,masculine,accusative,plural,alaĩka,19.054092094391393,alaĩka,alaĩka,alaĩka,angel
ἄγγελος,46,unigram,masculine,nominative,plural,alaĩka,63.80410662461746,alaĩka,alaĩka,alaĩka,angel
ἄγγελος,101,unigram,masculine,nominative,singular,mũlaĩka,35.110319011110136,mũlaĩka,mũlaĩka,mũlaĩka,angel
ἀπόστολος,43,unigram,masculine,nominative,plural,Atũmwa,2.0690267734000543,Atũmwa,atũmwa,Atũmwa,apostle
ἀπόστολος,5,unigram,masculine,nominative,singular,akethĩwa,1.2013953022722905,akethĩwa,ũmũtũmĩte,akethĩwa,apostle
ἐξουσία,188,unigram,feminine,accusative,singular,ũkũmũ,48.55222751266428,ũkũmũ,ũkũmũ,ũkũmũ,authority
βρέφος,14,unigram,neuter,accusative,plural,mamonie,1.2013630877021924,mamonie,,mamonie,babies
βρέφος,306,unigram,neuter,accusative,singular,kakometw,1.1226216593030982,kakometw,kamamĩtw,kakometw,babies
ἀποθήκη,255,unigram,feminine,accusative,plural,ngetha,2.1937029379684465,ngetha,,ngetha,barn
ἀποθήκη,68,unigram,feminine,accusative,singular,ĩkũmbĩnĩ,1.4756383088578482,ĩkũmbĩnĩ,nganũ,ĩkũmbĩnĩ,barn
ζώνη,162,unigram,feminine,accusative,plural,ngusunĩ,1.2238086321988717,ngusunĩ,,ngusunĩ,belt
βλασφημία,31,unigram,feminine,accusative,plural,mambĩlĩĩlye,1.2013845589884997,mambĩlĩĩlye,moumano,mambĩlĩĩlye,blasphemy
βλασφημία,196,unigram,feminine,nominative,plural,moumano,1.999949021035427,,moumano,,blasphemy
πλοῖον,99,unigram,neuter,accusative,plural,masiwa,3.5629300911919137,masiwa,ngalawa,masiwa,boat
πλοῖον,291,unigram,neuter,accusative,singular,ĩsiwanĩ,13.800801680234416,ĩsiwanĩ,ngalawanĩ,ĩsiwanĩ,boat
