lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_899_translation,version_900_translation,version_901_translation,english_translation
θεός,133,unigram,masculine,accusative,singular,,,Dios,Yos,,God
θεός,28,unigram,masculine,nominative,plural,Yosex,1.097258004808277,,Yosex,,God
θεός,212,unigram,masculine,nominative,singular,,,Dios,Yos,,God
κύριος,335,unigram,masculine,nominative,plural,xhitb'al,1.0571599748820473,,xhitb'al,,"Lord, lord, master"
κύριος,134,unigram,masculine,nominative,singular,,,Ka̱cuaꞌ,Qaawa,,"Lord, lord, master"
γραφή,129,unigram,feminine,accusative,plural,Hu,1.5557334087979213,Hu,Hu,,Scripture
γραφή,51,unigram,feminine,accusative,singular,Hu,1.5888825146861425,Hu,Hu,,Scripture
γραφή,267,unigram,feminine,nominative,plural,,,ta̱tzꞌaklok,Ab'an,,Scripture
γραφή,329,unigram,feminine,nominative,singular,Hu,1.505004143403954,Hu,Hu,,Scripture
ἄγγελος,101,unigram,masculine,accusative,plural,,,ángel,x'ánjel,,angel
ἄγγελος,88,unigram,masculine,accusative,singular,takl,1.0404223368358003,takl,,,angel
ἄγγελος,47,unigram,masculine,nominative,plural,,,ángel,ánjel,,angel
ἄγγελος,111,unigram,masculine,nominative,singular,,,ángel,ánjel,,angel
ἀπόστολος,44,unigram,masculine,nominative,plural,apóstol,1.6820959406660003,,apóstol,,apostle
ἀπόστολος,4,unigram,masculine,nominative,singular,,,natakla̱c,xtaqlank,,apostle
ἐξουσία,71,unigram,feminine,accusative,plural,mixik,1.0596420238117508,,mixik,,authority
ἐξουσία,203,unigram,feminine,accusative,singular,,,incuanquil,xwankil,,authority
βρέφος,327,unigram,neuter,accusative,singular,,,yocyo,xwa'leb'aaleb,,babies
ἀποθήκη,273,unigram,feminine,accusative,plural,q'axal,1.014463462984276,,q'axal,,barn
ἀποθήκη,70,unigram,feminine,accusative,singular,trigo,1.2614109106588662,trigo,,,barn
ἀρχή,74,unigram,feminine,accusative,plural,mixik,1.0595673971889907,,mixik,,beginning
ἀρχή,184,unigram,feminine,accusative,singular,,,—Chalen,xtiklajik,,beginning
ζώνη,175,unigram,feminine,accusative,plural,,,kꞌan,Mexk'amok,,belt
βλασφημία,32,unigram,feminine,accusative,plural,naxmajewa,1.2929678013388015,,naxmajewa,,blasphemy
βλασφημία,100,unigram,feminine,accusative,singular,xjuntakꞌe̱ta,1.0960768946513286,xjuntakꞌe̱ta,,,blasphemy
βλασφημία,210,unigram,feminine,nominative,plural,majecua̱nc,1.8078099263355247,majecua̱nc,,,blasphemy
βλασφημία,89,unigram,feminine,nominative,singular,majewank,1.8078099263355247,,majewank,,blasphemy
πλοῖον,109,unigram,neuter,accusative,plural,,,jucub,jukub,,boat
πλοῖον,312,unigram,neuter,accusative,singular,,,jucub,jukub,,boat
πλοῖον,243,unigram,neuter,nominative,plural,quixchakꞌrabiheb,1.2562215764131537,quixchakꞌrabiheb,,,boat
πλοῖον,230,unigram,neuter,nominative,singular,,,xyi,jukub,,boat
σῶμα,219,unigram,neuter,nominative,plural,kamenaq,1.1069061679441972,,kamenaq,,body
σῶμα,61,unigram,neuter,nominative,singular,,,cuanquex,laajunxaqalil,,body
κλῆμα,57,unigram,neuter,nominative,plural,,,texqꞌui̱k,jachjooqex,,branch
κλῆμα,149,unigram,neuter,nominative,singular,,,cuiqꞌuin,che,,branch
ἄρτος,317,unigram,masculine,accusative,plural,,,caxlan,wa,,bread
ἄρτος,344,unigram,masculine,accusative,singular,,,cua,wa,,bread
ἄρτος,159,unigram,masculine,nominative,plural,,,cua,wa,,bread
ἄρτος,38,unigram,masculine,nominative,singular,,,cua,wa,,bread
ἀδελφός,302,unigram,masculine,accusative,plural,,,xyucuaꞌ,riitz'in,,brother
ἀδελφός,121,unigram,masculine,accusative,singular,,,Jacobo,riitz'in,,brother
ἀδελφός,115,unigram,masculine,nominative,plural,,,naꞌ,riitz'in,,brother
ἀδελφός,237,unigram,masculine,nominative,singular,,,ri̱tzꞌin,riitz'in,,brother
στῆθος,155,unigram,neuter,accusative,plural,,,chixtenbal,xtenb'al,,"chest, breast"
στῆθος,286,unigram,neuter,accusative,singular,kix'anab,1.5922840463634116,,kix'anab,,"chest, breast"
ἀρχιερεύς,247,unigram,masculine,accusative,plural,tij,1.6250246408516966,tij,tij,,chief priest
ἀρχιερεύς,62,unigram,masculine,accusative,singular,,,tij,xyuwa'il,,chief priest
ἀρχιερεύς,120,unigram,masculine,nominative,plural,tij,3.497776697460052,tij,tij,,chief priest
ἀρχιερεύς,252,unigram,masculine,nominative,singular,,,tij,xyuwa'il,,chief priest
παῖς,49,unigram,masculine,accusative,singular,,,Quixqꞌuirtesi,kichiq'leek,,child
τέκνον,337,unigram,neuter,accusative,plural,,,ralal,xk'ajol,,child
τέκνον,181,unigram,neuter,accusative,singular,,,alalbej,asb'ej,,child
τέκνον,16,unigram,neuter,nominative,plural,,,alalbej,kamsiik,,child
τέκνον,196,unigram,neuter,nominative,singular,,,—At,walal,,child
παιδίον,15,unigram,neuter,accusative,plural,,,cocꞌal,kok'al,,child
παιδίον,95,unigram,neuter,accusative,singular,,,cꞌulaꞌal,k'uula'al,,child
παιδίον,173,unigram,neuter,nominative,plural,,,cocꞌal,kok'al,,child
παιδίον,39,unigram,neuter,nominative,singular,,,cꞌulaꞌal,k'uula'al,,child
πόλις,185,unigram,feminine,accusative,plural,,,cꞌaleba̱l,k'aleb'aal,,city
πόλις,66,unigram,feminine,accusative,singular,tenamit,13.026706748413737,tenamit,tenamit,,city
πύλη,271,unigram,feminine,nominative,plural,tincabla,1.0960622061228922,tincabla,,,city gate
πύλη,209,unigram,feminine,nominative,singular,,,oqueba̱l,nak'amok,,city gate
χιτών,118,unigram,masculine,accusative,plural,,,rakꞌ,ka'kab'aq,,"clothing, undergarments"
χιτών,29,unigram,masculine,accusative,singular,cami̱s,1.0647463382385278,cami̱s,,,"clothing, undergarments"
ἱμάτιον,131,unigram,neuter,accusative,plural,,,rakꞌ,raq,,coat
ἱμάτιον,130,unigram,neuter,accusative,singular,tꞌicr,1.1879360315523462,tꞌicr,,,coat
ἐντολή,85,unigram,feminine,accusative,plural,,,nacanau,chaq'rab,,commandment
ἐντολή,83,unigram,feminine,accusative,singular,,,chakꞌrab,xchaq'rab,,commandment
συνέδριον,322,unigram,neuter,accusative,plural,,,texsaqꞌuekꞌ,raqol,,council
συνέδριον,53,unigram,neuter,accusative,singular,,,queꞌxchꞌutub,ke'xch'utub,,council
χώρα,291,unigram,feminine,accusative,singular,,,Gadara,xch'och'eb,,"country, countryside"
ὄχλος,58,unigram,masculine,accusative,plural,,,qꞌuila,tenamit,,crowd
ὄχλος,8,unigram,masculine,accusative,singular,tenamit,3.5848194481630684,tenamit,tenamit,,crowd
ὄχλος,103,unigram,masculine,nominative,plural,tenamit,4.990640928956178,tenamit,tenamit,,crowd
ὄχλος,282,unigram,masculine,nominative,singular,,,qꞌuila,tenamit,,crowd
θυγάτηρ,316,unigram,feminine,nominative,singular,,,coꞌ,xrab'in,,daughter
ἡμέρα,78,unigram,feminine,accusative,plural,,,cutan,kutan,,day
ἡμέρα,90,unigram,feminine,accusative,singular,,,cutan,kutan,,day
