lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_358_translation,version_359_translation,version_360_translation,english_translation
θεός,124,unigram,masculine,accusative,singular,Mulungu,344.06065224952005,Mulungu,Mulungu,Mulungu,God
θεός,196,unigram,masculine,nominative,singular,Mulungu,3724.9710500932474,Mulungu,Mulungu,Mulungu,God
κύριος,125,unigram,masculine,nominative,singular,Ambuye,11.950445631440049,Ambuye,Ambuye,Ambuye,"Lord, lord, master"
γραφή,119,unigram,feminine,accusative,plural,malembo,9.62251652833673,malembo,malembo,malemba,Scripture
γραφή,47,unigram,feminine,accusative,singular,lembo,2.8807390216434525,lembo,lembo,,Scripture
γραφή,248,unigram,feminine,nominative,plural,malembo,3.833744800845433,malembo,malembo,malemba,Scripture
γραφή,300,unigram,feminine,nominative,singular,lembo,1.8637385965816684,lembo,lembo,malemba,Scripture
ἄγγελος,90,unigram,masculine,accusative,plural,angelo,10.103736830951473,angelo,angelo,angelo,angel
ἄγγελος,77,unigram,masculine,accusative,singular,mthenga,2.2338864192520744,mthenga,mthenga,,angel
ἄγγελος,44,unigram,masculine,nominative,plural,angelo,115.78549982675338,angelo,angelo,angelo,angel
ἄγγελος,101,unigram,masculine,nominative,singular,mngelo,46.35312431389314,mngelo,mngelo,mngelo,angel
ἀπόστολος,41,unigram,masculine,nominative,plural,atumwi,8.527890377392408,atumwi,atumwi,Atumwi,apostle
ἀπόστολος,5,unigram,masculine,nominative,singular,wotumidwa,1.0954356558477605,,,wotumidwa,apostle
ἐξουσία,187,unigram,feminine,accusative,singular,ulamuliro,12.585493671028484,ulamuliro,ulamuliro,ulamuliro,authority
βρέφος,15,unigram,neuter,accusative,plural,awakhudze,1.1999288806403459,awakhudze,awakhudze,amabweretsanso,babies
βρέφος,298,unigram,neuter,accusative,singular,wakhanda,1.0591090190634709,,,wakhanda,babies
ἀποθήκη,65,unigram,feminine,accusative,singular,m'nkhokwe,1.471077771826577,m'nkhokwe,m'nkhokwe,tirigu,barn
φραγμός,221,unigram,masculine,accusative,plural,idzaze,1.0954034664104502,,,idzaze,"barrier, wall"
φραγμός,104,unigram,masculine,accusative,singular,Anamanga,1.0591029938321448,,,Anamanga,"barrier, wall"
ἀρχή,169,unigram,feminine,accusative,singular,anawulula,1.1054890991685846,,,anawulula,beginning
ζώνη,211,unigram,feminine,accusative,singular,wangamira,1.1998986978087096,wangamira,wangamira,amamangira,belt
βλασφημία,194,unigram,feminine,nominative,plural,zamwano,3.565765557239501,zamwano,zamwano,,blasphemy
πλοῖον,99,unigram,neuter,accusative,plural,ngalawa,5.432211638191209,ngalawa,ngalawa,mabwato,boat
πλοῖον,286,unigram,neuter,accusative,singular,m'ngalawa,6.370712369777153,m'ngalawa,m'ngalawa,mʼbwato,boat
πλοῖον,213,unigram,neuter,nominative,singular,ngalawa,2.0917989801755246,ngalawa,ngalawa,bwato,boat
σῶμα,202,unigram,neuter,nominative,plural,mitembo,7.999416676876853,mitembo,mitembo,mitembo,body
σῶμα,56,unigram,neuter,nominative,singular,thupi,11.620479787312943,thupi,thupi,thupi,body
κλῆμα,52,unigram,neuter,nominative,plural,abala,1.1999188151666842,abala,abala,adzabereka,branch
