lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1505_translation,version_1506_translation,version_1507_translation,english_translation
θεός,113,unigram,masculine,accusative,singular,,,kisēmanitowa,kisē-manitowa,ᑭᓭᒪᓂᑐᐊᐧ,God
θεός,25,unigram,masculine,nominative,plural,,,manitowināwāw,manitowak,ᒪᓂᑐᐃᐧᓈᐋᐧᐤ,God
θεός,177,unigram,masculine,nominative,singular,,,kisēmanito,kisē-manitow,ᑭᓭᒪᓂᑐ,God
κύριος,114,unigram,masculine,nominative,singular,,,tipēyihcikēt,kā‑tipēyihcikēt,ᑎᐯᔨᐦᒋᑫᐟ,"Lord, lord, master"
γραφή,110,unigram,feminine,accusative,plural,,,masinahikēwina,kihci-masinahikēwina,ᒪᓯᓇᐦᐃᑫᐃᐧᓇ,Scripture
γραφή,43,unigram,feminine,accusative,singular,,,masinahikēwin,,ᒪᓯᓇᐦᐃᑫᐃᐧᐣ,Scripture
γραφή,223,unigram,feminine,nominative,plural,,,masinahikēwina,,ᒪᓯᓇᐦᐃᑫᐃᐧᓇ,Scripture
γραφή,276,unigram,feminine,nominative,singular,,,masinahikēwin,,ᒪᓯᓇᐦᐃᑫᐃᐧᐣ,Scripture
ἄγγελος,82,unigram,masculine,accusative,plural,,,okisikoma,okīsikowa,ᐅᑭᓯᑯᒪ,angel
ἄγγελος,70,unigram,masculine,accusative,singular,,,mēskanaw,,ᒣᐢᑲᓇᐤ,angel
ἄγγελος,39,unigram,masculine,nominative,plural,,,okisikowak,okīsikowak,ᐅᑭᓯᑯᐊᐧᐠ,angel
ἄγγελος,91,unigram,masculine,nominative,singular,,,okisikowa,okīsikōma,ᐅᑭᓯᑯᐊᐧ,angel
ἀπόστολος,36,unigram,masculine,nominative,plural,,,apastilak,itisahwākanak,ᐊᐸᐢᑎᓬᐊᐠ,apostle
ἀπόστολος,4,unigram,masculine,nominative,singular,,,isitisahoht,,ᐃᓯᑎᓴᐦᐅᐦᐟ,apostle
ἐξουσία,170,unigram,feminine,accusative,singular,,,kaskihēwisiwin,sōhkisiwin,ᑲᐢᑭᐦᐁᐃᐧᓯᐃᐧᐣ,authority
βρέφος,14,unigram,neuter,accusative,plural,,,wiyāpahtamiyit,,ᐃᐧᔮᐸᐦᑕᒥᔨᐟ,babies
ἀποθήκη,228,unigram,feminine,accusative,plural,nawac,1.022498344260769,,nawac,,barn
ἀποθήκη,60,unigram,feminine,accusative,singular,,,sikawēpayicikana,kistikāna,ᓯᑲᐁᐧᐸᔨᒋᑲᓇ,barn
φραγμός,95,unigram,masculine,accusative,singular,,,kistikēwiyiniwa,,ᑭᐢᑎᑫᐃᐧᔨᓂᐊᐧ,"barrier, wall"
ἀρχή,154,unigram,feminine,accusative,singular,nistam,1.390695863645902,,nistam,,beginning
ζώνη,146,unigram,feminine,accusative,plural,nīmi-sōniyāwēk,3.9573311617553006,,nīmi-sōniyāwēk,,belt
πλοῖον,89,unigram,neuter,accusative,plural,,,cimāna,ōsa,ᒋᒫᓇ,boat
