lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2280_translation,version_2281_translation,version_2282_translation,english_translation
θεός,108,unigram,masculine,accusative,singular,ದೇವರನ್ನು,6.607030320445668,ದೇವರನ್ನು,ದೇವರನ್ನು,ದೇವರನ್ನು,God
θεός,24,unigram,masculine,nominative,plural,ದೇವರುಗಳು,1.097258004808277,,ದೇವರುಗಳು,,God
θεός,176,unigram,masculine,nominative,singular,ದೇವರು,16.721840846748265,ದೇವರು,ದೇವರು,ದೇವರು,God
κύριος,109,unigram,masculine,nominative,singular,,,ಕರ್ತನು,ಪ್ರಭು,ಯಜಮಾನನು,"Lord, lord, master"
γραφή,104,unigram,feminine,accusative,plural,,,ಶಕ್ತಿಯನ್ನಾದರೂ,ಅರ್ಥಮಾಡಿಕೊಂಡಿಲ್ಲ,,Scripture
γραφή,40,unigram,feminine,accusative,singular,ಎಂಬ,1.0907867662799198,,ಎಂಬ,,Scripture
γραφή,218,unigram,feminine,nominative,plural,,,ನೆರವೇರುವಂತೆ,ಪವಿತ್ರಗ್ರಂಥದ,ವಚನಗಳು,Scripture
γραφή,269,unigram,feminine,nominative,singular,,,ಮಾತು,ಪವಿತ್ರಗ್ರಂಥದಲ್ಲಿ,,Scripture
ἄγγελος,77,unigram,masculine,accusative,plural,ದೂತರನ್ನು,5.914905600513669,ದೂತರನ್ನು,ದೂತರನ್ನು,ದೂತರನ್ನು,angel
ἄγγελος,69,unigram,masculine,accusative,singular,ದೂತನನ್ನು,2.0705281459711493,ದೂತನನ್ನು,ದೂತನನ್ನು,ದೂತನನ್ನು,angel
ἄγγελος,37,unigram,masculine,nominative,plural,ದೇವದೂತರು,3.3394672154709233,ದೇವದೂತರು,ದೇವದೂತರು,ದೇವದೂತರು,angel
ἄγγελος,88,unigram,masculine,nominative,singular,ದೂತನು,4.315499621269505,ದೂತನು,ದೇವದೂತನು,ದೂತನು,angel
ἀπόστολος,35,unigram,masculine,nominative,plural,ಅಪೊಸ್ತಲರು,3.9667008549607496,ಅಪೊಸ್ತಲರು,ಪ್ರೇಷಿತರು,ಅಪೊಸ್ತಲರು,apostle
ἐξουσία,168,unigram,feminine,accusative,singular,ಅಧಿಕಾರ,1.0714141969449016,ಅಧಿಕಾರ,ಅಧಿಕಾರವನ್ನು,ಅಧಿಕಾರ,authority
βρέφος,12,unigram,neuter,accusative,plural,ಹರಸಬೇಕೆಂದು,1.0960670999999007,,ಹರಸಬೇಕೆಂದು,,babies
βρέφος,268,unigram,neuter,accusative,singular,ಗೋದಲಿಯಲ್ಲಿ,3.5629067230682936,ಗೋದಲಿಯಲ್ಲಿ,,ಗೋದಲಿಯಲ್ಲಿ,babies
ἀποθήκη,223,unigram,feminine,accusative,plural,ಅವುಗಳಿಗಿಂತ,3.775025022130258,ಅವುಗಳಿಗಿಂತ,,ಅವುಗಳಿಗಿಂತ,barn
ἀποθήκη,57,unigram,feminine,accusative,singular,ಗೋದಿಯನ್ನು,2.347972941072859,ಗೋದಿಯನ್ನು,,ಗೋದಿಯನ್ನು,barn
ἀρχή,150,unigram,feminine,accusative,singular,ತೋರ್ಪಡಿಸಿದರು,1.1062845238338443,,ತೋರ್ಪಡಿಸಿದರು,,beginning
ζώνη,144,unigram,feminine,accusative,plural,ತಾಮ್ರವನ್ನಾಗಲಿ,1.0960524252565438,,ತಾಮ್ರವನ್ನಾಗಲಿ,,belt
πλοῖον,86,unigram,neuter,accusative,plural,ದೋಣಿಗಳನ್ನು,1.1949305705220663,ದೋಣಿಗಳನ್ನು,,ದೋಣಿಗಳನ್ನು,boat
πλοῖον,257,unigram,neuter,accusative,singular,ದೋಣಿಯನ್ನು,2.0109386252267774,ದೋಣಿಯನ್ನು,ಹತ್ತಿ,ದೋಣಿಯನ್ನು,boat
πλοῖον,200,unigram,neuter,nominative,plural,ದೋಣಿಯಲ್ಲಿ,1.2935541321950283,,ದೋಣಿಯಲ್ಲಿ,,boat
πλοῖον,191,unigram,neuter,nominative,singular,ದೋಣಿಯು,3.861675645601171,ದೋಣಿಯು,,ದೋಣಿಯು,boat
σῶμα,49,unigram,neuter,nominative,singular,,,ದೇಹವೆಲ್ಲಾ,ದೇಹ,ದೇಹವೆಲ್ಲಾ,body
κλῆμα,122,unigram,neuter,nominative,singular,ನನ್ನಲ್ಲಿ,3.5678181193356724,ನನ್ನಲ್ಲಿ,ನನ್ನಲ್ಲಿ,ನನ್ನಲ್ಲಿ,branch
ἄρτος,261,unigram,masculine,accusative,plural,ರೊಟ್ಟಿಗಳನ್ನು,1.6618023356823473,ರೊಟ್ಟಿಗಳನ್ನು,ಐದು,ರೊಟ್ಟಿಗಳನ್ನು,bread
ἄρτος,281,unigram,masculine,accusative,singular,ರೊಟ್ಟಿಯನ್ನು,12.809922284446598,ರೊಟ್ಟಿಯನ್ನು,ರೊಟ್ಟಿಯನ್ನು,ರೊಟ್ಟಿಯನ್ನು,bread
ἄρτος,128,unigram,masculine,nominative,plural,,,,ರೊಟ್ಟಿಯನ್ನು,ರೊಟ್ಟಿ,bread
ἄρτος,31,unigram,masculine,nominative,singular,ರೊಟ್ಟಿ,4.382017558786957,ರೊಟ್ಟಿ,ರೊಟ್ಟಿ,ರೊಟ್ಟಿ,bread
ἀδελφός,248,unigram,masculine,accusative,plural,ಅಣ್ಣತಮ್ಮಂದಿರನ್ನಾಗಲಿ,1.318627665707221,,,ಅಣ್ಣತಮ್ಮಂದಿರನ್ನಾಗಲಿ,brother
ἀδελφός,98,unigram,masculine,accusative,singular,ತಮ್ಮನಾದ,4.89819767865153,ತಮ್ಮನಾದ,ಸಹೋದರ,ತಮ್ಮನಾದ,brother
ἀδελφός,90,unigram,masculine,nominative,plural,ಸಹೋದರರು,1.6346826053539856,ಸಹೋದರರು,ಸಹೋದರರು,ತಾಯಿಯೂ,brother
ἀδελφός,196,unigram,masculine,nominative,singular,,,ಸಹೋದರನು,ಸಹೋದರ,ತಮ್ಮನು,brother
στῆθος,126,unigram,neuter,accusative,plural,ಘಟನೆಯನ್ನು,1.0960622061228922,ಘಟನೆಯನ್ನು,,,"chest, breast"
στῆθος,236,unigram,neuter,accusative,singular,,,ಎದೆಗೆ,ಶಿಷ್ಯನು,ಬಾಗಿ,"chest, breast"
ἀρχιερεύς,202,unigram,masculine,accusative,plural,ಮುಖ್ಯಯಾಜಕರನ್ನೂ,1.4818880860290409,,ಮುಖ್ಯಯಾಜಕರನ್ನೂ,,chief priest
ἀρχιερεύς,50,unigram,masculine,accusative,singular,ಕಾಯಫನ,1.2324425279310431,,ಕಾಯಫನ,,chief priest
ἀρχιερεύς,97,unigram,masculine,nominative,plural,,,ಮುಖ್ಯಯಾಜಕರೂ,ಮುಖ್ಯಯಾಜಕರು,ಮಹಾಯಾಜಕರೂ,chief priest
ἀρχιερεύς,206,unigram,masculine,nominative,singular,ಮಹಾಯಾಜಕನು,12.091277961893573,ಮಹಾಯಾಜಕನು,ಪ್ರಧಾನಯಾಜಕನು,ಮಹಾಯಾಜಕನು,chief priest
τέκνον,275,unigram,neuter,accusative,plural,ಮಕ್ಕಳನ್ನು,2.050852333164891,ಮಕ್ಕಳನ್ನು,ಸಂತಾನ,ಮಕ್ಕಳನ್ನು,child
τέκνον,13,unigram,neuter,nominative,plural,ಮಕ್ಕಳು,1.1979881350282875,,ಮಕ್ಕಳು,,child
τέκνον,161,unigram,neuter,nominative,singular,ಕಂದಾ,1.4628091665633896,ಕಂದಾ,ಮಗನೇ,ಕಂದಾ,child
παιδίον,11,unigram,neuter,accusative,plural,ಮಕ್ಕಳನ್ನು,1.340468286393446,ಮಕ್ಕಳನ್ನು,ಚಿಕ್ಕಮಕ್ಕಳನ್ನು,ಮಕ್ಕಳನ್ನು,child
παιδίον,73,unigram,neuter,accusative,singular,ಮಗುವನ್ನು,2.4238157850563233,ಮಗುವನ್ನು,ಮಗುವನ್ನು,ಮಗುವನ್ನು,child
παιδίον,142,unigram,neuter,nominative,plural,ಚಿಕ್ಕ,2.941776250862669,ಚಿಕ್ಕ,,ಚಿಕ್ಕ,child
πόλις,151,unigram,feminine,accusative,plural,ಉಪದೇಶಮಾಡುತ್ತಾ,1.4840769119800012,,,ಉಪದೇಶಮಾಡುತ್ತಾ,city
πόλις,53,unigram,feminine,accusative,singular,ಊರಿಗೆ,5.905082449505016,ಊರಿಗೆ,ಊರಿಗೆ,ಊರಿಗೆ,city
πύλη,174,unigram,feminine,nominative,singular,,,ಜನ,ಮಾರ್ಗ,,city gate
χιτών,94,unigram,masculine,accusative,plural,,,ಕೋಲು,ಎರಡು,ಅಂಗಿಗಳನ್ನು,"clothing, undergarments"
χιτών,25,unigram,masculine,accusative,singular,ಒಳಂಗಿಯನ್ನು,3.832661906103723,ಒಳಂಗಿಯನ್ನು,,ಒಳಂಗಿಯನ್ನು,"clothing, undergarments"
ἱμάτιον,107,unigram,neuter,accusative,plural,ಬಟ್ಟೆಗಳನ್ನು,7.662930847352866,ಬಟ್ಟೆಗಳನ್ನು,ಹಂಚಿಕೊಂಡರು,ಬಟ್ಟೆಗಳನ್ನು,coat
ἱμάτιον,106,unigram,neuter,accusative,singular,ಹೊದಿಕೆಯನ್ನು,1.9249207455153452,ಹೊದಿಕೆಯನ್ನು,ಅಂಗಿಯನ್ನೂ,ಹೊದಿಕೆಯನ್ನು,coat
ἐντολή,67,unigram,feminine,accusative,plural,ಆಜ್ಞೆಗಳನ್ನು,2.357722984310231,ಆಜ್ಞೆಗಳನ್ನು,ಆಜ್ಞೆಗಳನ್ನು,ಆಜ್ಞೆಗಳನ್ನು,commandment
ἐντολή,65,unigram,feminine,accusative,singular,ಆಜ್ಞೆಯನ್ನು,18.81259488099676,ಆಜ್ಞೆಯನ್ನು,ಆಜ್ಞೆಯನ್ನು,ಆಜ್ಞೆಯನ್ನು,commandment
συνέδριον,265,unigram,neuter,accusative,plural,ಸಭೆಗಳಿಗೆ,1.2238748906266208,ಸಭೆಗಳಿಗೆ,ನ್ಯಾಯಸ್ಥಾನಗಳಿಗೆ,ಸಭೆಗಳಿಗೆ,council
συνέδριον,42,unigram,neuter,accusative,singular,,,,ಮುಖ್ಯಯಾಜಕರೂ,ಮಹಾಯಾಜಕರೂ,council
χώρα,240,unigram,feminine,accusative,singular,,,,ಗೆರಸೇನರ,ಸೀಮೆಗೆ,"country, countryside"
ὄχλος,46,unigram,masculine,accusative,plural,ಜನರ,2.802486572998155,ಜನರ,ಗುಂಪನ್ನು,ಜನರ,crowd
ὄχλος,6,unigram,masculine,accusative,singular,ಜನರ,3.3093952540323706,ಜನರ,ದೊಡ್ಡ,ಜನರ,crowd
ὄχλος,79,unigram,masculine,nominative,plural,ಜನರು,3.2184747395615285,ಜನರು,ಜನರು,ಜನರು,crowd
ὄχλος,232,unigram,masculine,nominative,singular,,,ಗುಂಪು,ದೊಡ್ಡ,ಜನರು,crowd
θυγάτηρ,260,unigram,feminine,nominative,singular,ಮಗಳು,17.785058116286805,ಮಗಳು,ಮಗಳು,ಮಗಳು,daughter
ἡμέρα,61,unigram,feminine,accusative,plural,ದಿನ,1.1792167933359425,ದಿನ,ದಿನ,ದಿವಸಗಳಾದ,day
ἡμέρα,70,unigram,feminine,accusative,singular,,,ದೇವಾಲಯದಲ್ಲಿ,,ದಿನಾಲು,day
ἡμέρα,2,unigram,feminine,nominative,plural,,,ದಿನಗಳು,ಬರುವುದು,ದಿವಸಗಳು,day
ἡμέρα,55,unigram,feminine,nominative,singular,ದಿನವು,1.5855462941460847,ದಿನವು,ದಿನವು,ಹೊತ್ತು,day
δαιμόνιον,26,unigram,neuter,accusative,plural,ದೆವ್ವಗಳನ್ನು,69.20877106873453,ದೆವ್ವಗಳನ್ನು,ದೆವ್ವಗಳನ್ನು,ದೆವ್ವಗಳನ್ನು,demon
δαιμόνιον,271,unigram,neuter,accusative,singular,ದೆವ್ವ,7.180304893123337,ದೆವ್ವ,ದೆವ್ವ,ದೆವ್ವ,demon
δαιμόνιον,163,unigram,neuter,nominative,plural,ದೆವ್ವಗಳು,11.900435438143713,ದೆವ್ವಗಳು,ಪಿಶಾಚಿಗಳಿಂದ,ದೆವ್ವಗಳು,demon
δαιμόνιον,141,unigram,neuter,nominative,singular,ದೆವ್ವವು,2.9591930674892666,ದೆವ್ವವು,ಗದರಿಸಿ,ದೆವ್ವವು,demon
δηνάριον,253,unigram,neuter,accusative,plural,ಬೆಳ್ಳಿ,1.688615407443624,ಬೆಳ್ಳಿ,,,denarius (about a day's wages)
δηνάριον,130,unigram,neuter,accusative,singular,ತೋರಿಸಿರಿ,1.676046447602706,ತೋರಿಸಿರಿ,ನಾಣ್ಯವನ್ನು,ತೋರಿಸಿರಿ,denarius (about a day's wages)
μαθητής,147,unigram,masculine,accusative,plural,ಶಿಷ್ಯರನ್ನು,2.173265185261445,ಶಿಷ್ಯರನ್ನು,ಶಿಷ್ಯರನ್ನು,ಶಿಷ್ಯರನ್ನು,disciple
μαθητής,276,unigram,masculine,accusative,singular,ಪ್ರಿಯನಾಗಿದ್ದ,1.5730400866494876,ಪ್ರಿಯನಾಗಿದ್ದ,ಆಪ್ತನಾಗಿದ್ದ,ಪ್ರಿಯನಾಗಿದ್ದ,disciple
μαθητής,226,unigram,masculine,nominative,plural,ಶಿಷ್ಯರು,201.56652602591788,ಶಿಷ್ಯರು,ಶಿಷ್ಯರು,ಶಿಷ್ಯರು,disciple
μαθητής,274,unigram,masculine,nominative,singular,ಶಿಷ್ಯನು,9.529415545568675,ಶಿಷ್ಯನು,ಶಿಷ್ಯನು,ಶಿಷ್ಯನು,disciple
νόσος,3,unigram,feminine,accusative,plural,ರೋಗಗಳನ್ನು,3.615468654201391,ರೋಗಗಳನ್ನು,,ರೋಗಗಳನ್ನು,disease
νόσος,60,unigram,feminine,accusative,singular,ರೋಗರುಜಿನಗಳನ್ನು,1.6998545799048277,,ರೋಗರುಜಿನಗಳನ್ನು,,disease
περιστερά,78,unigram,feminine,accusative,plural,ಪಾರಿವಾಳಗಳನ್ನು,1.6201580585983448,,ಪಾರಿವಾಳಗಳನ್ನು,,dove
περιστερά,44,unigram,feminine,accusative,singular,ಪಾರಿವಾಳದ,2.7299550182697985,ಪಾರಿವಾಳದ,ಪಾರಿವಾಳದ,ಪಾರಿವಾಳದ,dove
οὖς,121,unigram,neuter,accusative,plural,ಕಿವಿಯುಳ್ಳವನು,1.0586382534700123,ಕಿವಿಯುಳ್ಳವನು,,ಕಿವಿಯುಳ್ಳವನು,ear
οὖς,231,unigram,neuter,accusative,singular,ಮಾಳಿಗೆಗಳ,1.1337576582578115,ಮಾಳಿಗೆಗಳ,ಕಿವಿಮಾತಾಗಿ,ಮಾಳಿಗೆಗಳ,ear
σεισμός,169,unigram,masculine,nominative,plural,ಅಲ್ಲಲ್ಲಿ,1.2160341365948706,ಅಲ್ಲಲ್ಲಿ,,ಅಲ್ಲಲ್ಲಿ,"earthquakes, storm"
τέλος,224,unigram,neuter,accusative,singular,ಕೊನೆಯವರೆಗೂ,1.055433105333927,,ಕೊನೆಯವರೆಗೂ,,end
αἰών,249,unigram,masculine,accusative,singular,ಎಂದಿಗೂ,5.345299659233392,ಎಂದಿಗೂ,ಎಂದಿಗೂ,ಎಂದಿಗೂ,eternity
ὀφθαλμός,18,unigram,masculine,accusative,plural,ಕಣ್ಣು,2.1571129374470033,ಕಣ್ಣುಗಳನ್ನು,ಕಣ್ಣು,ಕಣ್ಣು,eye
ὀφθαλμός,7,unigram,masculine,accusative,singular,ಹಲ್ಲಿಗೆ,1.1617427237972366,,ಹಲ್ಲಿಗೆ,,eye
ὀφθαλμός,52,unigram,masculine,nominative,plural,ಕಣ್ಣುಗಳು,6.782498716011578,ಕಣ್ಣುಗಳು,ಕಣ್ಣುಗಳು,ಕಣ್ಣುಗಳು,eye
ὀφθαλμός,247,unigram,masculine,nominative,singular,ಕಣ್ಣು,1.9876189394894483,ಕಣ್ಣು,ಕಣ್ಣು,ಕಣ್ಣು,eye
πρόσωπον,99,unigram,neuter,accusative,plural,ತಮ್ಮ,1.0610341739272116,,,ತಮ್ಮ,face
πρόσωπον,158,unigram,neuter,accusative,singular,,,ಬಲ್ಲೆವು,ತಾವು,ಮಾರ್ಗವನ್ನು,face
λιμός,5,unigram,feminine,nominative,plural,,,ಏಳುವವು,ಅಲ್ಲಲ್ಲಿ,,famine
γεωργός,207,unigram,masculine,nominative,plural,,,ಹಾಕೋಣ,ಗೇಣಿದಾರರು,ಒಕ್ಕಲಿಗರು,"farmer, tenant"
γεωργός,39,unigram,masculine,nominative,singular,ತೋಟಗಾರ,1.0961112485594913,,ತೋಟಗಾರ,,"farmer, tenant"
πατήρ,252,unigram,masculine,accusative,singular,ತಂದೆಯ,1.0921984561065285,ತಂದೆಯ,ಪಿತನನ್ನು,ತಂದೆಯ,father
πατήρ,259,unigram,masculine,nominative,plural,,,ಪೂರ್ವಿಕರು,ಪೂರ್ವಜರು,ಹಿರಿಯರು,father
πατήρ,152,unigram,masculine,nominative,singular,ತಂದೆಯು,20.47715978621937,ತಂದೆಯು,ಪಿತನು,ತಂದೆಯು,father
σύνδουλος,91,unigram,masculine,nominative,singular,ತೀರಿಸುತ್ತೇನೆ,1.0960670999999007,ತೀರಿಸುತ್ತೇನೆ,,,"fellow-servant, colleague"
ἀγρός,32,unigram,masculine,accusative,singular,ಕುಂಬಾರನ,1.0574754874511598,,ಕುಂಬಾರನ,,field
δάκτυλος,146,unigram,masculine,accusative,singular,ಕೈಯನ್ನು,1.6381527930869415,,ಕೈಯನ್ನು,,finger
ἰχθύς,124,unigram,masculine,accusative,plural,ರೊಟ್ಟಿ,1.049322909810563,ರೊಟ್ಟಿ,ರೊಟ್ಟಿಗಳನ್ನೂ,ರೊಟ್ಟಿ,fish
ἰχθύς,157,unigram,masculine,accusative,singular,ಮೀನನ್ನು,1.6315942399575258,,ಮೀನನ್ನು,ಮೀನನ್ನು,fish
δίκτυον,87,unigram,neuter,accusative,plural,ಬಲೆಗಳನ್ನು,23.303632126774897,ಬಲೆಗಳನ್ನು,ಬಲೆಗಳನ್ನು,ಬಲೆಗಳನ್ನು,fishing net
δίκτυον,166,unigram,neuter,accusative,singular,ಬಲೆಯನ್ನು,4.604311827545442,ಬಲೆಯನ್ನು,ಬಲೆಯನ್ನು,ಬಲೆಯನ್ನು,fishing net
πούς,197,unigram,masculine,accusative,plural,,,ಪಾದಗಳನ್ನು,ಪಾದಗಳಿಗೆ,ಕಾಲುಗಳನ್ನು,foot
καρπός,149,unigram,masculine,accusative,plural,ಫಲಕೊಡುವ,1.0766735019611966,,ಫಲಕೊಡುವ,,"fruit, crop, harvest"
καρπός,194,unigram,masculine,accusative,singular,ಫಲವನ್ನು,4.0010531574970205,ಫಲವನ್ನು,ಫಲವನ್ನು,ಫಲವನ್ನು,"fruit, crop, harvest"
πλήρωμα,221,unigram,neuter,accusative,plural,,,ಪುಟ್ಟಿಗಳು,ತುಂಡುಗಳನ್ನು,,fullness
γενεά,195,unigram,feminine,accusative,singular,ಈ,1.0658138899810141,ಈ,ಈ,,generation
γενεά,120,unigram,feminine,nominative,singular,ಸಂತತಿಯು,3.596239906216185,ಸಂತತಿಯು,ಪೀಳಿಗೆ,ಸಂತತಿಯು,generation
δῶρον,251,unigram,neuter,accusative,plural,ತಮ್ಮ,1.2110374401135475,,ತಮ್ಮ,,gift
