lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2042_translation,version_2043_translation,version_2044_translation,english_translation
θεός,318,unigram,masculine,accusative,plural,swikwembu,1.1634492944761523,,,swikwembu,God
θεός,135,unigram,masculine,accusative,singular,Xikwembu,3.955311531272109,,,Xikwembu,God
θεός,29,unigram,masculine,nominative,plural,swikwembu,1.097258004808277,,,swikwembu,God
θεός,206,unigram,masculine,nominative,singular,Xikwembu,1.905289468215395,,,Xikwembu,God
κύριος,136,unigram,masculine,nominative,singular,Hosi,1.9741246502505505,,,Hosi,"Lord, lord, master"
γραφή,130,unigram,feminine,accusative,plural,Matsalwa,3.7440769162129968,,,Matsalwa,Scripture
γραφή,53,unigram,feminine,accusative,singular,si,1.1125567549945214,,,si,Scripture
γραφή,260,unigram,feminine,nominative,plural,Matsalwa,2.3652303907217793,,,Matsalwa,Scripture
γραφή,313,unigram,feminine,nominative,singular,Tsalwa,1.3080052396217992,,,Tsalwa,Scripture
ἄγγελος,102,unigram,masculine,accusative,plural,tintsumi,2.6220361136354207,,,tintsumi,angel
ἄγγελος,86,unigram,masculine,accusative,singular,ntsumi,3.3674506660181294,,,ntsumi,angel
ἄγγελος,49,unigram,masculine,nominative,plural,tintsumi,3.0636478532714846,,,tintsumi,angel
ἄγγελος,111,unigram,masculine,nominative,singular,ntsumi,1.8059080096190336,,,ntsumi,angel
ἀπόστολος,46,unigram,masculine,nominative,plural,vaapostola,2.649432598735824,,,vaapostola,apostle
ἀπόστολος,6,unigram,masculine,nominative,singular,murhumiwa,1.1613548718850133,,,murhumiwa,apostle
ἐξουσία,72,unigram,feminine,accusative,plural,tihlamulela,1.385498280068744,,,tihlamulela,authority
ἐξουσία,198,unigram,feminine,accusative,singular,matimba,2.9333275352059327,,,matimba,authority
βρέφος,15,unigram,neuter,accusative,plural,tisela,1.1189146761750244,,,tisela,babies
βρέφος,312,unigram,neuter,accusative,singular,latiweke,1.0441063733306788,,,latiweke,babies
ἀποθήκη,71,unigram,feminine,accusative,singular,hisa,1.0398032106434405,,,hisa,barn
φραγμός,234,unigram,masculine,accusative,plural,swihlahleni,1.096057314542422,,,swihlahleni,"barrier, wall"
ἀρχή,74,unigram,feminine,accusative,plural,tihlamulela,1.3849230941514608,,,tihlamulela,beginning
βλασφημία,31,unigram,feminine,accusative,plural,swisandzu,1.161346151680032,,,swisandzu,blasphemy
βλασφημία,101,unigram,feminine,accusative,singular,sandzile,1.161346151680032,,,sandzile,blasphemy
βλασφημία,87,unigram,feminine,nominative,singular,xisandzu,1.999949021035427,,,xisandzu,blasphemy
πλοῖον,109,unigram,neuter,accusative,plural,mabarika,1.9353696566932832,,,mabarika,boat
πλοῖον,299,unigram,neuter,accusative,singular,ebyatsweni,2.1160408711304464,,,ebyatsweni,boat
πλοῖον,239,unigram,neuter,nominative,plural,mabyatso,1.1064882619361551,,,mabyatso,boat
πλοῖον,225,unigram,neuter,nominative,singular,byatso,1.0609171630003291,,,byatso,boat
σῶμα,213,unigram,neuter,nominative,plural,mitsumbu,1.999948655640119,,,mitsumbu,body
σῶμα,63,unigram,neuter,nominative,singular,miri,2.311043217362494,,,miri,body
κλῆμα,59,unigram,neuter,nominative,plural,nsinya,1.1454587468979875,,,nsinya,branch
κλῆμα,149,unigram,neuter,nominative,singular,rhavi,1.9999490850064168,,,rhavi,branch
ἄρτος,304,unigram,masculine,accusative,plural,swinkwa,4.180612385322092,,,swinkwa,bread
ἄρτος,327,unigram,masculine,accusative,singular,vuswa,2.2995920570178927,,,vuswa,bread
ἄρτος,158,unigram,masculine,nominative,plural,swakudya,1.0506168108480822,,,swakudya,bread
ἄρτος,39,unigram,masculine,nominative,singular,vuswa,2.1813255900821944,,,vuswa,bread
ἀδελφός,290,unigram,masculine,accusative,plural,vamakwavo,2.7449993059986713,,,vamakwavo,brother
ἀδελφός,123,unigram,masculine,accusative,singular,makwavo,1.8019001645424235,,,makwavo,brother
ἀδελφός,115,unigram,masculine,nominative,plural,vamakwavo,1.7583254972784934,,,vamakwavo,brother
ἀδελφός,232,unigram,masculine,nominative,singular,makwavo,1.3024112663115128,,,makwavo,brother
στῆθος,154,unigram,neuter,accusative,plural,swifuva,1.0595384180401852,,,swifuva,"chest, breast"
στῆθος,275,unigram,neuter,accusative,singular,exifuveni,1.5900562246662555,,,exifuveni,"chest, breast"
ἀρχιερεύς,243,unigram,masculine,accusative,plural,lavakulu,1.0337771026443183,,,lavakulu,chief priest
ἀρχιερεύς,64,unigram,masculine,accusative,singular,muprista,1.1322263771665153,,,muprista,chief priest
ἀρχιερεύς,122,unigram,masculine,nominative,plural,lavakulu,1.0138442327225785,,,lavakulu,chief priest
ἀρχιερεύς,248,unigram,masculine,nominative,singular,lonkulu,1.0619092572250777,,,lonkulu,chief priest
παῖς,51,unigram,masculine,accusative,singular,tlatlalata,1.2102507009882766,,,tlatlalata,child
τέκνον,321,unigram,neuter,accusative,plural,vana,5.16817303011214,,,vana,child
τέκνον,178,unigram,neuter,accusative,singular,Makwavo,1.4276876594719357,,,Makwavo,child
τέκνον,16,unigram,neuter,nominative,plural,Makwavo,1.068626691954887,,,Makwavo,child
τέκνον,191,unigram,neuter,nominative,singular,N'wananga,2.530552108666809,,,N'wananga,child
παιδίον,14,unigram,neuter,accusative,plural,Tshikani,1.0876729259408686,,,Tshikani,child
παιδίον,94,unigram,neuter,accusative,singular,xihlangi,1.367779305136681,,,xihlangi,child
παιδίον,173,unigram,neuter,nominative,plural,vana,1.4977121467125818,,,vana,child
παιδίον,41,unigram,neuter,nominative,singular,n'wana,1.8262564352298656,,,n'wana,child
πόλις,181,unigram,feminine,accusative,plural,miti,2.412953434581348,,,miti,city
πόλις,68,unigram,feminine,accusative,singular,emutini,3.5991549277661634,,,emutini,city
πύλη,204,unigram,feminine,nominative,singular,yaka,1.0779579881806858,,,yaka,city gate
χιτών,118,unigram,masculine,accusative,plural,tinguvu,1.234715367383744,,,tinguvu,"clothing, undergarments"
ἱμάτιον,133,unigram,neuter,accusative,plural,tinguvu,2.1203969971162366,,,tinguvu,coat
ἱμάτιον,132,unigram,neuter,accusative,singular,nguvu,3.2426940217470217,,,nguvu,coat
ἐντολή,83,unigram,feminine,accusative,plural,milawu,2.9002832729775885,,,milawu,commandment
ἐντολή,81,unigram,feminine,accusative,singular,nawu,1.3816878863384616,,,nawu,commandment
συνέδριον,308,unigram,neuter,accusative,plural,etihubyeni,1.6043579161932828,,,etihubyeni,council
συνέδριον,55,unigram,neuter,accusative,singular,lavakulu,1.024436512560795,,,lavakulu,council
χώρα,279,unigram,feminine,accusative,singular,etikweni,2.2193894378496046,,,etikweni,"country, countryside"
ὄχλος,60,unigram,masculine,accusative,plural,mitshungu,2.590710068733893,,,mitshungu,crowd
ὄχλος,9,unigram,masculine,accusative,singular,vunyingi,1.4503304139039752,,,vunyingi,crowd
ὄχλος,103,unigram,masculine,nominative,plural,mitshungu,2.0546434842363785,,,mitshungu,crowd
ὄχλος,271,unigram,masculine,nominative,singular,ntshungu,1.5607870187901065,,,ntshungu,crowd
θυγάτηρ,303,unigram,feminine,nominative,singular,wanhwanyana,1.0360854349260915,,,wanhwanyana,daughter
ἡμέρα,77,unigram,feminine,accusative,plural,masiku,2.6497358591503506,,,masiku,day
ἡμέρα,88,unigram,feminine,accusative,singular,siku,1.462646592475054,,,siku,day
ἡμέρα,2,unigram,feminine,nominative,plural,masiku,2.3426948827851657,,,masiku,day
ὀφειλέτης,250,unigram,masculine,nominative,plural,xihondzo,1.0960524252565438,,,xihondzo,debtor
ὀφειλέτης,125,unigram,masculine,nominative,singular,sungule,1.1454417825320882,,,sungule,debtor
δαιμόνιον,30,unigram,neuter,accusative,plural,mademona,1.5767885984323702,,,mademona,demon
δαιμόνιον,316,unigram,neuter,accusative,singular,demona,1.6927493154164202,,,demona,demon
δαιμόνιον,193,unigram,neuter,nominative,plural,mademona,1.5935035025768536,,,mademona,demon
δαιμόνιον,171,unigram,neuter,nominative,singular,demona,2.6747287670155218,,,demona,demon
δηνάριον,294,unigram,neuter,accusative,plural,macheleni,1.3684115473172391,,,macheleni,denarius (about a day's wages)
δηνάριον,160,unigram,neuter,accusative,singular,denari,3.885892577969525,,,denari,denarius (about a day's wages)
μαθητής,176,unigram,masculine,accusative,plural,vadyondzisiwa,5.588487843990018,,,vadyondzisiwa,disciple
μαθητής,322,unigram,masculine,accusative,singular,mudyondzisiwa,2.7720810096093853,,,mudyondzisiwa,disciple
μαθητής,266,unigram,masculine,nominative,plural,vadyondzisiwa,2.90847938129668,,,vadyondzisiwa,disciple
μαθητής,320,unigram,masculine,nominative,singular,mudyondzisiwa,3.2966164516304852,,,mudyondzisiwa,disciple
νόσος,3,unigram,feminine,accusative,plural,mavabyi,1.887537595001228,,,mavabyi,disease
