lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2298_translation,version_2299_translation,version_2300_translation,english_translation
θεός,139,unigram,masculine,accusative,singular,,,,ရား,ဘု​ရား​သ​ခင်​ကို,God
θεός,32,unigram,masculine,nominative,plural,သင်တို့သည်ဘုရားများဖြစ်ကြောင်းငါမိန့်ဆိုခဲ့သည်ဟူ၍,1.1634492944761523,,သင်တို့သည်ဘုရားများဖြစ်ကြောင်းငါမိန့်ဆိုခဲ့သည်ဟူ၍,,God
θεός,220,unigram,masculine,nominative,singular,,,ဘု​ရား,ခင်,ဘု​ရား​သ​ခင်​သည်,God
κύριος,344,unigram,masculine,nominative,plural,ဖြည်,1.2054439289204797,,ဖြည်,,"Lord, lord, master"
κύριος,140,unigram,masculine,nominative,singular,,,သ​ခင်​ဘု​ရား​က,ရှင်,ထာ​ဝ​ရ​ဘု​ရား​သည်,"Lord, lord, master"
γραφή,136,unigram,feminine,accusative,plural,ကျမ်း,1.4326721215497016,,ကျမ်း,,Scripture
γραφή,273,unigram,feminine,nominative,plural,ပြည့်,1.1066845985355838,,ပြည့်,,Scripture
γραφή,338,unigram,feminine,nominative,singular,ကျမ်း​စာ​လာ​သည်​ကား၊,1.648558375079711,,,ကျမ်း​စာ​လာ​သည်​ကား၊,Scripture
ἄγγελος,103,unigram,masculine,accusative,plural,,,,မန်,လူ​သား​သည်,angel
ἄγγελος,87,unigram,masculine,accusative,singular,ဦး၊,1.031207194022214,,ဦး၊,,angel
ἄγγελος,50,unigram,masculine,nominative,plural,,,,မန်,ကောင်း​ကင်​တ​မန်​တို့​သည်,angel
ἄγγελος,113,unigram,masculine,nominative,singular,,,ကောင်း​ကင်​တ​မန်​က,မန်,ကောင်း​ကင်​တ​မန်​သည်,angel
ἀπόστολος,47,unigram,masculine,nominative,plural,,,,မန်,တ​မန်​တော်​တို့​သည်,apostle
ἐξουσία,71,unigram,feminine,accusative,plural,မည့်၊,1.2934825535976242,,မည့်၊,,authority
ἐξουσία,208,unigram,feminine,accusative,singular,,,,အာ,တစ်​ကျိပ်​နှစ်​ပါး​သော,authority
βρέφος,17,unigram,neuter,accusative,plural,ငှာ,1.0546513672515292,,ငှာ,,babies
βρέφος,336,unigram,neuter,accusative,singular,,,,သိပ်,နွား​စား​ခွက်၌,babies
ἀποθήκη,281,unigram,feminine,accusative,plural,ကျီ,1.2377461667782308,,ကျီ,,barn
ἀποθήκη,70,unigram,feminine,accusative,singular,သွင်း,1.0218466760398428,,သွင်း,,barn
φραγμός,245,unigram,masculine,accusative,plural,ဏ္ဍပ်,1.2554791388355584,,ဏ္ဍပ်,,"barrier, wall"
φραγμός,117,unigram,masculine,accusative,singular,ကာ၍,1.1454417825320882,,ကာ၍,,"barrier, wall"
ἀρχή,74,unigram,feminine,accusative,plural,မည့်၊,1.2930737019890726,,မည့်၊,,beginning
ζώνη,182,unigram,feminine,accusative,plural,ကြေး,1.1747941146272247,,ကြေး,,belt
βλασφημία,35,unigram,feminine,accusative,plural,,,,ပုတ်,ပြော​သော​ဤ​သူ​ကား,blasphemy
βλασφημία,218,unigram,feminine,nominative,plural,ဥစ္စာ,1.051548182962437,,ဥစ္စာ,,blasphemy
βλασφημία,88,unigram,feminine,nominative,singular,မှား,1.2962172335077085,,မှား,,blasphemy
πλοῖον,111,unigram,neuter,accusative,plural,လှေ,1.3680483438640887,,လှေ,,boat
πλοῖον,321,unigram,neuter,accusative,singular,,,,လှေ,လှေ​ထဲ​သို့,boat
πλοῖον,251,unigram,neuter,nominative,plural,လှေ,1.3238117407519523,,လှေ,,boat
πλοῖον,238,unigram,neuter,nominative,singular,လှေ,1.5500066049201506,,လှေ,,boat
σῶμα,60,unigram,neuter,nominative,singular,န္ဓာ,1.7054561959222756,,န္ဓာ,,body
ἄρτος,325,unigram,masculine,accusative,plural,,,တ​ပည့်​တော်​တို့​သည်​မိ​မိ​တို့​၌​စား​စ​ရာ​မ​ပါ,မုန့်,မုန့်​ငါး​လုံး​နှင့်,bread
ἄρτος,354,unigram,masculine,accusative,singular,မုန့်,1.1257757184251456,,မုန့်,,bread
