lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2203_translation,version_2204_translation,version_2205_translation,english_translation
θεός,104,unigram,masculine,accusative,singular,Աստուած,2.528301568763997,Աստուած,,Աստուած,God
θεός,23,unigram,masculine,nominative,plural,աստուածներ,1.8556825756243904,աստուածներ,,աստուածներ,God
θεός,160,unigram,masculine,nominative,singular,Աստուած,41.10619991182276,Աստուած,,Աստուած,God
κύριος,105,unigram,masculine,nominative,singular,Տէրը,1.641059662749988,Տէրը,,Տէրը,"Lord, lord, master"
γραφή,100,unigram,feminine,accusative,plural,գրքերը,4.677959623281905,գրքերը,,գրքերը,Scripture
γραφή,207,unigram,feminine,nominative,plural,կատարուին,1.799662269712768,կատարուին,,կատարուին,Scripture
γραφή,259,unigram,feminine,nominative,singular,գրուածը,5.508216113974062,գրուածը,,գրուածը,Scripture
ἄγγελος,75,unigram,masculine,accusative,plural,հրեշտակները,1.4480665423894095,հրեշտակները,,հրեշտակները,angel
ἄγγελος,40,unigram,masculine,nominative,plural,հրեշտակները,6.7759556170033575,հրեշտակները,,հրեշտակները,angel
ἄγγελος,84,unigram,masculine,nominative,singular,հրեշտակը,3.9765084245087405,հրեշտակը,,հրեշտակը,angel
ἀπόστολος,37,unigram,masculine,nominative,plural,Առաքեալները,3.906682073150269,Առաքեալները,,Առաքեալները,apostle
ἐξουσία,155,unigram,feminine,accusative,singular,իշխանութիւն,26.188510855451128,իշխանութիւն,,իշխանութիւն,authority
βρέφος,11,unigram,neuter,accusative,plural,դպչի։,1.2013630877021924,դպչի։,,դպչի։,babies
βρέφος,258,unigram,neuter,accusative,singular,պառկած,2.41448510904139,պառկած,,պառկած,babies
ἀποθήκη,60,unigram,feminine,accusative,singular,ցորենը,2.153791179937594,ցորենը,,ցորենը,barn
ἀρχή,139,unigram,feminine,accusative,singular,սկիզբը,1.2238654476742756,սկիզբը,,սկիզբը,beginning
ζώνη,173,unigram,feminine,accusative,singular,մազէ,1.2013309189107515,մազէ,,մազէ,belt
βλασφημία,26,unigram,feminine,accusative,plural,խորհիլ,1.2013845589884997,խորհիլ,,խորհիլ,blasphemy
βλασφημία,68,unigram,feminine,nominative,singular,հայհոյութիւն,3.5628633333275115,հայհոյութիւն,,հայհոյութիւն,blasphemy
πλοῖον,82,unigram,neuter,accusative,plural,երկու,1.001856293198237,երկու,,երկու,boat
πλοῖον,246,unigram,neuter,accusative,singular,նաւը,26.735302159591264,նաւը,,նաւը,boat
πλοῖον,175,unigram,neuter,nominative,singular,նաւը,4.275793860914258,նաւը,,նաւը,boat
σῶμα,50,unigram,neuter,nominative,singular,մարմինդ,2.66818268200343,մարմինդ,,մարմինդ,body
κλῆμα,116,unigram,neuter,nominative,singular,հաստատուած,1.251936500729053,հաստատուած,,հաստատուած,branch
ἄρτος,250,unigram,masculine,accusative,plural,նկանակ,1.0817993856978976,նկանակ,,նկանակ,bread
ἄρτος,271,unigram,masculine,accusative,singular,հաց,1.758653623621365,հաց,,հաց,bread
ἄρτος,120,unigram,masculine,nominative,plural,հաց,2.998972689713786,հաց,,հաց,bread
ἄρτος,33,unigram,masculine,nominative,singular,հացը,3.0802617109678856,հացը,,հացը,bread
ἀδελφός,236,unigram,masculine,accusative,plural,եղբայրներ,3.432900917433213,եղբայրներ,,եղբայրներ,brother
ἀδελφός,94,unigram,masculine,accusative,singular,եղբայրը,4.240675549470552,եղբայրը,,եղբայրը,brother
ἀδελφός,86,unigram,masculine,nominative,plural,եղբայրները,1.4310179653904818,եղբայրները,,եղբայրները,brother
ἀδελφός,181,unigram,masculine,nominative,singular,եղբայրը,3.0785096669098535,եղբայրը,,եղբայրը,brother
στῆθος,223,unigram,neuter,accusative,singular,կուրծքին,3.2445993440409255,կուրծքին,,կուրծքին,"chest, breast"
ἀρχιερεύς,191,unigram,masculine,accusative,plural,քահանայապետներուն,6.781083405382487,քահանայապետներուն,,քահանայապետներուն,chief priest
ἀρχιερεύς,51,unigram,masculine,accusative,singular,քահանայապետին,2.348379341076693,քահանայապետին,,քահանայապետին,chief priest
ἀρχιερεύς,93,unigram,masculine,nominative,plural,քահանայապետները,4.094704906331157,քահանայապետները,,քահանայապետները,chief priest
παῖς,42,unigram,masculine,accusative,singular,մօտենար,1.3046246236926293,մօտենար,,մօտենար,child
τέκνον,265,unigram,neuter,accusative,plural,որդիներ,3.7885001084696825,որդիներ,,որդիներ,child
τέκνον,137,unigram,neuter,accusative,singular,եղբայրը,1.3342638242255913,եղբայրը,,եղբայրը,child
τέκνον,148,unigram,neuter,nominative,singular,Ո՛րդեակ,3.1186997357585686,Ո՛րդեակ,,Ո՛րդեակ,child
παιδίον,10,unigram,neuter,accusative,plural,այդպիսիներունն,1.0973728622026753,այդպիսիներունն,,այդպիսիներունն,child
παιδίον,72,unigram,neuter,accusative,singular,մանուկը,3.3328911616605628,մանուկը,,մանուկը,child
πόλις,140,unigram,feminine,accusative,plural,քաղաքները,2.601834933929006,քաղաքները,,քաղաքները,city
πόλις,55,unigram,feminine,accusative,singular,քաղաքը,5.223264705285877,քաղաքը,,քաղաքը,city
χιτών,89,unigram,masculine,accusative,plural,հանդերձ,3.2820661545459333,հանդերձ,,հանդերձ,"clothing, undergarments"
ἱμάτιον,102,unigram,neuter,accusative,plural,հանդերձները,13.903053171939474,հանդերձները,,հանդերձները,coat
ἱμάτιον,101,unigram,neuter,accusative,singular,հանդերձը,3.462991078347354,հանդերձը,,հանդերձը,coat
ἐντολή,66,unigram,feminine,accusative,singular,պատուիրանքը,1.9473752066223613,պատուիրանքը,,պատուիրանքը,commandment
συνέδριον,254,unigram,neuter,accusative,plural,ատեաններու,1.223874890626621,ատեաններու,,ատեաններու,council
χώρα,225,unigram,feminine,accusative,singular,Գադարացիներուն,1.5700387206089328,Գադարացիներուն,,Գադարացիներուն,"country, countryside"
ὄχλος,47,unigram,masculine,accusative,plural,ժողովուրդը,7.201016098689768,ժողովուրդը,,ժողովուրդը,crowd
ὄχλος,6,unigram,masculine,accusative,singular,ժողովուրդը,3.160016586633261,ժողովուրդը,,ժողովուրդը,crowd
ὄχλος,76,unigram,masculine,nominative,plural,ժողովուրդ,1.3553272610397855,ժողովուրդ,,ժողովուրդ,crowd
ὄχλος,218,unigram,masculine,nominative,singular,ժողովուրդը,1.6982752083893597,ժողովուրդը,,ժողովուրդը,crowd
θυγάτηρ,88,unigram,feminine,nominative,plural,աղջիկներ,1.2015462456907173,աղջիկներ,,աղջիկներ,daughter
θυγάτηρ,249,unigram,feminine,nominative,singular,հաւատքդ,1.1671033127701183,հաւատքդ,,հաւատքդ,daughter
ἡμέρα,63,unigram,feminine,accusative,plural,օր,2.749890895198747,օր,,օր,day
ἡμέρα,69,unigram,feminine,accusative,singular,օր,5.861503473138858,օր,,օր,day
ἡμέρα,2,unigram,feminine,nominative,plural,օրերը,1.3413339404869602,օրերը,,օրերը,day
ἡμέρα,57,unigram,feminine,nominative,singular,օրը,2.4532143910477435,օրը,,օրը,day
δαιμόνιον,24,unigram,neuter,accusative,plural,դեւերը,1.3063027474421434,դեւերը,,դեւերը,demon
δαιμόνιον,150,unigram,neuter,nominative,plural,ելեր,1.9770214821175989,ելեր,,ելեր,demon
δαιμόνιον,131,unigram,neuter,nominative,singular,դեւը,6.0090929981144585,դեւը,,դեւը,demon
δηνάριον,241,unigram,neuter,accusative,plural,դահեկան,2.6620241951350194,դահեկան,,դահեկան,denarius (about a day's wages)
δηνάριον,122,unigram,neuter,accusative,singular,դահեկան,4.073360336548128,դահեկան,,դահեկան,denarius (about a day's wages)
μαθητής,134,unigram,masculine,accusative,plural,աշակերտներուն,2.439958042786053,աշակերտներուն,,աշակերտներուն,disciple
