lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1970_translation,version_1971_translation,version_1972_translation,english_translation
θεός,360,unigram,masculine,accusative,plural,ḳhudā,1.097258004808277,,ḳhudā,,God
θεός,147,unigram,masculine,accusative,singular,,,Ḳhudá,allāh,,God
θεός,32,unigram,masculine,nominative,plural,,,ḳhudá,ḳhudā,,God
θεός,231,unigram,masculine,nominative,singular,,,Ḳhudá,allāh,,God
κύριος,362,unigram,masculine,nominative,plural,mālikoṅ,1.2150588415383703,,mālikoṅ,,"Lord, lord, master"
κύριος,148,unigram,masculine,nominative,singular,,,Ḳhudáwand,mālik,,"Lord, lord, master"
γραφή,142,unigram,feminine,accusative,plural,kitáb,1.0572988428467247,kitáb,,,Scripture
γραφή,55,unigram,feminine,accusative,singular,kalām-e-muqaddas,1.258072960916249,,kalām-e-muqaddas,,Scripture
γραφή,289,unigram,feminine,nominative,plural,,,nawishte,peshgoiyāṅ,,Scripture
γραφή,355,unigram,feminine,nominative,singular,,,nawishta,kalām-e-muqaddas,,Scripture
ἄγγελος,110,unigram,masculine,accusative,plural,,,firishtoṉ,farishtoṅ,,angel
ἄγγελος,93,unigram,masculine,accusative,singular,,,paigambar,paiġhambar,,angel
ἄγγελος,51,unigram,masculine,nominative,plural,,,firishte,farishte,,angel
ἄγγελος,120,unigram,masculine,nominative,singular,,,firishte,farishte,,angel
ἀπόστολος,48,unigram,masculine,nominative,plural,,,rasúloṉ,rasūl,,apostle
ἀπόστολος,6,unigram,masculine,nominative,singular,,,Naukar,bhejne,,apostle
ἐξουσία,76,unigram,feminine,accusative,plural,,,iḳhtiyárwáloṉ,hākimoṅ,,authority
ἐξουσία,221,unigram,feminine,accusative,singular,,,iḳhtiyár,iḳhtiyār,,authority
βρέφος,18,unigram,neuter,accusative,plural,chhue,1.0595416318177246,,chhue,,babies
βρέφος,353,unigram,neuter,accusative,singular,,,charní,charnī,,babies
ἀποθήκη,296,unigram,feminine,accusative,plural,jamā,1.0813097253414772,,jamā,,barn
ἀποθήκη,75,unigram,feminine,accusative,singular,,,khatte,godām,,barn
φραγμός,255,unigram,masculine,accusative,plural,bāṛoṅ,1.212529657217808,,bāṛoṅ,,"barrier, wall"
ἀρχή,79,unigram,feminine,accusative,plural,,,iḳhtiyárwáloṉ,hākimoṅ,,beginning
ἀρχή,203,unigram,feminine,accusative,singular,qānā,1.0335921678300382,,qānā,,beginning
ζώνη,194,unigram,feminine,accusative,plural,,,cháṉdí,tāṅbe,,belt
βλασφημία,36,unigram,feminine,accusative,plural,,,Siwá,baktā,,blasphemy
βλασφημία,109,unigram,feminine,accusative,singular,bakā,1.161346151680032,,bakā,,blasphemy
πλοῖον,118,unigram,neuter,accusative,plural,,,kishtíáṉ,kashtiyoṅ,,boat
πλοῖον,339,unigram,neuter,accusative,singular,,,kishtí,kashtī,,boat
πλοῖον,262,unigram,neuter,nominative,plural,,,kishtíáṉ,kashtiyāṅ,,boat
πλοῖον,247,unigram,neuter,nominative,singular,,,kishtí,kashtī,,boat
σῶμα,66,unigram,neuter,nominative,singular,badan,2.855619383237971,badan,badan,,body
κλῆμα,62,unigram,neuter,nominative,plural,,,dáliyáṉ,bel,,branch
κλῆμα,165,unigram,neuter,nominative,singular,,,ḍálí,shāḳh,,branch
ἄρτος,344,unigram,masculine,accusative,plural,,,roṭiyáṉ,roṭiyāṅ,,bread
ἄρτος,372,unigram,masculine,accusative,singular,,,roṭí,roṭī,,bread
ἄρτος,175,unigram,masculine,nominative,plural,,,roṭiyáṉ,jāeṅ,,bread
ἄρτος,42,unigram,masculine,nominative,singular,,,roṭí,roṭī,,bread
ἀδελφός,329,unigram,masculine,accusative,plural,,,bháiyoṉ,bhāiyoṅ,,brother
ἀδελφός,133,unigram,masculine,accusative,singular,,,bháí,bhāī,,brother
ἀδελφός,124,unigram,masculine,nominative,plural,,,bháí,bhāī,,brother
ἀδελφός,253,unigram,masculine,nominative,singular,,,bháí,bhāī,,brother
στῆθος,171,unigram,neuter,accusative,plural,chhātī,1.0960622061228922,,chhātī,,"chest, breast"
στῆθος,313,unigram,neuter,accusative,singular,,,sahárá,jhukā,,"chest, breast"
ἀρχιερεύς,267,unigram,masculine,accusative,plural,,,káhinoṉ,imāmoṅ,,chief priest
ἀρχιερεύς,67,unigram,masculine,accusative,singular,,,káhin,imām-e-āzam,,chief priest
ἀρχιερεύς,132,unigram,masculine,nominative,plural,,,sardár,rāhnumā,,chief priest
ἀρχιερεύς,273,unigram,masculine,nominative,singular,,,káhin,imām-e-āzam,,chief priest
παῖς,258,unigram,masculine,accusative,plural,,,laṛkoṉ,bachche,,child
παῖς,53,unigram,masculine,accusative,singular,paṭaḳh,1.2126857550468304,,paṭaḳh,,child
τέκνον,364,unigram,neuter,accusative,plural,,,bachchoṉ,bachchoṅ,,child
τέκνον,200,unigram,neuter,accusative,singular,,,marwá,karwāeṅge,,child
τέκνον,19,unigram,neuter,nominative,plural,,,marwá,karwāeṅge,,child
τέκνον,214,unigram,neuter,nominative,singular,,,Beṭá,beṭā,,child
παιδίον,17,unigram,neuter,accusative,plural,bachchoṅ,1.022439851146278,,bachchoṅ,,child
παιδίον,103,unigram,neuter,accusative,singular,bachche,10.025264561987505,bachche,bachche,,child
παιδίον,192,unigram,neuter,nominative,plural,,,bachchoṉ,chhoṭe,,child
παιδίον,44,unigram,neuter,nominative,singular,,,laṛká,bachche,,child
πόλις,204,unigram,feminine,accusative,plural,,,shahroṉ,shahroṅ,,city
πόλις,71,unigram,feminine,accusative,singular,shahr,101.35565948956159,shahr,shahr,,city
πύλη,293,unigram,feminine,nominative,plural,,,kalísiyá,pātāl,,city gate
πύλη,229,unigram,feminine,nominative,singular,,,pahuṉchátá,darwāzā,,city gate
χιτών,128,unigram,masculine,accusative,plural,,,kurte,sūṭ,,"clothing, undergarments"
χιτών,33,unigram,masculine,accusative,singular,,,kurtá,qamīs,,"clothing, undergarments"
ἱμάτιον,145,unigram,neuter,accusative,plural,kapṛe,9.589618027023347,kapṛe,kapṛe,,coat
ἱμάτιον,144,unigram,neuter,accusative,singular,,,poshák,chādar,,coat
ἐντολή,91,unigram,feminine,accusative,plural,,,hukmoṉ,ahkām,,commandment
ἐντολή,89,unigram,feminine,accusative,singular,hukm,2.7736415321903434,hukm,hukm,,commandment
συνέδριον,349,unigram,neuter,accusative,plural,ʻadálatoṉ,1.2633914052661706,ʻadálatoṉ,,,council
συνέδριον,57,unigram,neuter,accusative,singular,,,sadr,adālat-e-āliyā,,council
χώρα,84,unigram,feminine,accusative,plural,pak,1.2126978031066695,pak,,,"country, countryside"
χώρα,318,unigram,feminine,accusative,singular,mulk,1.3284019520384431,mulk,mulk,,"country, countryside"
ὄχλος,63,unigram,masculine,accusative,plural,,,logoṉ,hujūm,,crowd
ὄχλος,11,unigram,masculine,accusative,singular,,,bhíṛ,hujūm,,crowd
ὄχλος,112,unigram,masculine,nominative,plural,,,bhíṛ,hujūm,,crowd
ὄχλος,308,unigram,masculine,nominative,singular,,,bhíṛ,hujūm,,crowd
θυγάτηρ,343,unigram,feminine,nominative,singular,,,beṭí,beṭī,,daughter
ἡμέρα,82,unigram,feminine,accusative,plural,din,1.9752575360314055,din,din,,day
ἡμέρα,94,unigram,feminine,accusative,singular,,,roz,rozānā,,day
ἡμέρα,2,unigram,feminine,nominative,plural,din,5.278659219607356,din,din,,day
ἡμέρα,73,unigram,feminine,nominative,singular,din,10.469731724187406,din,din,,day
ὀφειλέτης,276,unigram,masculine,nominative,plural,,,dabkar,shiloḳh,,debtor
ὀφειλέτης,135,unigram,masculine,nominative,singular,,,qarzdár,araboṅ,,debtor
δαιμόνιον,34,unigram,neuter,accusative,plural,,,badrúhoṉ,badrūhoṅ,,demon
δαιμόνιον,358,unigram,neuter,accusative,singular,,,badrúh,badrūh,,demon
δαιμόνιον,215,unigram,neuter,nominative,plural,,,badrúheṉ,badrūheṅ,,demon
δαιμόνιον,190,unigram,neuter,nominative,singular,,,badrúh,badrūh,,demon
δηνάριον,334,unigram,neuter,accusative,plural,,,dínár,qarzdār,,denarius (about a day's wages)
δηνάριον,177,unigram,neuter,accusative,singular,,,dínár,sikkā,,denarius (about a day's wages)
μαθητής,197,unigram,masculine,accusative,plural,,,shágirdoṉ,shāgirdoṅ,,disciple
μαθητής,365,unigram,masculine,accusative,singular,,,shágird,shāgird,,disciple
μαθητής,300,unigram,masculine,nominative,plural,,,shágird,shāgird,,disciple
μαθητής,363,unigram,masculine,nominative,singular,,,shágird,shāgird,,disciple
νόσος,3,unigram,feminine,accusative,plural,kamzoriyāṅ,1.106266548626385,,kamzoriyāṅ,,disease
νόσος,81,unigram,feminine,accusative,singular,,,dúr,alālat,,disease
περιστερά,111,unigram,feminine,accusative,plural,,,sarráfoṉ,kabūtar,,dove
περιστερά,59,unigram,feminine,accusative,singular,,,kabútar,kabūtar,,dove
οὖς,164,unigram,neuter,accusative,plural,,,kán,sun,,ear
οὖς,307,unigram,neuter,accusative,singular,,,kán,kān,,ear
σεισμός,222,unigram,masculine,nominative,plural,,,bhauṉchál,zalzale,,"earthquakes, storm"
σεισμός,69,unigram,masculine,nominative,singular,,,baṛá,achānak,,"earthquakes, storm"
τέλος,37,unigram,neuter,accusative,plural,gairoṉ,1.0961112485594913,gairoṉ,,,end
τέλος,297,unigram,neuter,accusative,singular,,,áḳhir,qāim,,end
αἰών,259,unigram,masculine,accusative,plural,,,abad,saltanat,,eternity
αἰών,330,unigram,masculine,accusative,singular,,,abad,kabhī,,eternity
ὀφθαλμός,25,unigram,masculine,accusative,plural,,,áṉkheṉ,āṅkhoṅ,,eye
ὀφθαλμός,12,unigram,masculine,accusative,singular,,,Áṉkh,āṅkh,,eye
ὀφθαλμός,70,unigram,masculine,nominative,plural,,,áṉkheṉ,āṅkheṅ,,eye
ὀφθαλμός,327,unigram,masculine,nominative,singular,,,áṉkh,āṅkh,,eye
πρόσωπον,134,unigram,neuter,accusative,plural,muṅh,1.3105734245970422,,muṅh,,face
πρόσωπον,211,unigram,neuter,accusative,singular,,,muṉh,muṅh,,face
λιμός,7,unigram,feminine,nominative,plural,kál,1.0595416318177244,kál,,,famine
λιμός,104,unigram,feminine,nominative,singular,,,kál,kāl,,famine
γεωργός,275,unigram,masculine,nominative,plural,,,bágbánoṉ,wāris,,"farmer, tenant"
γεωργός,54,unigram,masculine,nominative,singular,,,haqíqí,bel,,"farmer, tenant"
πατήρ,216,unigram,masculine,accusative,plural,,,bápdádá,dāimī,,father
πατήρ,333,unigram,masculine,accusative,singular,,,Báp,bāp,,father
πατήρ,342,unigram,masculine,nominative,plural,,,bápdádá,bāpdādā,,father
πατήρ,205,unigram,masculine,nominative,singular,,,Báp,bāp,,father
σύνδουλος,157,unigram,masculine,accusative,plural,sharābiyoṅ,1.2125536087908515,,sharābiyoṅ,,"fellow-servant, colleague"
σύνδουλος,99,unigram,masculine,accusative,singular,,,hamḳhidmat,utnā,,"fellow-servant, colleague"
σύνδουλος,346,unigram,masculine,nominative,plural,,,hamḳhidmat,shadīd,,"fellow-servant, colleague"
σύνδουλος,125,unigram,masculine,nominative,singular,hamḳhidmat,1.0960670999999007,hamḳhidmat,,,"fellow-servant, colleague"
ἀγρός,357,unigram,masculine,accusative,plural,,,bastiyoṉ,khetoṅ,,field
ἀγρός,43,unigram,masculine,accusative,singular,khet,8.85118893196589,khet,khet,,field
δάκτυλος,196,unigram,masculine,accusative,singular,,,unglí,unglī,,finger
ἰχθύς,168,unigram,masculine,accusative,plural,pāṅch,1.0465756004260558,,pāṅch,,fish
