lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_657_translation,version_658_translation,version_659_translation,english_translation
θεός,113,unigram,masculine,accusative,singular,Xoossaa,16.774935248848685,Xoossaa,Xoossaa,ፆሳ,God
θεός,179,unigram,masculine,nominative,singular,Xoossay,8.551408955540815,Xoossay,Xoossay,ፆሳይ,God
κύριος,114,unigram,masculine,nominative,singular,Goday,1.8744711618703904,Goday,Goday,ጎዳይ,"Lord, lord, master"
γραφή,109,unigram,feminine,accusative,plural,Geeshsha,1.4060232080162973,Geeshsha,Geeshsha,ጌሻ,Scripture
γραφή,43,unigram,feminine,accusative,singular,denddanaw,1.1931745005036034,denddanaw,denddanaw,ጌሻ,Scripture
γραφή,226,unigram,feminine,nominative,plural,qaalan,1.4031334176154335,qaalan,qaalan,ቤሴስ,Scripture
γραφή,281,unigram,feminine,nominative,singular,Geeshsha,1.2867402107124952,Geeshsha,Geeshsha,ጌሻ,Scripture
ἄγγελος,80,unigram,masculine,accusative,plural,kiitanchchota,1.521395220488204,kiitanchchota,kiitanchchota,ኪታንቾታ,angel
ἄγγελος,71,unigram,masculine,accusative,singular,neeppe,1.2515429120888235,neeppe,,,angel
ἄγγελος,39,unigram,masculine,nominative,plural,kiitanchchota,2.574352240998794,kiitanchchota,kiitanchchota,ኪታንቾቲ,angel
ἄγγελος,90,unigram,masculine,nominative,singular,kiitanchchoy,3.069751665161037,kiitanchchoy,kiitanchchoy,ኪታንቾይ,angel
ἀπόστολος,36,unigram,masculine,nominative,plural,hawaareti,1.1611103975195278,hawaareti,hawaareti,ሃዋሬቲ,apostle
ἀπόστολος,3,unigram,masculine,nominative,singular,kiittidayssafe,1.2013953022722905,kiittidayssafe,kiittidayssafe,,apostle
ἐξουσία,171,unigram,feminine,accusative,singular,maata,2.7462451784189668,maata,maata,ማታ,authority
βρέφος,280,unigram,neuter,accusative,singular,zin77idayssa,1.1226216593030982,zin77idayssa,zin77idayssa,,babies
ἀποθήκη,61,unigram,feminine,accusative,singular,shaaliyan,1.9601250453990064,shaaliyan,shaaliyan,ሻሊያን,barn
βλασφημία,25,unigram,feminine,accusative,plural,odettey,1.2013845589884997,odettey,odettey,ኦዴቴይ,blasphemy
βλασφημία,177,unigram,feminine,nominative,plural,cashshe,3.9887041839058757,cashshe,cashshe,,blasphemy
πλοῖον,88,unigram,neuter,accusative,plural,wogolota,8.999014531997588,wogolota,wogolota,ዎጎሎታ,boat
πλοῖον,266,unigram,neuter,accusative,singular,wogoluwan,1.3694589866907443,wogoluwan,wogoluwan,ዎጎሉዋን,boat
πλοῖον,207,unigram,neuter,nominative,plural,wogolotikka,1.201741803934157,wogolotikka,wogolotikka,,boat
πλοῖον,196,unigram,neuter,nominative,singular,wogoloy,1.5333824104206777,wogoloy,wogoloy,ዎጎሎይ,boat
σῶμα,52,unigram,neuter,nominative,singular,asatethay,2.62791516795765,asatethay,asatethay,ኣሳቴይ,body
κλῆμα,126,unigram,neuter,nominative,singular,Tanan,3.9997963426180037,Tanan,Tanan,ታናን,branch
ἄρτος,271,unigram,masculine,accusative,plural,,,,uythaa,ኡይ,bread
ἄρτος,293,unigram,masculine,accusative,singular,uythaa,1.568978159176374,uythaa,uythaa,ኡይ,bread
ἄρτος,135,unigram,masculine,nominative,plural,kathi,1.3009406751778352,kathi,kathi,ጊዴና,bread
ἄρτος,31,unigram,masculine,nominative,singular,uythaa,2.206102052577519,uythaa,uythaa,ኡይይ,bread
ἀδελφός,256,unigram,masculine,accusative,plural,ishata,9.758054462382482,ishata,ishata,ኢሻታ,brother
ἀδελφός,102,unigram,masculine,accusative,singular,ishaa,9.716054109624023,ishaa,ishaa,ኢሻ,brother
ἀδελφός,93,unigram,masculine,nominative,plural,ishati,11.073138242913245,ishati,ishati,ኢሻቲ,brother
ἀδελφός,201,unigram,masculine,nominative,singular,ishay,2.241812776716966,ishay,ishay,ኢሻይ,brother
στῆθος,132,unigram,neuter,accusative,plural,haniyabaa,1.2013523596909814,haniyabaa,haniyabaa,ሃኒያባ,"chest, breast"
στῆθος,242,unigram,neuter,accusative,singular,tamaarey,1.4890527319594344,tamaarey,tamaarey,ታማሬይ,"chest, breast"
ἀρχιερεύς,210,unigram,masculine,accusative,plural,kahine,11.468709612808984,kahine,kahine,ካሂኔ,chief priest
ἀρχιερεύς,53,unigram,masculine,accusative,singular,kahine,1.1319604831023051,kahine,kahine,,chief priest
ἀρχιερεύς,101,unigram,masculine,nominative,plural,kahine,1.1025851479544508,kahine,kahine,ካሂኔ,chief priest
ἀρχιερεύς,214,unigram,masculine,nominative,singular,halaqay,1.830532472872337,halaqay,halaqay,ካሂኔ,chief priest
παῖς,205,unigram,masculine,accusative,plural,adde,1.7674203379627909,adde,adde,ኣዴ,child
παῖς,41,unigram,masculine,accusative,singular,hanqidi,1.0961210847775034,,hanqidi,,child
τέκνον,287,unigram,neuter,accusative,plural,nayta,4.241644397343267,nayta,nayta,ናይታ,child
τέκνον,152,unigram,neuter,accusative,singular,ኢሻይ,1.141440642141177,,,ኢሻይ,child
τέκνον,13,unigram,neuter,nominative,plural,ዬሊዳይሳታ,1.1233084701721905,,,ዬሊዳይሳታ,child
τέκνον,164,unigram,neuter,nominative,singular,na7aw,3.2700177592352557,na7aw,na7aw,ናዓው፥,child
παιδίον,12,unigram,neuter,accusative,plural,diggofite,1.4928226184931241,diggofite,diggofite,ዲጎፊቴ፤,child
παιδίον,74,unigram,neuter,accusative,singular,na7aa,2.5194311922820782,na7aa,na7aa,ናዓ,child
παιδίον,146,unigram,neuter,nominative,plural,guutha,1.1163180546943947,guutha,guutha,ጉ,child
παιδίον,33,unigram,neuter,nominative,singular,gelenna,1.0769606476379026,gelenna,gelenna,ናዓዳ,child
πόλις,155,unigram,feminine,accusative,plural,katamataninne,1.682674744729879,katamataninne,katamataninne,ካታማታኒኔ,city
πόλις,57,unigram,feminine,accusative,singular,katamaa,1.2102156554253873,katamaa,katamaa,ካታማ,city
πύλη,176,unigram,feminine,nominative,singular,ኤፊያ,1.1133081710155124,,,ኤፊያ,city gate
χιτών,97,unigram,masculine,accusative,plural,oykkofite,1.1704478566553944,oykkofite,oykkofite,ካ,"clothing, undergarments"
χιτών,23,unigram,masculine,accusative,singular,gujjada,1.869420159468359,gujjada,gujjada,ጉጃዳ,"clothing, undergarments"
ἱμάτιον,111,unigram,neuter,accusative,plural,ma7uwa,4.83206736551595,ma7uwa,ma7uwa,ማዑዋ,coat
ἱμάτιον,110,unigram,neuter,accusative,singular,ma7uwa,2.10916777830397,ma7uwa,ma7uwa,ማዑዋ,coat
ἐντολή,70,unigram,feminine,accusative,plural,kiitaa,5.253867895006762,kiitaa,kiitaa,ኪታ,commandment
ἐντολή,68,unigram,feminine,accusative,singular,kiitaa,2.352911274119318,kiitaa,kiitaa,ኪታ,commandment
συνέδριον,274,unigram,neuter,accusative,plural,garaafana,1.527238623196097,garaafana,garaafana,ፒርዳ,council
συνέδριον,45,unigram,neuter,accusative,singular,halaqatinne,1.5744372648952734,halaqatinne,halaqatinne,ሃላቃቲኔ,council
χώρα,246,unigram,feminine,accusative,singular,,,biitta,Gerggesoone,ቢታ,"country, countryside"
ὄχλος,49,unigram,masculine,accusative,plural,deriya,3.116472219145277,deriya,deriya,ዴሪያ,crowd
ὄχλος,6,unigram,masculine,accusative,singular,,,asay,asaa,ኣሳይ,crowd
ὄχλος,81,unigram,masculine,nominative,plural,asay,1.2453191596146365,asay,asay,ኣሳይ,crowd
ὄχλος,238,unigram,masculine,nominative,singular,asay,2.3306878769235166,asay,asay,ኣሳይ,crowd
θυγάτηρ,270,unigram,feminine,nominative,singular,na7iya,6.054776875261435,na7iya,na7iya,ናዒያ,daughter
ἡμέρα,64,unigram,feminine,accusative,plural,gallasappe,2.547117741756417,gallasappe,gallasappe,ጋላሳፔ,day
ἡμέρα,72,unigram,feminine,accusative,singular,gallas,3.104210829560897,gallas,gallas,ጋላስ,day
ἡμέρα,2,unigram,feminine,nominative,plural,wodey,1.7341280294405865,wodey,wodey,ዎዴይ,day
ἡμέρα,59,unigram,feminine,nominative,singular,Sa7i,2.0758352632118524,Sa7i,Sa7i,ሳዒ,day
ὀφειλέτης,103,unigram,masculine,nominative,singular,ginddigindda,1.2013309189107515,ginddigindda,ginddigindda,ጊንዲጊንዳ,debtor
δαιμόνιον,24,unigram,neuter,accusative,plural,tuna,1.7362849114460948,tuna,tuna,ቱና,demon
