lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_612_translation,version_613_translation,version_614_translation,english_translation
θεός,112,unigram,masculine,accusative,singular,Guð,1.1278617254127714,Guð,,,God
θεός,24,unigram,masculine,nominative,plural,gudar,1.3312679263925702,gudar,,,God
θεός,172,unigram,masculine,nominative,singular,Guð,14.1349951463629,Guð,,,God
κύριος,113,unigram,masculine,nominative,singular,Harrin,2.64771903712049,Harrin,,,"Lord, lord, master"
γραφή,107,unigram,feminine,accusative,plural,skriftirnar,2.9316423362606643,skriftirnar,,,Scripture
γραφή,214,unigram,feminine,nominative,plural,skriftirnar,1.11824863619348,skriftirnar,,,Scripture
γραφή,267,unigram,feminine,nominative,singular,skriftin,3.008720519586653,skriftin,,,Scripture
ἄγγελος,79,unigram,masculine,accusative,plural,einglar,1.3610194083590592,einglar,,,angel
ἄγγελος,69,unigram,masculine,accusative,singular,veg,1.131361949432183,veg,,,angel
ἄγγελος,87,unigram,masculine,nominative,singular,eingil,1.4929552760673348,eingil,,,angel
ἀπόστολος,37,unigram,masculine,nominative,plural,ápostlarnir,3.8946699333846366,ápostlarnir,,,apostle
ἀπόστολος,5,unigram,masculine,nominative,singular,sendiboð,1.081111168539736,sendiboð,,,apostle
ἐξουσία,166,unigram,feminine,accusative,singular,vald,2.6391014528629984,vald,,,authority
βρέφος,13,unigram,neuter,accusative,plural,smábørnini,1.0810969581983796,smábørnini,,,babies
βρέφος,265,unigram,neuter,accusative,singular,liggjandi,1.8078295445072454,liggjandi,,,babies
ἀποθήκη,217,unigram,feminine,accusative,plural,løður,1.999949042375989,løður,,,barn
ἀποθήκη,58,unigram,feminine,accusative,singular,brenna,1.4675800420888783,brenna,,,barn
βλασφημία,28,unigram,feminine,accusative,plural,gudsspottan,1.0960768946513286,gudsspottan,,,blasphemy
βλασφημία,77,unigram,feminine,accusative,singular,spottanina,1.0960768946513286,spottanina,,,blasphemy
βλασφημία,70,unigram,feminine,nominative,singular,spottan,1.999949021035427,spottan,,,blasphemy
πλοῖον,85,unigram,neuter,accusative,plural,bátarnar,1.8383904571048066,bátarnar,,,boat
πλοῖον,255,unigram,neuter,accusative,singular,bátin,3.588584405581751,bátin,,,boat
πλοῖον,196,unigram,neuter,nominative,plural,bátin,1.096239847813496,bátin,,,boat
πλοῖον,185,unigram,neuter,nominative,singular,báturin,1.9725550613572702,báturin,,,boat
σῶμα,49,unigram,neuter,nominative,singular,likam,3.008013115163553,likam,,,body
κλῆμα,45,unigram,neuter,nominative,plural,víntræið,1.059538418040185,víntræið,,,branch
κλῆμα,126,unigram,neuter,nominative,singular,verður,1.0029332470354326,verður,,,branch
ἄρτος,258,unigram,masculine,accusative,plural,breyð,1.21096650043478,breyð,,,bread
ἄρτος,278,unigram,masculine,accusative,singular,breyð,1.616584836646756,breyð,,,bread
ἄρτος,134,unigram,masculine,nominative,plural,breyð,2.6215997142233642,breyð,,,bread
ἄρτος,32,unigram,masculine,nominative,singular,breyðið,1.042728769726416,breyðið,,,bread
ἀδελφός,246,unigram,masculine,accusative,plural,brøður,2.545824953870877,brøður,,,brother
ἀδελφός,99,unigram,masculine,accusative,singular,bróður,2.874803338691583,bróður,,,brother
ἀδελφός,91,unigram,masculine,nominative,plural,brøður,2.427056546015809,brøður,,,brother
ἀδελφός,190,unigram,masculine,nominative,singular,bróðir,2.6611049572361773,bróðir,,,brother
στῆθος,131,unigram,neuter,accusative,plural,bringuna,1.1613200159490844,bringuna,,,"chest, breast"
στῆθος,232,unigram,neuter,accusative,singular,barmi,1.8456923428201915,barmi,,,"chest, breast"
ἀρχιερεύς,200,unigram,masculine,accusative,plural,høvuðsprestarnar,2.4984288851766236,høvuðsprestarnar,,,chief priest
ἀρχιερεύς,50,unigram,masculine,accusative,singular,høvuðsprestin,1.77769240902395,høvuðsprestin,,,chief priest
ἀρχιερεύς,98,unigram,masculine,nominative,plural,høvuðsprestarnir,3.0686476558566347,høvuðsprestarnir,,,chief priest
ἀρχιερεύς,204,unigram,masculine,nominative,singular,høvuðspresturin,1.659832085129157,høvuðspresturin,,,chief priest
τέκνον,272,unigram,neuter,accusative,plural,børn,5.491412428685764,børn,,,child
τέκνον,151,unigram,neuter,accusative,singular,bróðir,1.0849276234624627,bróðir,,,child
τέκνον,14,unigram,neuter,nominative,plural,børn,1.2015060825152521,børn,,,child
τέκνον,159,unigram,neuter,nominative,singular,Sonur,2.3135858164077145,Sonur,,,child
παιδίον,12,unigram,neuter,accusative,plural,forðið,1.0876729259408686,forðið,,,child
παιδίον,74,unigram,neuter,accusative,singular,barnið,2.2246096371371182,barnið,,,child
παιδίον,145,unigram,neuter,nominative,plural,míni,1.139973534387339,míni,,,child
παιδίον,34,unigram,neuter,nominative,singular,barnið,3.2248359956751593,barnið,,,child
πόλις,54,unigram,feminine,accusative,singular,bygd,2.1913104524537403,bygd,,,city
πύλη,170,unigram,feminine,nominative,singular,portrið,1.0595352057902494,portrið,,,city gate
χιτών,95,unigram,masculine,accusative,plural,kyrtlar,1.601559016614747,kyrtlar,,,"clothing, undergarments"
χιτών,25,unigram,masculine,accusative,singular,kyrtilin,1.417483154257968,kyrtilin,,,"clothing, undergarments"
ἱμάτιον,110,unigram,neuter,accusative,plural,klæði,2.613718911420121,klæði,,,coat
ἱμάτιον,109,unigram,neuter,accusative,singular,klæðum,1.5956054410019638,klæðum,,,coat
ἐντολή,67,unigram,feminine,accusative,plural,boð,1.4145200631911974,boð,,,commandment
ἐντολή,65,unigram,feminine,accusative,singular,boð,1.0447217660299102,boð,,,commandment
συνέδριον,262,unigram,neuter,accusative,plural,føra,1.695400215502832,føra,,,council
χώρα,235,unigram,feminine,accusative,singular,land,1.525773562120742,land,,,"country, countryside"
