lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_556_translation,version_557_translation,version_558_translation,english_translation
θεός,294,unigram,masculine,accusative,plural,baitaite,1.097258004808277,,,baitaite,God
θεός,120,unigram,masculine,accusative,singular,,,Jainkoa,,Iaincoa,God
θεός,23,unigram,masculine,nominative,plural,,,Santuetan,,Iainco,God
θεός,185,unigram,masculine,nominative,singular,,,Jainkoak,,Iaincoac,God
κύριος,121,unigram,masculine,nominative,singular,,,Jaunak,,Iaunac,"Lord, lord, master"
γραφή,116,unigram,feminine,accusative,plural,,,Liburu,,Scripturác,Scripture
γραφή,44,unigram,feminine,accusative,singular,Liburu,1.3476183725584896,Liburu,,,Scripture
γραφή,233,unigram,feminine,nominative,plural,,,Baina,,Scripturác,Scripture
γραφή,289,unigram,feminine,nominative,singular,Liburu,1.8160345699320923,Liburu,,,Scripture
ἄγγελος,85,unigram,masculine,accusative,plural,,,aingeruak,,Aingueruäc,angel
ἄγγελος,76,unigram,masculine,accusative,singular,mezularia,1.163439875596632,mezularia,,,angel
ἄγγελος,41,unigram,masculine,nominative,plural,,,aingeruak,,Aingueruäc,angel
ἄγγελος,95,unigram,masculine,nominative,singular,,,aingerua,,Aingueruä,angel
ἀπόστολος,38,unigram,masculine,nominative,plural,Apostoluek,2.9196529758422547,Apostoluek,,,apostle
ἀπόστολος,5,unigram,masculine,nominative,singular,bidaltzailea,1.1613548718850133,bidaltzailea,,,apostle
ἐξουσία,178,unigram,feminine,accusative,singular,,,ahalmena,,bothere,authority
βρέφος,12,unigram,neuter,accusative,plural,Haurtxoak,1.0960670999999007,Haurtxoak,,,babies
βρέφος,287,unigram,neuter,accusative,singular,,,askan,,mangederán,babies
ἀποθήκη,62,unigram,feminine,accusative,singular,,,garia,,granerera,barn
ἀρχή,161,unigram,feminine,accusative,singular,—Hasieratik,1.1062845238338443,—Hasieratik,,,beginning
βλασφημία,27,unigram,feminine,accusative,plural,,,gogoetaka,,blasphemioac,blasphemy
πλοῖον,93,unigram,neuter,accusative,plural,,,zituzten,,vnciac,boat
πλοῖον,274,unigram,neuter,accusative,singular,,,igo,,vncira,boat
πλοῖον,211,unigram,neuter,nominative,plural,vncitchoac-ere,1.1616361309642669,,,vncitchoac-ere,boat
πλοῖον,199,unigram,neuter,nominative,singular,vncia,1.5627141270698357,,,vncia,boat
σῶμα,190,unigram,neuter,nominative,plural,gorputzac,1.999948655640119,,,gorputzac,body
σῶμα,53,unigram,neuter,nominative,singular,gorputza,1.903957610710011,gorputza,,gorputza,body
κλῆμα,133,unigram,neuter,nominative,singular,ezpadago,1.2100819090986183,,,ezpadago,branch
ἄρτος,279,unigram,masculine,accusative,plural,,,ogiak,,oguiac,bread
ἄρτος,303,unigram,masculine,accusative,singular,,,ogia,,oguia,bread
ἄρτος,138,unigram,masculine,nominative,plural,,,ogi,,ogui,bread
ἄρτος,33,unigram,masculine,nominative,singular,,,ogia,,oguia,bread
ἀδελφός,265,unigram,masculine,accusative,plural,,,senideak,,anayeac,brother
ἀδελφός,108,unigram,masculine,accusative,singular,,,anaia,,anayea,brother
ἀδελφός,99,unigram,masculine,nominative,plural,,,ama,,anayeac,brother
ἀδελφός,204,unigram,masculine,nominative,singular,,,anaia,,anaye,brother
στῆθος,250,unigram,neuter,accusative,singular,,,bular,,Iauna,"chest, breast"
ἀρχιερεύς,215,unigram,masculine,accusative,plural,,,apaizburu,,Sacrificadore,chief priest
ἀρχιερεύς,54,unigram,masculine,accusative,singular,subiranoagana,1.0442936166858794,,,subiranoagana,chief priest
ἀρχιερεύς,107,unigram,masculine,nominative,plural,,,lege-maisuak,,Sacrificadore,chief priest
ἀρχιερεύς,218,unigram,masculine,nominative,singular,,,apaiz,,Sacrificadore,chief priest
παῖς,207,unigram,masculine,accusative,plural,ikussiric,1.038020281504794,,,ikussiric,child
παῖς,42,unigram,masculine,accusative,singular,,,Mutila,,aitari,child
τέκνον,297,unigram,neuter,accusative,plural,,,seme-alabak,,haourrac,child
τέκνον,159,unigram,neuter,accusative,singular,,,anaia,,anayea,child
τέκνον,13,unigram,neuter,nominative,plural,,,Anaiak,,aita-amén,child
τέκνον,171,unigram,neuter,nominative,singular,,,Seme,,Semé,child
παιδίον,11,unigram,neuter,accusative,plural,horrelakoek,1.0475556606704368,horrelakoek,,,child
παιδίον,81,unigram,neuter,accusative,singular,,,haurra,,haourtchoa,child
παιδίον,152,unigram,neuter,nominative,plural,,,haurrak,,haourtchoac,child
παιδίον,35,unigram,neuter,nominative,singular,,,haur,,haourtcho,child
πόλις,162,unigram,feminine,accusative,plural,,,herri,,sendatzen,city
πόλις,58,unigram,feminine,accusative,singular,hirira,4.0253536256615465,hirira,,hirira,city
πύλη,183,unigram,feminine,nominative,singular,,,atea,,bortha,city gate
χιτών,103,unigram,masculine,accusative,plural,,,aldatzeko,,birá,"clothing, undergarments"
χιτών,24,unigram,masculine,accusative,singular,,,zaituenari,,drauanari,"clothing, undergarments"
ἱμάτιον,118,unigram,neuter,accusative,plural,,,jantziak,,abillamenduac,coat
