lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1379_translation,version_1380_translation,version_1381_translation,english_translation
θεός,349,unigram,masculine,accusative,plural,gudar,1.2039751291158407,gudar,,gudar,God
θεός,141,unigram,masculine,accusative,singular,Gud,95.40819174326741,Gud,Gud,Gud,God
θεός,30,unigram,masculine,nominative,plural,gudar,1.321071348012435,gudar,gudar,gudar,God
θεός,217,unigram,masculine,nominative,singular,Gud,4058.6968331746393,Gud,Gud,Gud,God
κύριος,351,unigram,masculine,nominative,plural,løyste,1.4343792012154761,løyste,løyste,løyste,"Lord, lord, master"
κύριος,142,unigram,masculine,nominative,singular,Herren,18.30638969709276,Herren,Herren,Herren,"Lord, lord, master"
γραφή,136,unigram,feminine,accusative,plural,skriftene,25.303961648440637,skriftene,skriftene,skriftene,Scripture
γραφή,53,unigram,feminine,accusative,singular,Skrifta,4.176130874145177,,Skrifta,Skrifta,Scripture
γραφή,279,unigram,feminine,nominative,plural,skriftene,1.9203580438898633,sannast,skriftene,skriftene,Scripture
γραφή,344,unigram,feminine,nominative,singular,Skrifta,3.6148301600913357,Skrifti,Skrifta,Skrifta,Scripture
ἄγγελος,106,unigram,masculine,accusative,plural,englane,2.2651899620684763,englane,englane,englane,angel
ἄγγελος,90,unigram,masculine,accusative,singular,,,framfyre,rydja,bodberar,angel
ἄγγελος,50,unigram,masculine,nominative,plural,englane,28.275844537495516,englane,englane,englane,angel
ἄγγελος,115,unigram,masculine,nominative,singular,engel,2.6596444518347577,engel,engel,engel,angel
ἀπόστολος,47,unigram,masculine,nominative,plural,Apostlane,7.2990722310547795,,Apostlane,Apostlane,apostle
ἀπόστολος,6,unigram,masculine,nominative,singular,utsending,2.482947149776493,ærendsvein,utsending,utsending,apostle
ἐξουσία,73,unigram,feminine,accusative,plural,,,styrer,forsvara,,authority
ἐξουσία,208,unigram,feminine,accusative,singular,makt,16.76015460530101,makt,makt,makt,authority
