lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2233_translation,version_2234_translation,version_2235_translation,version_2236_translation,english_translation
θεός,139,unigram,masculine,accusative,singular,خدا,17.25041761140985,خدا,خدا,خدا,خدا,God
θεός,30,unigram,masculine,nominative,plural,خدایان,2.056121321664304,خدایان,خدایان,خدایانید,,God
θεός,223,unigram,masculine,nominative,singular,خدا,93.1644141011379,خدا,خدا,خدا,خدا,God
κύριος,357,unigram,masculine,nominative,plural,صاحبانش,1.4225047488848483,مالکانش,صاحبانش,صاحبانش,,"Lord, lord, master"
κύριος,140,unigram,masculine,nominative,singular,خداوند,91.55013533028473,خداوند,خداوند,خداوند,خداوند,"Lord, lord, master"
γραφή,134,unigram,feminine,accusative,plural,کتب,1.3816902191586626,کتب,کتاب‌مقدّس,کتب,كتاب,Scripture
γραφή,54,unigram,feminine,accusative,singular,,,,كلام,کتب,می‌فرمايد,Scripture
γραφή,283,unigram,feminine,nominative,plural,,,کتب,تحقّق,تحقق,پيشگويی,Scripture
γραφή,351,unigram,feminine,nominative,singular,,,کتاب,تحقّق,کتب,كتاب,Scripture
ἄγγελος,101,unigram,masculine,accusative,plural,فرشتگان,7.061830247480461,فرشتگان,فرشتگان,فرشتگان,فرشتگان,angel
ἄγγελος,85,unigram,masculine,accusative,singular,,,رسول,قاصد,,,angel
ἄγγελος,50,unigram,masculine,nominative,plural,فرشتگان,75.70217246431571,فرشتگان,فرشتگان,فرشتگان,فرشتگان,angel
ἄγγελος,112,unigram,masculine,nominative,singular,فرشته,11.64143980708467,فرشته,فرشته,فرشته,فرشته,angel
ἀπόστολος,47,unigram,masculine,nominative,plural,رسولان,11.976208362191056,رسولان,رسولان,رسولان,مدتی،,apostle
ἀπόστολος,4,unigram,masculine,nominative,singular,,,خودنیست,قاصدی,فرستندۀ,,apostle
ἐξουσία,213,unigram,feminine,accusative,singular,قدرت,8.895800615112625,قدرت,اختیار,اقتدار,قدرت,authority
βρέφος,15,unigram,neuter,accusative,plural,,,رانهیب,بچّه‌‌ها,نوزادان,,babies
βρέφος,349,unigram,neuter,accusative,singular,آخور,1.1923499058244968,,آخور,,,babies
ἀποθήκη,290,unigram,feminine,accusative,plural,,,,انبارها,ذخیره,,barn
ἀποθήκη,73,unigram,feminine,accusative,singular,انبار,2.0827184502358445,ذخیره,انبار,انبار,انبار,barn
φραγμός,117,unigram,masculine,accusative,singular,چرخشتی,1.0595319950666118,چرخشتی,,,,"barrier, wall"
ἀρχή,193,unigram,feminine,accusative,singular,,,,معجزه،,کیستی؟,,beginning
ζώνη,184,unigram,feminine,accusative,plural,پول,2.8396606523986647,,,,پول,belt
ζώνη,241,unigram,feminine,accusative,singular,,,شترمی,,خوراکش,,belt
βλασφημία,34,unigram,feminine,accusative,plural,می‌گوید؟,1.0960768946513286,,,می‌گوید؟,,blasphemy
βλασφημία,86,unigram,feminine,nominative,singular,کفر,1.6526854825098665,کفر,,,,blasphemy
πλοῖον,110,unigram,neuter,accusative,plural,قایق,2.416431942872999,زورق,قایق,قایق,قايق,boat
πλοῖον,334,unigram,neuter,accusative,singular,قایق,1.3218714915362402,کشتی,قایق,قایق,قايق,boat
πλοῖον,258,unigram,neuter,nominative,plural,قایقی,1.1457669439439666,,,قایقی,,boat
πλοῖον,243,unigram,neuter,nominative,singular,قایق,4.0034743476939925,کشتی,قایق,قایق,قايق,boat
σῶμα,64,unigram,neuter,nominative,singular,بدن,7.477758226536979,بدن,بدن,بدن,وجودت,body
κλῆμα,60,unigram,neuter,nominative,plural,,,,تاک,می‌آورد؛,بله،,branch
κλῆμα,157,unigram,neuter,nominative,singular,نماند،,2.226559657952641,نماند،,شاخه‌ای,نماند،,شاخه,branch
ἄρτος,338,unigram,masculine,accusative,plural,نان,187.50667213952562,نان,نان,نان,نان,bread
ἄρτος,367,unigram,masculine,accusative,singular,نان,1829.9490265325944,نان,نان,نان,نان,bread
ἄρτος,166,unigram,masculine,nominative,plural,نان,50.45045964655666,نان,نان,نان,نان,bread
ἄρτος,41,unigram,masculine,nominative,singular,نان,5.244205524027597,نان,نان,نان,نان,bread
ἀδελφός,324,unigram,masculine,accusative,plural,برادران,11.619852586017391,برادران,برادران,برادران,برادران,brother
ἀδελφός,126,unigram,masculine,accusative,singular,برادر,2.408129424687911,برادرش,برادر,برادر,برادر,brother
ἀδελφός,116,unigram,masculine,nominative,plural,مادر,2.397413620626447,مادر,برادران,مادر,مادر,brother
ἀδελφός,250,unigram,masculine,nominative,singular,برادر,35.11770539930948,برادر,برادر,برادر,برادر,brother
στῆθος,163,unigram,neuter,accusative,plural,,,بودندچون,سینه‌زنان,,سينه‌زنان،,"chest, breast"
στῆθος,308,unigram,neuter,accusative,singular,,,سینه,پرسیده,سینۀ,زده،,"chest, breast"
ἀρχιερεύς,264,unigram,masculine,accusative,plural,سران,1.411785056566492,روسای,سران,سران,كاهنان,chief priest
ἀρχιερεύς,65,unigram,masculine,accusative,singular,,,کهنه,كاهن,کاهن,,chief priest
ἀρχιερεύς,125,unigram,masculine,nominative,plural,سران,1.1556641375026273,کهنه,سران,سران,كاهنان,chief priest
ἀρχιερεύς,268,unigram,masculine,nominative,singular,,,کهنه,كاهن,کاهن,,chief priest
παῖς,254,unigram,masculine,accusative,plural,كودكان,1.5897909673348871,,,,كودكان,child
παῖς,52,unigram,masculine,accusative,singular,,,,بازگردانید,,می‌آوردند،,child
τέκνον,359,unigram,neuter,accusative,plural,فرزندان,61.964617916417026,فرزندان,فرزندان,فرزندان,فرزندان,child
τέκνον,190,unigram,neuter,accusative,singular,برادر,1.1188078585510481,برادر,فرزند,برادر,فرزندان,child
τέκνον,16,unigram,neuter,nominative,plural,فرزندان,1.648913908655231,,فرزندان,فرزندان,فرزندان,child
τέκνον,205,unigram,neuter,nominative,singular,پسرم،,2.2435795720761664,فرزند,,پسرم،,پسرم،,child
παιδίον,14,unigram,neuter,accusative,plural,,,بچه,بچّه‌‌ها,کودکان,بگذاريد,child
παιδίον,93,unigram,neuter,accusative,singular,كودک,1.5483983598617208,طفل,كودک,کودک,كودک,child
παιδίον,182,unigram,neuter,nominative,plural,,,بچه,,کودکان,بچه‌های,child
παιδίον,43,unigram,neuter,nominative,singular,كودک,3.6053243962829096,طفل,كودک,کودک,كودک,child
