lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2127_translation,version_2128_translation,version_2129_translation,version_2130_translation,english_translation
θεός,135,unigram,masculine,accusative,singular,Boha,85.77893777320509,Boha,Boha,Boha,Boha,God
θεός,27,unigram,masculine,nominative,plural,Bohové,1.3536142608170565,,Bohové,,Bohové,God
θεός,211,unigram,masculine,nominative,singular,Bůh,3071.0624107349213,Bůh,Bůh,Bůh,Bůh,God
κύριος,136,unigram,masculine,nominative,singular,Pán,5.1343801459683505,pán,Pán,Pán,Pán,"Lord, lord, master"
γραφή,130,unigram,feminine,accusative,plural,Písma,3.3171190874850134,Písma,Písem,neznáte,Písma,Scripture
γραφή,49,unigram,feminine,accusative,singular,Písmo,1.9999486772711133,,,,Písmo,Scripture
γραφή,265,unigram,feminine,nominative,plural,naplnila,2.1932553329468294,naplnila,naplnila,přesně,Písma,Scripture
γραφή,326,unigram,feminine,nominative,singular,Písmo,6.281908727303625,Písmo,,Písmo,Písmo,Scripture
ἄγγελος,96,unigram,masculine,accusative,plural,anděly,11.089746647178735,anděly,anděly,anděly,anděly,angel
ἄγγελος,82,unigram,masculine,accusative,singular,,,posla,,připraví,,angel
ἄγγελος,45,unigram,masculine,nominative,plural,andělé,427.1435150737666,andělé,andělé,andělé,andělé,angel
ἄγγελος,107,unigram,masculine,nominative,singular,anděl,23.329219519569527,anděl,anděl,anděl,anděl,angel
ἀπόστολος,42,unigram,masculine,nominative,plural,,,Apoštolové,apoštolé,vrátili,,apostle
ἀπόστολος,5,unigram,masculine,nominative,singular,posel,1.5678606585133765,posel,posel,,apoštol,apostle
ἐξουσία,68,unigram,feminine,accusative,plural,,,nestarejte,,úřady,,authority
ἐξουσία,202,unigram,feminine,accusative,singular,moc,34.23432425575219,moc,moc,moc,pravomoc,authority
βρέφος,13,unigram,neuter,accusative,plural,odháněli,1.0960670999999007,,,odháněli,,babies
βρέφος,324,unigram,neuter,accusative,singular,,,,nemluvňátko,položené,,babies
ἀποθήκη,67,unigram,feminine,accusative,singular,pšenici,2.153791179937594,,pšenici,,pšenici,barn
ἀρχή,70,unigram,feminine,accusative,plural,,,nestarejte,,úřady,,beginning
ἀρχή,185,unigram,feminine,accusative,singular,,,počátek,To,,,beginning
ζώνη,176,unigram,feminine,accusative,plural,Neshánějte,1.3262990289778922,,,Neshánějte,,belt
βλασφημία,31,unigram,feminine,accusative,plural,rouhá,1.0960768946513286,rouhá,,,,blasphemy
βλασφημία,93,unigram,feminine,accusative,singular,Rouhal,1.0960768946513286,Rouhal,,,,blasphemy
βλασφημία,209,unigram,feminine,nominative,plural,rouhání,1.999949021035427,,rouhání,,,blasphemy
βλασφημία,83,unigram,feminine,nominative,singular,rouhání,1.999949021035427,,rouhání,,,blasphemy
πλοῖον,105,unigram,neuter,accusative,plural,lodi,2.597400391519271,lodi,lodí,lodi,,boat
πλοῖον,310,unigram,neuter,accusative,singular,,,loď,lodí,člunu,lodi,boat
πλοῖον,242,unigram,neuter,nominative,plural,lodě,1.096239847813496,,,,lodě,boat
πλοῖον,229,unigram,neuter,nominative,singular,loď,2.315872790932706,loď,lodí,břehu,loď,boat
σῶμα,218,unigram,neuter,nominative,plural,těla,5.539024798080525,těla,těla,,těla,body
σῶμα,58,unigram,neuter,nominative,singular,tělo,20.602773692639506,tělo,tělo,tělo,tělo,body
κλῆμα,151,unigram,neuter,nominative,singular,ratolest,3.3355110800002756,ratolest,ratolest,výhonek,ratolest,branch
ἄρτος,315,unigram,masculine,accusative,plural,chlebů,4.020276997107096,chlebů,chlebů,chlebů,chleby,bread
ἄρτος,340,unigram,masculine,accusative,singular,chléb,461.181817005843,chléb,chléb,chléb,chléb,bread
ἄρτος,160,unigram,masculine,nominative,plural,,,chleba,chlebů,tisíc,chleby,bread
ἄρτος,36,unigram,masculine,nominative,singular,chléb,50.913468441940964,chléb,chléb,chléb,chléb,bread
ἀδελφός,300,unigram,masculine,accusative,plural,bratry,19.27749089354727,bratry,bratří,domova,bratry,brother
ἀδελφός,121,unigram,masculine,accusative,singular,bratra,26.783437516227682,bratra,bratra,bratra,bratra,brother
ἀδελφός,111,unigram,masculine,nominative,plural,bratři,4.20491753139875,bratři,bratří,bratři,bratři,brother
ἀδελφός,235,unigram,masculine,nominative,singular,bratr,544.6312448885964,bratr,bratr,bratr,bratr,brother
στῆθος,157,unigram,neuter,accusative,plural,divadlu,1.0960622061228922,,divadlu,,,"chest, breast"
στῆθος,285,unigram,neuter,accusative,singular,,,zeptal,prsech,Ten,prsům,"chest, breast"
ἀρχιερεύς,246,unigram,masculine,accusative,plural,,,,předním,kněze,velekněžím,chief priest
ἀρχιερεύς,59,unigram,masculine,accusative,singular,veleknězi,2.348379341076693,veleknězi,nejvyššímu,Kaifášovi,veleknězi,chief priest
ἀρχιερεύς,120,unigram,masculine,nominative,plural,,,kněží,kněží,velekněží,velekněží,chief priest
ἀρχιερεύς,250,unigram,masculine,nominative,singular,velekněz,9.81524448346526,velekněz,nejvyšší,velekněz,velekněz,chief priest
παῖς,239,unigram,masculine,accusative,plural,,,,dítky,velmi,i,child
παῖς,47,unigram,masculine,accusative,singular,,,chlapce,porazil,,povalil,child
τέκνον,333,unigram,neuter,accusative,plural,děti,9.958120838820438,děti,syny,děti,děti,child
τέκνον,182,unigram,neuter,accusative,singular,bratr,1.17685810119647,,bratr,rodičům,bratr,child
τέκνον,14,unigram,neuter,nominative,plural,,,,,rodičům,děti,child
τέκνον,195,unigram,neuter,nominative,singular,Synu,5.326801010474558,‚Synu,Synu,nemocnému,Synu,child
παιδίον,12,unigram,neuter,accusative,plural,děti,1.0652015151041323,děti,,nebraňte,děti,child
παιδίον,89,unigram,neuter,accusative,singular,dítě,207.28583076979533,dítě,dítě,dítě,dítě,child
παιδίον,174,unigram,neuter,nominative,plural,děti,4.121759910053295,děti,dítky,děti,děti,child
παιδίον,38,unigram,neuter,nominative,singular,dítě,26.659408199163344,dítě,dítě,plný,dítě,child
πόλις,186,unigram,feminine,accusative,plural,města,2.7559951726455947,města,měst,města,městy,city
πόλις,63,unigram,feminine,accusative,singular,města,34.58795576519479,města,města,města,města,city
πύλη,208,unigram,feminine,nominative,singular,,,brána,,cesta,,city gate
χιτών,116,unigram,masculine,accusative,plural,košile,1.8396395674801274,košile,dvou,šaty,košile,"clothing, undergarments"
χιτών,28,unigram,masculine,accusative,singular,košili,4.301861184724571,košili,sukně,kabát,košili,"clothing, undergarments"
ἱμάτιον,133,unigram,neuter,accusative,plural,šaty,3.6462512481436766,šaty,roucha,pláště,šaty,coat
ἱμάτιον,132,unigram,neuter,accusative,singular,plášť,19.90110181068454,plášť,plášť,kabát,plášť,coat
ἐντολή,80,unigram,feminine,accusative,plural,přikázání,5.662316391924222,přikázání,přikázání,přikázání,přikázání,commandment
ἐντολή,78,unigram,feminine,accusative,singular,přikázání,11.848029669833904,přikázání,přikázání,zákon,přikázání,commandment
