lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1956_translation,version_1957_translation,version_1958_translation,english_translation
θεός,323,unigram,masculine,accusative,plural,nilimoma,1.2039751291158407,nilimoma,,nilimoma,God
θεός,129,unigram,masculine,accusative,singular,Pulu,1.7194624622173615,Pulu,,Pulu,God
θεός,26,unigram,masculine,nominative,plural,,,bokunosilimelemonga,,nosilimelemonga,God
θεός,205,unigram,masculine,nominative,singular,Pulu,5.188044742428747,Pulu,,Pulu,God
κύριος,130,unigram,masculine,nominative,singular,,,Awilimu,,Ailimu,"Lord, lord, master"
γραφή,124,unigram,feminine,accusative,plural,bokumuni,1.2815544046730982,bokumuni,,bokumuni,Scripture
γραφή,261,unigram,feminine,nominative,plural,,,bokune,,bokuna,Scripture
γραφή,318,unigram,feminine,nominative,singular,,,bokune,,bokuna,Scripture
ἄγγελος,95,unigram,masculine,accusative,plural,angelloma,3.2832855076984715,angelloma,,angelloma,angel
ἄγγελος,79,unigram,masculine,accusative,singular,lepo,1.1511672595465654,lepo,,,angel
ἄγγελος,42,unigram,masculine,nominative,plural,angelloma,6.114476967402413,angelloma,,angelloma,angel
ἄγγελος,104,unigram,masculine,nominative,singular,angello,1.942836747280604,angello,,angello,angel
ἀπόστολος,39,unigram,masculine,nominative,plural,,,tende-paa.,,tenjipai.,apostle
ἐξουσία,194,unigram,feminine,accusative,singular,nambamo,1.5655473485328455,nambamo,,nambamo,authority
βρέφος,13,unigram,neuter,accusative,plural,ambolopili.,1.1226284695549669,ambolopili.,,ambolopili.,babies
βρέφος,317,unigram,neuter,accusative,singular,noli,1.6897222391498918,noli,,noli,babies
ἀποθήκη,64,unigram,feminine,accusative,singular,witi,1.5905886997014367,witi,,witi,barn
ἀρχή,177,unigram,feminine,accusative,singular,mundurumu˼.,1.1188889224190788,,,mundurumu˼.,beginning
ζώνη,169,unigram,feminine,accusative,plural,kopa,1.2013309189107515,kopa,,kopa,belt
βλασφημία,28,unigram,feminine,accusative,plural,˻pilku,1.3121341080592233,˻pilku,,˻pilku,blasphemy
βλασφημία,94,unigram,feminine,accusative,singular,,,tondokomo,,tonjikimu,blasphemy
βλασφημία,203,unigram,feminine,nominative,plural,kerime,1.3858834476305253,kerime,,kerime,blasphemy
βλασφημία,80,unigram,feminine,nominative,singular,yama,1.1821026297377217,yama,,yama,blasphemy
πλοῖον,102,unigram,neuter,accusative,plural,sipi,1.7098142595653285,sipi,,sipi,boat
πλοῖον,304,unigram,neuter,accusative,singular,nona,2.226595600636914,nona,,nona,boat
πλοῖον,237,unigram,neuter,nominative,plural,Sipine,1.1228689027410788,Sipine,,Sipine,boat
πλοῖον,225,unigram,neuter,nominative,singular,sipimu,1.8028281976544263,sipimu,,sipimu,boat
σῶμα,213,unigram,neuter,nominative,plural,,,tondaa.,,tonjei.,body
σῶμα,55,unigram,neuter,nominative,singular,kangimunge,1.437190412885387,kangimunge,,kangimunge,body
κλῆμα,51,unigram,neuter,nominative,plural,kolama,1.4702572047957105,kolama,,kolama,branch
κλῆμα,144,unigram,neuter,nominative,singular,kolama,2.485672106521924,kolama,,kolama,branch
ἄρτος,309,unigram,masculine,accusative,plural,kaloli,1.4709640746959567,kaloli,,kaloli,bread
ἄρτος,332,unigram,masculine,accusative,singular,langi,2.1655292042248115,langi,,langi,bread
ἄρτος,153,unigram,masculine,nominative,plural,kaloli,2.506131749598243,kaloli,,kaloli,bread
ἄρτος,33,unigram,masculine,nominative,singular,langimu,1.5252970544751308,langimu,,langimu,bread
ἀδελφός,294,unigram,masculine,accusative,plural,angenupili,2.2300756653713347,angenupili,,angenupili,brother
ἀδελφός,116,unigram,masculine,accusative,singular,angenu,6.592911623019371,angenu,,angenu,brother
ἀδελφός,107,unigram,masculine,nominative,plural,angenupili,3.1990304708816053,angenupili,,angenupili,brother
ἀδελφός,230,unigram,masculine,nominative,singular,angenu,7.983391944950562,angenu,,angenu,brother
στῆθος,281,unigram,neuter,accusative,singular,nondopa,2.600085723677109,nondopa,,nondopa,"chest, breast"
ἀρχιερεύς,242,unigram,masculine,accusative,plural,,,tondoringi,,tonjiringi,chief priest
ἀρχιερεύς,56,unigram,masculine,accusative,singular,,,tondoringi,,tonjiringi,chief priest
ἀρχιερεύς,115,unigram,masculine,nominative,plural,,,tondoringi,,tonjiringi,chief priest
ἀρχιερεύς,246,unigram,masculine,nominative,singular,,,tondoringi,,tonjiringi,chief priest
παῖς,234,unigram,masculine,accusative,plural,Kombukandipi,1.0696267038867868,,,Kombukandipi,child
παῖς,44,unigram,masculine,accusative,singular,Memba,1.8414278623589653,Memba,,Memba,child
τέκνον,326,unigram,neuter,accusative,plural,ambolangoma,4.581487187086483,ambolangoma,,ambolangoma,child
τέκνον,187,unigram,neuter,nominative,singular,Kangomo,1.392891725939818,Kangomo,,Kangomo,child
παιδίον,12,unigram,neuter,accusative,plural,ambolangoma,1.1450642616956264,ambolangoma,,ambolangoma,child
παιδίον,88,unigram,neuter,accusative,singular,ambolangomo,1.7576878413040935,ambolangomo,,ambolangomo,child
παιδίον,167,unigram,neuter,nominative,plural,,,lingiye,,língiye,child
παιδίον,35,unigram,neuter,nominative,singular,Ambolangomane,1.0589360943913881,Ambolangomane,,Ambolangomane,child
πόλις,178,unigram,feminine,accusative,plural,kolea,1.1762502920020674,kolea,,kolea,city
πόλις,60,unigram,feminine,accusative,singular,kolea,3.895079915164332,kolea,,kolea,city
πύλη,202,unigram,feminine,nominative,singular,kangamonga,1.3120563042331448,kangamonga,,kangamonga,city gate
χιτών,111,unigram,masculine,accusative,plural,pakoli,2.152500889549119,pakoli,,pakoli,"clothing, undergarments"
ἱμάτιον,127,unigram,neuter,accusative,plural,,,mulumbalema,,wambalema,coat
ἱμάτιον,126,unigram,neuter,accusative,singular,lipili,1.1531651313133224,lipili,,lipili,coat
ἐντολή,76,unigram,feminine,accusative,plural,,,sirimume˼,,sirimuma˼,commandment
ἐντολή,74,unigram,feminine,accusative,singular,kolepalimene,1.0761353458486396,,,kolepalimene,commandment
συνέδριον,47,unigram,neuter,accusative,singular,kanjolloma,3.7959038722540677,kanjolloma,,kanjolloma,council
χώρα,284,unigram,feminine,accusative,singular,Gerasa,1.063262748693956,Gerasa,,Gerasa,"country, countryside"
ὄχλος,52,unigram,masculine,accusative,plural,maku,2.844978044801824,maku,,maku,crowd
ὄχλος,8,unigram,masculine,accusative,singular,maku,1.5174438029538315,maku,,maku,crowd
ὄχλος,97,unigram,masculine,nominative,plural,,,awisili,,aisili,crowd
ὄχλος,276,unigram,masculine,nominative,singular,,,awisili,,aisili,crowd
θυγάτηρ,109,unigram,feminine,nominative,plural,kolombomonga,1.2015462456907173,kolombomonga,,kolombomonga,daughter
θυγάτηρ,308,unigram,feminine,nominative,singular,,,ambolamo,,lemenu,daughter
ἡμέρα,69,unigram,feminine,accusative,plural,wale,2.893429345134012,wale,,wale,day
ἡμέρα,81,unigram,feminine,accusative,singular,alieli,2.0756935139164177,alieli,,alieli,day
ἡμέρα,2,unigram,feminine,nominative,plural,walemanga,2.263124796564471,walemanga,,walemanga,day
ἡμέρα,62,unigram,feminine,nominative,singular,,,undu-undu,,undu,day
ὀφειλέτης,249,unigram,masculine,nominative,plural,takoli,1.2013309189107515,takoli,,takoli,debtor
ὀφειλέτης,117,unigram,masculine,nominative,singular,milliene,1.576190467295775,milliene,,milliene,debtor
δαιμόνιον,27,unigram,neuter,accusative,plural,,,konopune,,konopuna,demon
δαιμόνιον,321,unigram,neuter,accusative,singular,kuru,1.2176683399941015,kuru,,kuru,demon
δαιμόνιον,189,unigram,neuter,nominative,plural,kuru,2.189604759615077,kuru,,kuru,demon
δαιμόνιον,165,unigram,neuter,nominative,singular,kurumu,1.5495263006971751,kurumu,,kurumu,demon
δηνάριον,298,unigram,neuter,accusative,plural,kina,1.9040425262607465,kina,,kina,denarius (about a day's wages)
δηνάριον,155,unigram,neuter,accusative,singular,siee.,1.0025095443862315,siee.,,,denarius (about a day's wages)
μαθητής,172,unigram,masculine,accusative,plural,lombili,3.5215873005337985,lombili,,lombili,disciple
μαθητής,327,unigram,masculine,accusative,singular,,,mondorumu,,monjirimu,disciple
μαθητής,269,unigram,masculine,nominative,plural,lombili,5.568976332719052,lombili,,lombili,disciple
μαθητής,325,unigram,masculine,nominative,singular,lombili,3.8402444248069543,lombili,,lombili,disciple
νόσος,3,unigram,feminine,accusative,plural,lierimulu,1.0858015233213905,lierimulu,,,disease
νόσος,67,unigram,feminine,accusative,singular,kuru,1.1372335568688265,kuru,,kuru,disease
περιστερά,96,unigram,feminine,accusative,plural,kera,1.4109165230979293,kera,,kera,dove
περιστερά,49,unigram,feminine,accusative,singular,waembono,1.383501168038649,waembono,,waembono,dove
οὖς,143,unigram,neuter,accusative,plural,,,komu-peo,,komu,ear
οὖς,275,unigram,neuter,accusative,singular,ólo,1.6963291975438615,ólo,,ólo,ear
σεισμός,195,unigram,masculine,nominative,plural,,,jimi-jimi,,jimi,"earthquakes, storm"
σεισμός,58,unigram,masculine,nominative,singular,,,jimi-jimi,,jimi,"earthquakes, storm"
τέλος,267,unigram,neuter,accusative,singular,pamili.,1.2173451508159716,pamili.,,pamili.,end
αἰών,235,unigram,masculine,accusative,plural,nokombala,1.577206847135204,nokombala,,nokombala,eternity
αἰών,295,unigram,masculine,accusative,singular,mindi,1.9993656158807025,mindi,,mindi,eternity
ὀφθαλμός,19,unigram,masculine,accusative,plural,,,mongoselo,,mongotolo,eye
ὀφθαλμός,59,unigram,masculine,nominative,plural,,,mongoselo,,mongotolo,eye
ὀφθαλμός,292,unigram,masculine,nominative,singular,,,mongoselone,,tepe,eye
πρόσωπον,184,unigram,neuter,accusative,singular,lemolo,1.2109502143766044,lemolo,,lemolo,face
λιμός,303,unigram,masculine,nominative,plural,kanongela,1.1226352830673925,kanongela,,kanongela,famine
λιμός,90,unigram,feminine,nominative,singular,engele,1.0523785994005508,engele,,engele,famine
γεωργός,248,unigram,masculine,nominative,plural,,,iponiemo,,nokoli,"farmer, tenant"
γεωργός,45,unigram,masculine,nominative,singular,sikemo,1.9785156512426305,sikemo,,sikemo,"farmer, tenant"
πατήρ,297,unigram,masculine,accusative,singular,,,Tata,,Tara,father
πατήρ,307,unigram,masculine,nominative,plural,mena,1.4214594321824827,mena,,mena,father
πατήρ,179,unigram,masculine,nominative,singular,,,Tatane,,Tarane,father
σύνδουλος,85,unigram,masculine,accusative,singular,kolonuye,1.6510933552829068,kolonuye,,kolonuye,"fellow-servant, colleague"
ἀγρός,320,unigram,masculine,accusative,plural,,,akume,,akuma,field
ἀγρός,34,unigram,masculine,accusative,singular,topo,1.5055561573003462,topo,,topo,field
δάκτυλος,171,unigram,masculine,accusative,singular,molomu.,1.2238616260625692,molomu.,,molomu.,finger
ἰχθύς,147,unigram,masculine,accusative,plural,kaloli,1.1604981600894428,kaloli,,kaloli,fish
ἰχθύς,183,unigram,masculine,accusative,singular,oma,1.3957633892187036,oma,,oma,fish
δίκτυον,103,unigram,neuter,accusative,plural,oma,1.1110917374171425,oma,,oma,fishing net
δίκτυον,192,unigram,neuter,accusative,singular,sipine,1.07075588553424,sipine,,sipine,fishing net
δίκτυον,166,unigram,neuter,nominative,plural,,,sungu,,puringine,fishing net
δίκτυον,238,unigram,neuter,nominative,singular,pipiti,1.3488059605658769,pipiti,,pipiti,fishing net
τροφή,240,unigram,feminine,accusative,plural,Saika,1.0354275879693704,Saika,,,food
τροφή,316,unigram,feminine,accusative,singular,˻Akumunge,1.2013738207999172,˻Akumunge,,˻Akumunge,food
