lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_667_translation,version_668_translation,version_669_translation,english_translation
θεός,348,unigram,masculine,accusative,plural,oñemboŷké,1.097258004808277,oñemboŷké,,,God
θεός,139,unigram,masculine,accusative,singular,,,Tûpâ,Tupãme,Tupã,God
θεός,28,unigram,masculine,nominative,plural,tupã,1.3336868513136384,¿Ndoyeéipa,tupã,tupã,God
θεός,221,unigram,masculine,nominative,singular,Tupã,16.02630993226282,Tûpâ,Tupã,Tupã,God
κύριος,350,unigram,masculine,nominative,plural,oyorá,1.0970894485985805,oyorá,,,"Lord, lord, master"
κύριος,140,unigram,masculine,nominative,singular,,,tembiguai,Ñandejára,jára,"Lord, lord, master"
γραφή,135,unigram,feminine,accusative,plural,,,Santa,Ñe,Kuatiañe,Scripture
γραφή,50,unigram,feminine,accusative,singular,,,Escritura,Ñandejára,Kuatiañe,Scripture
γραφή,280,unigram,feminine,nominative,plural,,,Escriturape,ojehu,oiko,Scripture
γραφή,343,unigram,feminine,nominative,singular,,,Santa,Ñandejára,Kuatiañe,Scripture
ἄγγελος,102,unigram,masculine,accusative,plural,,,yvapeguape,remimbou,ángel,angel
ἄγγελος,86,unigram,masculine,accusative,singular,,,Ne,,rembijokuái,angel
ἄγγελος,46,unigram,masculine,nominative,plural,,,yvapegua,remimbou,ángel,angel
ἄγγελος,112,unigram,masculine,nominative,singular,,,yvapegua,remimbou,ángel,angel
ἀπόστολος,43,unigram,masculine,nominative,plural,apóstol,4.112085437713797,omombeupá,apóstol,apóstol,apostle
ἐξουσία,71,unigram,feminine,accusative,plural,karaiguasu,1.0962199599997684,,,karaiguasu,authority
ἐξουσία,210,unigram,feminine,accusative,singular,,,iya,pokatu,autoridad,authority
βρέφος,15,unigram,neuter,accusative,plural,,,mitâme,opokomi,heruhápe,babies
βρέφος,341,unigram,neuter,accusative,singular,,,Mitâ,oñeno,mymba,babies
ἀποθήκη,70,unigram,feminine,accusative,singular,iñyrûpê,1.5440736937489157,iñyrûpê,,,barn
φραγμός,117,unigram,masculine,accusative,singular,oñotỹ,1.0160401969164767,,,oñotỹ,"barrier, wall"
ἀρχή,73,unigram,feminine,accusative,plural,karaiguasu,1.0961063339256685,,,karaiguasu,beginning
ἀρχή,192,unigram,feminine,accusative,singular,iñepyrũha,1.1062845238338443,,,iñepyrũha,beginning
