lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1582_translation,version_1583_translation,english_translation
θεός,137,unigram,masculine,accusative,singular,Del,1.0585936454745128,Del,,God
θεός,32,unigram,masculine,nominative,plural,Zakono,1.0436510337177372,Zakono,,God
θεός,214,unigram,masculine,nominative,singular,Del,15.047569735379966,Del,,God
κύριος,344,unigram,masculine,nominative,plural,putrenas,1.2150588415383703,putrenas,,"Lord, lord, master"
κύριος,138,unigram,masculine,nominative,singular,Baro,1.276894834550134,Baro,,"Lord, lord, master"
γραφή,132,unigram,feminine,accusative,plural,Ramomata,1.3354931332121398,Ramomata,,Scripture
γραφή,54,unigram,feminine,accusative,singular,ramome,1.3009300865258069,ramome,,Scripture
γραφή,273,unigram,feminine,nominative,plural,Ramomata,1.701545409833692,Ramomata,,Scripture
γραφή,339,unigram,feminine,nominative,singular,Ramomos,2.5369636253623358,Ramomos,,Scripture
ἄγγελος,99,unigram,masculine,accusative,plural,andželon,1.4705409268645273,andželon,,angel
ἄγγελος,84,unigram,masculine,accusative,singular,tradav,1.2846142981106796,tradav,,angel
ἄγγελος,50,unigram,masculine,nominative,plural,andželi,3.868895419147537,andželi,,angel
ἄγγελος,110,unigram,masculine,nominative,singular,andželo,4.049608279940123,andželo,,angel
ἀπόστολος,47,unigram,masculine,nominative,plural,apostoli,3.2830893361965443,apostoli,,apostle
ἀπόστολος,7,unigram,masculine,nominative,singular,apostolo,1.4582688861885644,apostolo,,apostle
ἐξουσία,206,unigram,feminine,accusative,singular,putiaria,7.229571796660094,putiaria,,authority
βρέφος,17,unigram,neuter,accusative,plural,t'asbal,1.106276804395426,t'asbal,,babies
βρέφος,338,unigram,neuter,accusative,singular,guruva,1.1634432758492037,guruva,,babies
ἀποθήκη,280,unigram,feminine,accusative,plural,stali,1.999949042375989,stali,,barn
ἀποθήκη,70,unigram,feminine,accusative,singular,gjiv,1.0298057377453576,gjiv,,barn
ἀρχή,188,unigram,feminine,accusative,singular,angluni,1.0493379808291403,angluni,,beginning
ζώνη,179,unigram,feminine,accusative,plural,prasti,1.059531995066612,prasti,,belt
βλασφημία,36,unigram,feminine,accusative,plural,prasal,1.0806428774819614,prasal,,blasphemy
βλασφημία,98,unigram,feminine,accusative,singular,prasaimos,1.2555387914136698,prasaimos,,blasphemy
πλοῖον,108,unigram,neuter,accusative,plural,čunuri,2.539055269664218,čunuri,,boat
πλοῖον,322,unigram,neuter,accusative,singular,čuno,3.365609926896199,čuno,,boat
πλοῖον,248,unigram,neuter,nominative,plural,čunuri,1.1686434295750918,čunuri,,boat
πλοῖον,233,unigram,neuter,nominative,singular,čuno,2.4685103574818608,čuno,,boat
σῶμα,222,unigram,neuter,nominative,plural,staturi,1.999948655640119,staturi,,body
σῶμα,62,unigram,neuter,nominative,singular,stato,4.641333697771733,stato,,body
κλῆμα,153,unigram,neuter,nominative,singular,řai,1.8875720920615984,řai,,branch
ἄρτος,327,unigram,masculine,accusative,plural,manře,3.0977193923689117,manře,,bread
ἄρτος,353,unigram,masculine,accusative,singular,manřo,5.064585586061988,manřo,,bread
ἄρτος,162,unigram,masculine,nominative,plural,manře,1.7139043452906118,manře,,bread
ἄρτος,41,unigram,masculine,nominative,singular,manřo,3.5953530373410607,manřo,,bread
ἀδελφός,312,unigram,masculine,accusative,plural,phralen,1.4573480667045846,phralen,,brother
ἀδελφός,124,unigram,masculine,accusative,singular,phral,2.758557359941267,phral,,brother
ἀδελφός,114,unigram,masculine,nominative,plural,phral,2.254221828197238,phral,,brother
ἀδελφός,240,unigram,masculine,nominative,singular,phral,5.470754230178638,phral,,brother
στῆθος,159,unigram,neuter,accusative,plural,kolin,1.0595384180401852,kolin,,"chest, breast"
στῆθος,296,unigram,neuter,accusative,singular,kolin,1.5394439021972948,kolin,,"chest, breast"
ἀρχιερεύς,253,unigram,masculine,accusative,plural,bare,1.6073189450372318,bare,,chief priest
ἀρχιερεύς,63,unigram,masculine,accusative,singular,rašai,1.5091686192707618,rašai,,chief priest
ἀρχιερεύς,123,unigram,masculine,nominative,plural,raša,1.102970891168238,raša,,chief priest
ἀρχιερεύς,258,unigram,masculine,nominative,singular,rašai,1.94909003171813,rašai,,chief priest
παῖς,244,unigram,masculine,accusative,plural,xoli,1.1814708433567451,xoli,,child
παῖς,52,unigram,masculine,accusative,singular,pašiolas,1.145560879250958,pašiolas,,child
τέκνον,346,unigram,neuter,accusative,plural,šiaven,2.053942556336838,šiaven,,child
τέκνον,185,unigram,neuter,accusative,singular,dela,1.0077804580507443,dela,,child
τέκνον,18,unigram,neuter,nominative,plural,merimos,1.0048971225293963,merimos,,child
τέκνον,198,unigram,neuter,nominative,singular,glata,1.116595062855391,glata,,child
παιδίον,16,unigram,neuter,accusative,plural,tsinoře,1.260279410195043,tsinoře,,child
παιδίον,91,unigram,neuter,accusative,singular,šiavořes,1.2498941692142118,šiavořes,,child
παιδίον,177,unigram,neuter,nominative,plural,tsinoře,1.3634542510799337,tsinoře,,child
παιδίον,43,unigram,neuter,nominative,singular,glata,2.678193503086572,glata,,child
πόλις,189,unigram,feminine,accusative,plural,foruri,2.015148812373008,foruri,,city
πόλις,66,unigram,feminine,accusative,singular,foro,6.8114986912868325,foro,,city
πύλη,276,unigram,feminine,nominative,plural,naštila,1.0960622061228922,naštila,,city gate
πύλη,212,unigram,feminine,nominative,singular,tang,1.2923009647397394,tang,,city gate
χιτών,119,unigram,masculine,accusative,plural,bundi,1.842582657460492,bundi,,"clothing, undergarments"
χιτών,33,unigram,masculine,accusative,singular,bunda,1.0870176858033416,bunda,,"clothing, undergarments"
ἱμάτιον,135,unigram,neuter,accusative,plural,tsalia,3.01471430903072,tsalia,,coat
ἱμάτιον,134,unigram,neuter,accusative,singular,bunda,2.7874491233501715,bunda,,coat
ἐντολή,82,unigram,feminine,accusative,plural,poronki,2.9002832729775885,poronki,,commandment
ἐντολή,80,unigram,feminine,accusative,singular,poronki,1.082773571605215,poronki,,commandment
συνέδριον,332,unigram,neuter,accusative,plural,khangeria,1.14516012667157,khangeria,,council
συνέδριον,56,unigram,neuter,accusative,singular,židovitsko,1.0051345003511951,židovitsko,,council
χώρα,76,unigram,feminine,accusative,plural,parnion,1.2931444753198176,parnion,,"country, countryside"
χώρα,300,unigram,feminine,accusative,singular,them,2.653435570882619,them,,"country, countryside"
ὄχλος,60,unigram,masculine,accusative,plural,narodo,3.271644984427028,narodo,,crowd
ὄχλος,11,unigram,masculine,accusative,singular,narodo,8.310468509086776,narodo,,crowd
ὄχλος,101,unigram,masculine,nominative,plural,narodo,5.353563534172914,narodo,,crowd
ὄχλος,291,unigram,masculine,nominative,singular,narodo,7.752837385201955,narodo,,crowd
θυγάτηρ,117,unigram,feminine,nominative,plural,Šeia,1.1614773924719959,Šeia,,daughter
θυγάτηρ,326,unigram,feminine,nominative,singular,šei,4.868256880364145,šei,,daughter
ἡμέρα,75,unigram,feminine,accusative,plural,dies,6.4936642593528076,dies,,day
ἡμέρα,85,unigram,feminine,accusative,singular,dies,2.633796443545419,dies,,day
ἡμέρα,2,unigram,feminine,nominative,plural,dies,2.806914753460517,dies,,day
ἡμέρα,68,unigram,feminine,nominative,singular,dies,4.043543499201917,dies,,day
ὀφειλέτης,125,unigram,masculine,nominative,singular,gjinel,1.066277051545958,gjinel,,debtor
δαιμόνιον,34,unigram,neuter,accusative,plural,demonon,3.3129408116337062,demonon,,demon
δαιμόνιον,341,unigram,neuter,accusative,singular,demono,1.895267239379273,demono,,demon
δαιμόνιον,200,unigram,neuter,nominative,plural,duxuri,1.6740608961189642,duxuri,,demon
δαιμόνιον,176,unigram,neuter,nominative,singular,demono,1.6769431191252877,demono,,demon
δηνάριον,317,unigram,neuter,accusative,plural,dinari,2.163684973171306,dinari,,denarius (about a day's wages)
δηνάριον,164,unigram,neuter,accusative,singular,dinaro,3.885892577969525,dinaro,,denarius (about a day's wages)
μαθητής,182,unigram,masculine,accusative,plural,vortača,1.0152219270581626,vortača,,disciple
μαθητής,347,unigram,masculine,accusative,singular,kamelas,1.0873354178380643,kamelas,,disciple
μαθητής,284,unigram,masculine,nominative,plural,vortača,7.984988805815033,vortača,,disciple
μαθητής,345,unigram,masculine,nominative,singular,vortako,4.902546535706401,vortako,,disciple
νόσος,3,unigram,feminine,accusative,plural,bangimata,1.2377645422012469,bangimata,,disease
νόσος,73,unigram,feminine,accusative,singular,bangimata,1.1160216734460893,bangimata,,disease
περιστερά,100,unigram,feminine,accusative,plural,gulumbon,1.0938678392943737,gulumbon,,dove
περιστερά,58,unigram,feminine,accusative,singular,gulumbo,1.8085543626786704,gulumbo,,dove
οὖς,152,unigram,neuter,accusative,plural,kan,1.148400241414069,kan,,ear
οὖς,290,unigram,neuter,accusative,singular,kan,1.3115043826248278,kan,,ear
σεισμός,207,unigram,masculine,nominative,plural,bokha,1.064738751859238,bokha,,"earthquakes, storm"
τέλος,281,unigram,neuter,accusative,singular,ninkerela,1.2506067218553747,ninkerela,,end
αἰών,245,unigram,masculine,accusative,plural,amperetsila,1.21284283489344,amperetsila,,eternity
αἰών,313,unigram,masculine,accusative,singular,šoha,1.3463909893372177,šoha,,eternity
ὀφθαλμός,25,unigram,masculine,accusative,plural,jakha,3.9629759275561582,jakha,,eye
ὀφθαλμός,65,unigram,masculine,nominative,plural,jakha,3.770293651053549,jakha,,eye
ὀφθαλμός,310,unigram,masculine,nominative,singular,jakh,1.5078410515947291,jakh,,eye
πρόσωπον,195,unigram,neuter,accusative,singular,fatsa,1.9626659470543792,fatsa,,face
λιμός,8,unigram,feminine,nominative,plural,vazdela-pe,1.3718464866110611,vazdela-pe,,famine
λιμός,93,unigram,feminine,nominative,singular,bokh,1.2929501813908066,bokh,,famine
λιμός,139,unigram,masculine,nominative,singular,bokh,1.1613374356247497,bokh,,famine
γεωργός,260,unigram,masculine,nominative,plural,mudaras,1.4038399278502074,mudaras,,"farmer, tenant"
γεωργός,53,unigram,masculine,nominative,singular,rez,1.2439259914075378,rez,,"farmer, tenant"
πατήρ,201,unigram,masculine,accusative,plural,dada,1.3558359074085091,dada,,father
πατήρ,316,unigram,masculine,accusative,singular,Dad,1.0377711027400902,Dad,,father
πατήρ,325,unigram,masculine,nominative,plural,dada,2.004581595658096,dada,,father
πατήρ,190,unigram,masculine,nominative,singular,Dad,4.425321484424827,Dad,,father
σύνδουλος,146,unigram,masculine,accusative,plural,matensa,1.0960670999999007,matensa,,"fellow-servant, colleague"
σύνδουλος,87,unigram,masculine,accusative,singular,Nas,1.5888779712863943,Nas,,"fellow-servant, colleague"
σύνδουλος,329,unigram,masculine,nominative,plural,nakhlias,1.1419903924253028,nakhlias,,"fellow-servant, colleague"
σύνδουλος,115,unigram,masculine,nominative,singular,Ažiuker,1.0960670999999007,Ažiuker,,"fellow-servant, colleague"
ἀγρός,340,unigram,masculine,accusative,plural,kimpuri,1.5322985570046876,kimpuri,,field
ἀγρός,42,unigram,masculine,accusative,singular,kimpo,2.6621976927110147,kimpo,,field
δάκτυλος,238,unigram,masculine,accusative,plural,naia,1.0960768946513286,naia,,finger
δάκτυλος,181,unigram,masculine,accusative,singular,prašav,1.7459549536254029,prašav,,finger
ἰχθύς,156,unigram,masculine,accusative,plural,maše,1.593374806796816,maše,,fish
ἰχθύς,194,unigram,masculine,accusative,singular,mašio,1.5626294892314168,mašio,,fish
δίκτυον,109,unigram,neuter,accusative,plural,setki,2.621039845461997,setki,,fishing net
δίκτυον,204,unigram,neuter,accusative,singular,setka,1.1209126654857835,setka,,fishing net
δίκτυον,249,unigram,neuter,nominative,singular,šindili,1.1613810574337249,šindili,,fishing net
τροφή,251,unigram,feminine,accusative,plural,kjinen,1.4322340538657845,kjinen,,food
τροφή,337,unigram,feminine,accusative,singular,Savo,1.243766510707113,Savo,,food
πούς,241,unigram,masculine,accusative,plural,punře,7.861639469555504,punře,,foot
πούς,113,unigram,masculine,accusative,singular,punřo,1.145758309508936,punřo,,foot
