lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1413_translation,version_1414_translation,version_1415_translation,english_translation
θεός,134,unigram,masculine,accusative,singular,Kyala,278.4114954088404,Kyala,Kyala,Kyala,God
θεός,29,unigram,masculine,nominative,plural,,,,nayobile,baakyala,God
θεός,208,unigram,masculine,nominative,singular,Kyala,655.9512370972187,Kyala,Kyala,Kyala,God
κύριος,135,unigram,masculine,nominative,singular,,,UNTWA,umalafyale,ɄNtwa,"Lord, lord, master"
γραφή,129,unigram,feminine,accusative,plural,,,,mukamanya,ʉMwikemo,Scripture
γραφή,52,unigram,feminine,accusative,singular,,,kalata,,ʉMwikemo,Scripture
γραφή,258,unigram,feminine,nominative,plural,,,bakalata,namanyisyaga,Kalata,Scripture
γραφή,316,unigram,feminine,nominative,singular,,,kalata,sisilege,ʉMwikemo,Scripture
ἄγγελος,97,unigram,masculine,accusative,plural,,,abāndumị,abandumi,abandʉmi,angel
ἄγγελος,84,unigram,masculine,accusative,singular,,,ugwandumị,ugwandumi,ʉgwandʉmi,angel
ἄγγελος,49,unigram,masculine,nominative,plural,,,abāndumị,abandumi,bandʉmi,angel
ἄγγελος,108,unigram,masculine,nominative,singular,,,ugwandumị,ugwandumi,ʉgwandʉmi,angel
ἀπόστολος,46,unigram,masculine,nominative,plural,,,bābōmbịle,abatumigwa,Abatʉmigwa,apostle
ἀπόστολος,5,unigram,masculine,nominative,singular,,,ntumịgwa,ntumigwa,ikʉtʉmigwa,apostle
ἐξουσία,70,unigram,feminine,accusative,plural,,,,mwisakwamulilaga,balagɨli,authority
ἐξουσία,199,unigram,feminine,accusative,singular,amaka,3.0659188802064823,amaka,amaka,agaa,authority
βρέφος,15,unigram,neuter,accusative,plural,,,abanịnị,,bantwalɨlaga,babies
βρέφος,314,unigram,neuter,accusative,singular,,,nkipōndo,uNtwa,,babies
ἀποθήκη,69,unigram,feminine,accusative,singular,,,īnganụ,nkituba,ndamba,barn
ἀρχή,72,unigram,feminine,accusative,plural,,,,mwisakwamulilaga,balagɨli,beginning
ἀρχή,182,unigram,feminine,accusative,singular,,,,syo,Ɨkiika,beginning
ζώνη,175,unigram,feminine,accusative,plural,,,,mupege,mulɨngendaga,belt
ζώνη,224,unigram,feminine,accusative,singular,mapalālila,1.096057314542422,mapalālila,,,belt
βλασφημία,33,unigram,feminine,accusative,plural,amahelu,1.0961704053894883,,amahelu,,blasphemy
βλασφημία,206,unigram,feminine,nominative,plural,,,īmbị̄bị,,maheelu,blasphemy
πλοῖον,106,unigram,neuter,accusative,plural,,,amabōtị,amaboti,amabooti,boat
πλοῖον,299,unigram,neuter,accusative,singular,,,mwịbōtị,mwiboti,ibooti,boat
πλοῖον,226,unigram,neuter,nominative,singular,,,ilịbōtị,iliboti,ɨliibooti,boat
σῶμα,61,unigram,neuter,nominative,singular,,,ummbili,umbili,mbɨlɨ,body
κλῆμα,151,unigram,neuter,nominative,singular,,,akasāmba,,mmyangʉ,branch
ἄρτος,304,unigram,masculine,accusative,plural,,,ifịsyesye,ifisyesye,ɨfisyesye,bread
ἄρτος,329,unigram,masculine,accusative,singular,ikisyesye,1.8040456552120538,ikisyesye,ikisyesye,ɨfindʉ,bread
ἄρτος,160,unigram,masculine,nominative,plural,,,fya,ibili,ɨfindʉ,bread
ἄρτος,40,unigram,masculine,nominative,singular,kisyesye,2.007536132743489,kisyesye,kisyesye,ɨfi,bread
ἀδελφός,290,unigram,masculine,accusative,plural,,,abāmyabo,nabamyabo,abakamu,brother
ἀδελφός,121,unigram,masculine,accusative,singular,,,Jakobụ,ugwamyabo,gwamyabo,brother
ἀδελφός,112,unigram,masculine,nominative,plural,,,,nabamyitu,bakamu,brother
ἀδελφός,231,unigram,masculine,nominative,singular,ugwamyabo,4.221582423394762,ugwamyabo,ugwamyabo,ʉgwamyabo,brother
στῆθος,157,unigram,neuter,accusative,plural,pakuketa,1.2127702137717524,,pakuketa,,"chest, breast"
στῆθος,276,unigram,neuter,accusative,singular,,,umfụ̄ndịgwa,kukipambaga,aikʉkʉlɨɨla,"chest, breast"
