lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_375_translation,version_376_translation,version_377_translation,version_378_translation,version_379_translation,english_translation
θεός,343,unigram,masculine,accusative,plural,diosob,1.358815317370961,,,diosob,,,God
θεός,145,unigram,masculine,accusative,singular,Dios,147.58666068051767,Dios,Dios,Dios,Dios,,God
θεός,224,unigram,masculine,nominative,singular,Dios,5426.8267800905305,Dios,Dios,Dios,Dios,,God
κύριος,345,unigram,masculine,nominative,plural,,,,,ticob,jitob,,"Lord, lord, master"
κύριος,146,unigram,masculine,nominative,singular,Yum,3.8883890186776573,Yum,Yum,Yum,Yum,,"Lord, lord, master"
γραφή,140,unigram,feminine,accusative,plural,Ts'ijbujel,24.33431961581995,Ts'ijbujel,Ts'ijbujel,T'an,Ts'ijbujel,,Scripture
γραφή,55,unigram,feminine,accusative,singular,Ts'ijbujel,1.351190263674022,Ts'ijbujel,Ts'ijbujel,T'an,Ts'ijbujel,,Scripture
γραφή,277,unigram,feminine,nominative,plural,,,Ts'ijbujel,Ts'ijbujel,ts'ʌctiyel,ts'ʌctiyel,,Scripture
γραφή,338,unigram,feminine,nominative,singular,Ts'ijbujel,10.291913075320462,Ts'ijbujel,Ts'ijbujel,T'an,Ts'ijbujel,,Scripture
ἄγγελος,109,unigram,masculine,accusative,plural,yángelob,2.8496350306505147,yángelob,yángelob,panchan,yÁngel,,angel
ἄγγελος,92,unigram,masculine,accusative,singular,chajpan,1.2410949824655642,chajpan,chajpan,chajpʌbeñet,Come,,angel
ἄγγελος,51,unigram,masculine,nominative,plural,ángelob,24.30142093516579,ángelob,ángelob,panchan,ángelob,,angel
ἄγγελος,120,unigram,masculine,nominative,singular,ángel,5.184570565730516,ángel,ángel,ch'oyol,ángel,,angel
ἀπόστολος,48,unigram,masculine,nominative,plural,chocbilo,2.3229773979939807,chocbilo,chocbilo,ajsubt'añob,apóstolob,,apostle
ἀπόστολος,8,unigram,masculine,nominative,singular,chocbil,1.2960094907858577,chocbil,chocbil,,chocbil,,apostle
ἐξουσία,76,unigram,feminine,accusative,plural,pʌyetla,1.138581059148028,pʌyetla,pʌyetla,pʌyetla,pʌjyel,,authority
ἐξουσία,215,unigram,feminine,accusative,singular,p'ʌtʌlel,36.12172622917518,p'ʌtʌlel,p'ʌtʌlel,p'ʌtyʌlel,p'ʌtʌlel,,authority
βρέφος,19,unigram,neuter,accusative,plural,alʌlob,1.3615437805029702,alʌlob,alʌlob,tic'ob,tiq'uiyob,,babies
βρέφος,336,unigram,neuter,accusative,singular,buc'ujib,1.1757514149950195,buc'ujib,buc'ujib,buq'uijib,buc'ujib,,babies
ἀποθήκη,283,unigram,feminine,accusative,plural,yotlel,1.9810632002016442,yotlel,yotlel,yes,yotlel,,barn
ἀποθήκη,75,unigram,feminine,accusative,singular,trigo,1.479257025426157,trigo,trigo,pule,trigo,,barn
φραγμός,248,unigram,masculine,accusative,plural,bujt'el,1.5009821434701103,bujt'el,bujt'el,bujt'el,bujt'el,,"barrier, wall"
ἀρχή,78,unigram,feminine,accusative,plural,pʌyetla,1.138399746293588,pʌyetla,pʌyetla,pʌyetla,pʌjyel,,beginning
ἀρχή,195,unigram,feminine,accusative,singular,ñaxan,1.2570875151792713,ñaxan,ñaxan,pʌntiyi,ñaxan,,beginning
ζώνη,187,unigram,feminine,accusative,plural,cobre,1.095398876121712,,,cobre,,,belt
βλασφημία,35,unigram,feminine,accusative,plural,p'aj,1.1277782137579562,p'aj,p'aj,cuye,p'aj,,blasphemy
βλασφημία,106,unigram,feminine,accusative,singular,testigojob,1.095421848054621,,,,testigojob,,blasphemy
βλασφημία,222,unigram,feminine,nominative,plural,p'ajoñel,9.229720002448211,p'ajoñel,p'ajoñel,tontojlel,p'ajoñel,,blasphemy
βλασφημία,93,unigram,feminine,nominative,singular,p'ajoñel,4.891301331801377,p'ajoñel,p'ajoñel,ñusʌbil,p'ajoñel,,blasphemy
πλοῖον,118,unigram,neuter,accusative,plural,barco,2.1518605468128458,barco,barco,jucub,barco,,boat
πλοῖον,323,unigram,neuter,accusative,singular,barco,116.30352378955587,barco,barco,barco,barco,,boat
πλοῖον,255,unigram,neuter,nominative,plural,ya'to,1.5278570977089612,ya'to,ya'to,yalo,Ya'añ,,boat
πλοῖον,239,unigram,neuter,nominative,singular,barco,6.44381666349595,barco,barco,barco,barco,,boat
σῶμα,66,unigram,neuter,nominative,singular,bʌc'tal,59.793132838400886,bʌc'tal,bʌc'tal,bʌc'tyal,bʌc'tal,,body
κλῆμα,62,unigram,neuter,nominative,plural,c'ʌbetla,1.5916626020300428,c'ʌbetla,c'ʌbetla,c'ʌbetla,c'ʌbetla,,branch
κλῆμα,163,unigram,neuter,nominative,singular,ac,1.3111968231657916,ac,ac,quic'ot,ac,,branch
ἄρτος,327,unigram,masculine,accusative,plural,waj,123.20169243422102,waj,waj,waj,waj,,bread
ἄρτος,355,unigram,masculine,accusative,singular,waj,358.7387139642929,waj,waj,waj,waj,,bread
ἄρτος,170,unigram,masculine,nominative,plural,waj,3.224330830962305,waj,waj,waj,waj,,bread
ἄρτος,42,unigram,masculine,nominative,singular,,,,,jubi,Waj,,bread
ἀδελφός,312,unigram,masculine,accusative,plural,yijts'iñob,1.9794833902364908,yijts'iñob,yijts'iñob,yijts'iñob,yerañob,,brother
ἀδελφός,132,unigram,masculine,accusative,singular,yijts'in,6.10835371801517,yijts'in,yijts'in,yijts'in,yijts'in,,brother
ἀδελφός,124,unigram,masculine,nominative,plural,ña,1.6455869916331356,ña,ña,yijts'iñob,ña,,brother
ἀδελφός,246,unigram,masculine,nominative,singular,yʌscun,4.362834498823721,yʌscun,yʌscun,yʌscun,yʌscun,,brother
στῆθος,168,unigram,neuter,accusative,plural,ch'ijiyemob,1.3215550900781052,ch'ijiyemob,ch'ijiyemob,tyajn,ch'ijiyemob,,"chest, breast"
στῆθος,297,unigram,neuter,accusative,singular,¿majqui,2.0632523053414924,¿majqui,¿majqui,¿majchqui,tajñ,,"chest, breast"
ἀρχιερεύς,258,unigram,masculine,accusative,plural,motomajob,2.017589014244332,motomajob,motomajob,curajob,motomajob,,chief priest
ἀρχιερεύς,67,unigram,masculine,accusative,singular,motomaj,3.1372210720828235,motomaj,motomaj,cura,motomaj,,chief priest
ἀρχιερεύς,131,unigram,masculine,nominative,plural,motomajob,2.283597088934153,motomajob,motomajob,curajob,motomajob,,chief priest
ἀρχιερεύς,263,unigram,masculine,nominative,singular,motomaj,4.182348194812566,motomaj,motomaj,cura,motomaj,,chief priest
παῖς,251,unigram,masculine,accusative,plural,mich'ajel,2.682131108150566,mich'ajel,mich'ajel,pensali,,,child
παῖς,53,unigram,masculine,accusative,singular,ñijca,1.0600420215197248,ñijca,ñijca,jits'cuyel,,,child
τέκνον,347,unigram,neuter,accusative,plural,yalobilob,21.85660240382599,yalobilob,yalobilob,yalobilob,yalobilob,,child
τέκνον,193,unigram,neuter,accusative,singular,contrajiñob,1.1871185204182848,contrajiñob,contrajiñob,yalobil,contrajiñob,,child
τέκνον,20,unigram,neuter,nominative,plural,contrajiñob,1.5378141121887927,contrajiñob,contrajiñob,tyat,contrajiñob,,child
τέκνον,207,unigram,neuter,nominative,singular,Calobil,12.460794526694114,Calobil,Calobil,Calobil,—Calobil,,child
παιδίον,18,unigram,neuter,accusative,plural,,,,,alp'eñalob,alobob,,child
παιδίον,100,unigram,neuter,accusative,singular,alʌl,3.0714528050819436,alʌl,alʌl,alʌl,alob,,child
παιδίον,185,unigram,neuter,nominative,plural,alobob,3.4021031307954934,alobob,alobob,alp'eñalob,alobob,,child
παιδίον,44,unigram,neuter,nominative,singular,alʌl,19.960272948250424,alʌl,alʌl,alʌl,alob,,child
πόλις,196,unigram,feminine,accusative,plural,tejclum,3.700240070901407,tejclum,tejclum,lum,tejclum,,city
πόλις,71,unigram,feminine,accusative,singular,tejclum,734.1885831063952,tejclum,tejclum,lum,tejclum,,city
πύλη,221,unigram,feminine,nominative,singular,o'ch'oc,1.1603998268724878,o'ch'oc,o'ch'oc,yochelob,ch'och'oc,,city gate
χιτών,127,unigram,masculine,accusative,plural,bujc,3.1829516011770216,bujc,bujc,bujc,bujc,,"clothing, undergarments"
χιτών,32,unigram,masculine,accusative,singular,bujc,2.000444384915798,bujc,bujc,bujc,bujc,,"clothing, undergarments"
ἱμάτιον,143,unigram,neuter,accusative,plural,pislel,3.5734764852778356,pislel,pislel,pislel,pislelob,,coat
ἱμάτιον,142,unigram,neuter,accusative,singular,pislel,3.5583589362916985,pislel,pislel,pislel,pislel,,coat
ἐντολή,90,unigram,feminine,accusative,plural,mandar,21.897324130287018,mandar,mandar,mandar,mandar,,commandment
ἐντολή,88,unigram,feminine,accusative,singular,mandar,13.70947531464813,mandar,mandar,xic'ojel,mandar,,commandment
συνέδριον,331,unigram,neuter,accusative,plural,Chʌcʌ,2.256618395469063,Chʌcʌ,Chʌcʌ,,Chʌcʌ,,council
συνέδριον,57,unigram,neuter,accusative,singular,tempayob,1.9479241550456916,tempayob,tempayob,Comité,tempayob,,council
χώρα,300,unigram,feminine,accusative,singular,lumal,1.3942176592028157,lumal,lumal,Gadara,lumal,,"country, countryside"
ὄχλος,63,unigram,masculine,accusative,plural,winicob,1.0320197095589994,winicob,winicob,quixtyañujob,sujtel,,crowd
ὄχλος,13,unigram,masculine,accusative,singular,x'ixicob,1.340684389479457,x'ixicob,x'ixicob,quixtyañu,x'ixicob,,crowd
ὄχλος,111,unigram,masculine,nominative,plural,x'ixicob,2.116663620960505,x'ixicob,x'ixicob,tsʌcleyob,x'ixicob,,crowd
ὄχλος,292,unigram,masculine,nominative,singular,winicob,1.359283792777095,winicob,winicob,quixtyañu,wiñicob,,crowd
θυγάτηρ,326,unigram,feminine,nominative,singular,xch'oc,6.114703322293654,xch'oc,xch'oc,yixic'al,xch'oc,,daughter
ἡμέρα,82,unigram,feminine,accusative,plural,q'uin,24.49161301820217,q'uin,q'uin,q'uin,q'uiñ,,day
ἡμέρα,94,unigram,feminine,accusative,singular,q'uin,2.5063712611018665,q'uin,q'uin,q'uin,q'uiñ,,day
ἡμέρα,2,unigram,feminine,nominative,plural,q'uin,5.961799562523608,q'uin,q'uin,q'uin,yorajlel,,day
ἡμέρα,73,unigram,feminine,nominative,singular,q'uin,2.1984062123201293,q'uin,q'uin,oj,q'uiñ,,day
δαιμόνιον,33,unigram,neuter,accusative,plural,xibajob,2.820283977888261,xibajob,xibajob,xibajob,xi'bajob,,demon
δαιμόνιον,341,unigram,neuter,accusative,singular,xibʌjlel,8.121876149487784,xibʌjlel,xibʌjlel,xiba,xi'bʌjlel,,demon
δαιμόνιον,209,unigram,neuter,nominative,plural,xibajob,7.288523234065168,xibajob,xibajob,xibajob,xi'bajob,,demon
δαιμόνιον,184,unigram,neuter,nominative,singular,xiba,4.380268204264505,xiba,xiba,xiba,xi'ba,,demon
δηνάριον,317,unigram,neuter,accusative,plural,denario,3.9774850870442755,,denario,bet,denario,,denarius (about a day's wages)
δηνάριον,172,unigram,neuter,accusative,singular,denario,5.942467726573362,denario,denario,denario,denario,,denarius (about a day's wages)
μαθητής,190,unigram,masculine,accusative,plural,xcʌnt'añob,470.4542529385112,xcʌnt'añob,xcʌnt'añob,ajcʌnt'añob,xcʌnt'añob,,disciple
μαθητής,348,unigram,masculine,accusative,singular,c'uxbibil,1.2282252079238716,c'uxbibil,c'uxbibil,,c'uxbibil,,disciple
μαθητής,287,unigram,masculine,nominative,plural,xcʌnt'añob,393.97224611729513,xcʌnt'añob,xcʌnt'añob,ajcʌnt'añob,xcʌnt'añob,,disciple
μαθητής,346,unigram,masculine,nominative,singular,xcʌnt'an,43.61157229133527,xcʌnt'an,xcʌnt'an,ajcʌnt'an,xcʌnt'añ,,disciple
νόσος,3,unigram,feminine,accusative,plural,c'amʌjel,2.342724383137505,c'amʌjel,c'amʌjel,c'am'an,c'am-ʌjel,,disease
νόσος,80,unigram,feminine,accusative,singular,c'amʌjel,1.2165026215688888,c'amʌjel,c'amʌjel,c'am'an,c'am-ʌjel,,disease
περιστερά,110,unigram,feminine,accusative,plural,x'ujcutsu,1.3696338284609322,,,x'ujcutsu,,,dove
περιστερά,59,unigram,feminine,accusative,singular,x'ujcuts,7.283432961540922,x'ujcuts,x'ujcuts,yilal,x'ujcuts,,dove
οὖς,162,unigram,neuter,accusative,plural,chiquin,10.848017161335013,chiquin,chiquin,ch'ʌmben,chiquin,,ear
οὖς,291,unigram,neuter,accusative,singular,jamʌl,1.568983367832668,jamʌl,jamʌl,mucul,jamʌl,,ear
σεισμός,216,unigram,masculine,nominative,plural,yujquel,2.076429484937449,yujquel,yujquel,yujquel,yujquel,,"earthquakes, storm"
σεισμός,69,unigram,masculine,nominative,singular,pam,1.329326772233853,pam,pam,toñel,tsʌts,,"earthquakes, storm"
τέλος,36,unigram,neuter,accusative,plural,Mu,1.2429003133992527,Mu,Mu,,cu.Che,,end
τέλος,285,unigram,neuter,accusative,singular,cuch,1.2826094431599482,cuch,cuch,cuche,jilibal,,end
αἰών,252,unigram,masculine,accusative,plural,Jacob,1.0850444893462137,Jacob,Jacob,loq'uemo,Jacob,,eternity
αἰών,313,unigram,masculine,accusative,singular,ora,1.6564230726913873,ora,ora,bele,ora,,eternity
ὀφθαλμός,26,unigram,masculine,accusative,plural,wut,52.00423361991951,wut,wut,wut,wut,,eye
ὀφθαλμός,70,unigram,masculine,nominative,plural,wut,5.050445315697527,wut,wut,wut,wut,,eye
ὀφθαλμός,310,unigram,masculine,nominative,singular,wut,2.3515412624944694,wut,wut,loc'san,wut,,eye
πρόσωπον,133,unigram,neuter,accusative,plural,ju'sayob,1.0423756606755739,ju'sayob,ju'sayob,ñi,,,face
πρόσωπον,204,unigram,neuter,accusative,singular,Junlajal,1.1073806419221617,Junlajal,Junlajal,q'uel,pʌcchoco,,face
λιμός,9,unigram,feminine,nominative,plural,jumpejt,1.309480325320172,jumpejt,jumpejt,Yumʌlob,yujquel,,famine
λιμός,322,unigram,masculine,nominative,plural,bʌq'uentic,1.210952880253466,,,bʌq'uentic,,,famine
λιμός,102,unigram,feminine,nominative,singular,jilemix,1.752109632523955,jilemix,jilemix,sʌjlel,jisa,,famine
λιμός,147,unigram,masculine,nominative,singular,chʌmp'ejl,1.0789111007859102,chʌmp'ejl,chʌmp'ejl,xiñil,chʌmp'ejl,,famine
