lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1744_translation,version_1745_translation,version_1746_translation,version_1747_translation,english_translation
θεός,124,unigram,masculine,accusative,singular,Boha,977.5021631001824,Boha,Boha,Boha,Boha,God
θεός,25,unigram,masculine,nominative,plural,Bohovia,1.321071348012435,Bohovia,Bohovia,Bohovia,,God
θεός,196,unigram,masculine,nominative,singular,Boh,1054.7781416091107,Boh,Boh,Boh,Boh,God
κύριος,125,unigram,masculine,nominative,singular,Pán,5.169088458141575,Pán,Pán,Pán,Pán,"Lord, lord, master"
γραφή,120,unigram,feminine,accusative,plural,Písma,16.63677499752837,Písma,Písma,Písma,,Scripture
γραφή,46,unigram,feminine,accusative,singular,Písmo,1.9999486772711133,Písmo,,,,Scripture
γραφή,245,unigram,feminine,nominative,plural,musí,1.6810938106953592,Písma,musí,musí,,Scripture
γραφή,304,unigram,feminine,nominative,singular,Písmo,84.96264435032299,Písmo,Písmo,Písmo,Písmo,Scripture
ἄγγελος,89,unigram,masculine,accusative,plural,anjelov,14.595246788553053,anjelov,anjelov,anjelov,anjelov,angel
ἄγγελος,78,unigram,masculine,accusative,singular,pripraví,1.163439875596632,pripraví,,,,angel
ἄγγελος,43,unigram,masculine,nominative,plural,anjeli,745.1287477303795,anjeli,anjeli,anjeli,anjeli,angel
ἄγγελος,100,unigram,masculine,nominative,singular,anjel,10.8298490286182,anjel,anjel,anjel,anjel,angel
ἀπόστολος,40,unigram,masculine,nominative,plural,apoštolovia,2.6313217014068857,apoštolovia,,,,apostle
ἀπόστολος,5,unigram,masculine,nominative,singular,posol,3.390977256194406,posol,posol,posol,posol,apostle
ἐξουσία,187,unigram,feminine,accusative,singular,moc,116.04774361000977,moc,moc,moc,moc,authority
βρέφος,13,unigram,neuter,accusative,plural,nemluvňatá,1.2013630877021924,nemluvňatá,,,nemluvňatá,babies
βρέφος,302,unigram,neuter,accusative,singular,uložené,2.5762015638081373,nemluvniatko,uložené,uložené,uložené,babies
ἀποθήκη,250,unigram,feminine,accusative,plural,obilie,3.999796172100635,,obilie,obilie,,barn
ἀποθήκη,65,unigram,feminine,accusative,singular,pšenicu,4.638816446776975,pšenicu,pšenicu,pšenicu,pšenicu,barn
ἀρχή,172,unigram,feminine,accusative,singular,začiatok,1.2238654476742756,,začiatok,začiatok,počiatku,beginning
ζώνη,212,unigram,feminine,accusative,singular,Potravou,1.0960524252565438,,,,Potravou,belt
βλασφημία,29,unigram,feminine,accusative,plural,rúha,1.2013845589884997,,rúha,rúha,,blasphemy
βλασφημία,194,unigram,feminine,nominative,plural,rúhania,7.999388268018119,rúhania,rúhania,rúhania,,blasphemy
βλασφημία,79,unigram,feminine,nominative,singular,rúhanie,3.9997960867405626,rúhanie,,,rúhanie,blasphemy
πλοῖον,98,unigram,neuter,accusative,plural,,,lode,člny,člny,lode,boat
πλοῖον,288,unigram,neuter,accusative,singular,,,loď,člna,člna,loď,boat
πλοῖον,214,unigram,neuter,nominative,singular,,,loď,,,bola,boat
σῶμα,201,unigram,neuter,nominative,plural,telá,15.098490874984813,telá,telá,telá,telá,body
σῶμα,56,unigram,neuter,nominative,singular,telo,21.15196998699101,telo,telo,telo,telo,body
κλῆμα,52,unigram,neuter,nominative,plural,bezo,1.3167569176938394,,bezo,bezo,bezo,branch
κλῆμα,140,unigram,neuter,nominative,singular,ratolesť,3.902123379014451,ratolesť,ratolesť,ratolesť,neostane,branch
ἄρτος,292,unigram,masculine,accusative,plural,chlebov,4.145921628099043,chlebov,chlebov,chlebov,chlebov,bread
ἄρτος,317,unigram,masculine,accusative,singular,chlieb,809.331502204204,chlieb,chlieb,chlieb,chlieb,bread
ἄρτος,148,unigram,masculine,nominative,plural,chleba,10.565678492916279,chleba,chleba,chleba,chleba,bread
ἄρτος,35,unigram,masculine,nominative,singular,chlieb,24.228415624013014,chlieb,chlieb,chlieb,chlieb,bread
ἀδελφός,279,unigram,masculine,accusative,plural,bratov,138.03646077780724,bratov,bratov,bratov,bratov,brother
ἀδελφός,112,unigram,masculine,accusative,singular,brata,34.54766741328014,brata,brata,brata,brata,brother
ἀδελφός,103,unigram,masculine,nominative,plural,bratia,7.096049035330931,bratia,bratia,bratia,bratia,brother
ἀδελφός,219,unigram,masculine,nominative,singular,brat,841.2280336690566,brat,brat,brat,brat,brother
στῆθος,145,unigram,neuter,accusative,plural,divadlo,1.0960622061228922,divadlo,,,,"chest, breast"
στῆθος,264,unigram,neuter,accusative,singular,naklonil,1.0647311728204334,,,,naklonil,"chest, breast"
ἀρχιερεύς,229,unigram,masculine,accusative,plural,veľkňazom,15.332439965925216,veľkňazom,veľkňazom,veľkňazom,veľkňazom,chief priest
ἀρχιερεύς,57,unigram,masculine,accusative,singular,veľkňazovi,5.514885529595803,veľkňazovi,veľkňazovi,veľkňazovi,veľkňazovi,chief priest
ἀρχιερεύς,111,unigram,masculine,nominative,plural,veľkňazi,54.652702272668165,veľkňazi,veľkňazi,veľkňazi,veľkňazi,chief priest
ἀρχιερεύς,233,unigram,masculine,nominative,singular,veľkňaz,11.432986702083603,veľkňaz,veľkňaz,veľkňaz,veľkňaz,chief priest
παῖς,223,unigram,masculine,accusative,plural,deti,1.2283758798241902,deti,,,,child
τέκνον,311,unigram,neuter,accusative,plural,deti,189.320854665312,deti,deti,deti,deti,child
τέκνον,169,unigram,neuter,accusative,singular,dieťa,1.1285590679012931,dieťa,,,,child
τέκνον,14,unigram,neuter,nominative,plural,deti,1.6919009809497245,deti,deti,deti,Deti,child
τέκνον,181,unigram,neuter,nominative,singular,,,Synu,môj,môj,Synu,child
παιδίον,12,unigram,neuter,accusative,plural,deti,1.0533127666021855,nebráňte,deti,deti,deti,child
παιδίον,85,unigram,neuter,accusative,singular,dieťa,17.698294944318686,dieťa,dieťa,dieťa,dieťa,child
παιδίον,162,unigram,neuter,nominative,plural,deti,16.067204801104648,deti,deti,deti,deti,child
παιδίον,37,unigram,neuter,nominative,singular,dieťa,9.321387833958047,dieťa,dieťa,dieťa,dieťa,child
πόλις,173,unigram,feminine,accusative,plural,mestá,8.27832896737204,,mestá,mestá,mestami,city
πόλις,61,unigram,feminine,accusative,singular,mesta,42.49524584045724,mesta,mesta,mesta,mesta,city
πύλη,193,unigram,feminine,nominative,singular,brána,1.189449958564392,brána,brána,brána,,city gate
χιτών,107,unigram,masculine,accusative,plural,dvoje,1.3219447419588843,košele,dvoje,dvoje,dvoje,"clothing, undergarments"
χιτών,26,unigram,masculine,accusative,singular,,,rúcho,,,šaty,"clothing, undergarments"
ἱμάτιον,122,unigram,neuter,accusative,plural,plášte,2.2236853794576668,rúcho,plášte,plášte,šaty,coat
ἱμάτιον,121,unigram,neuter,accusative,singular,plášť,8.63534203511991,plášť,plášť,plášť,plášť,coat
ἐντολή,76,unigram,feminine,accusative,plural,prikázania,37.69880691440539,prikázania,prikázania,prikázania,prikázania,commandment
ἐντολή,74,unigram,feminine,accusative,singular,prikázanie,37.71450843966846,prikázanie,prikázanie,prikázanie,prikázanie,commandment
συνέδριον,297,unigram,neuter,accusative,plural,súdom,2.3748408486195616,,súdom,súdom,súdom,council
συνέδριον,48,unigram,neuter,accusative,singular,veľkňazi,2.1781322677025976,veľkňazi,veľkňazi,veľkňazi,,council
χώρα,268,unigram,feminine,accusative,singular,kraja,2.7536034277924757,krajiny,kraja,kraja,kraja,"country, countryside"
ὄχλος,53,unigram,masculine,accusative,plural,zástupy,93.43260596151931,zástupy,zástupy,zástupy,zástupy,crowd
ὄχλος,8,unigram,masculine,accusative,singular,zástup,69.00372177126651,zástup,zástup,zástup,zástup,crowd
ὄχλος,91,unigram,masculine,nominative,plural,zástupy,229.49001124412052,zástupy,zástupy,zástupy,zástupy,crowd
ὄχλος,259,unigram,masculine,nominative,singular,zástup,49.307924575533605,zástup,zástup,zástup,zástup,crowd
θυγάτηρ,291,unigram,feminine,nominative,singular,dcéra,138.8931479691805,dcéra,dcéra,dcéra,dcéra,daughter
ἡμέρα,69,unigram,feminine,accusative,plural,dňoch,1.1428209112500218,dňoch,dňoch,dňoch,dni,day
ἡμέρα,80,unigram,feminine,accusative,singular,deň,96.07091659322582,deň,deň,deň,deň,day
ἡμέρα,2,unigram,feminine,nominative,plural,dni,59.07920776596741,dni,dni,dni,dni,day
ἡμέρα,63,unigram,feminine,nominative,singular,deň,78.76542713948578,deň,deň,deň,deň,day
ὀφειλέτης,114,unigram,masculine,nominative,singular,desaťtisíc,1.3167216672078015,desaťtisíc,desaťtisíc,desaťtisíc,,debtor
δαιμόνιον,27,unigram,neuter,accusative,plural,démonov,42.33474614136309,démonov,démonov,démonov,,demon
δαιμόνιον,307,unigram,neuter,accusative,singular,posadnutý,3.946327303440809,posadnutý,posadnutý,posadnutý,,demon
δαιμόνιον,182,unigram,neuter,nominative,plural,démoni,12.352350992538701,démoni,démoni,démoni,zlí,demon
δαιμόνιον,160,unigram,neuter,nominative,singular,démon,2.7794853292095074,démon,démon,démon,duch,demon
δηνάριον,283,unigram,neuter,accusative,plural,denárov,4.57018630792966,denárov,denárov,denárov,,denarius (about a day's wages)
δηνάριον,150,unigram,neuter,accusative,singular,denár,4.508353074864657,,denár,denár,denár,denarius (about a day's wages)
μαθητής,166,unigram,masculine,accusative,plural,učeníkom,1.4837998798989065,učeníkom,učeníkom,učeníkom,učeníkov,disciple
μαθητής,312,unigram,masculine,accusative,singular,ktorého,1.541523917865911,miloval,ktorého,ktorého,ktorého,disciple
μαθητής,253,unigram,masculine,nominative,plural,učeníci,1558.8811620151646,učeníci,učeníci,učeníci,učeníci,disciple
μαθητής,310,unigram,masculine,nominative,singular,učeník,32.53525736298393,učeník,učeník,učeník,učeník,disciple
νόσος,3,unigram,feminine,accusative,plural,neduhy,1.9999489569121105,neduhy,,,,disease
νόσος,68,unigram,feminine,accusative,singular,neduhy,1.0441163236891542,neduhy,,,,disease
περιστερά,90,unigram,feminine,accusative,plural,predávali,6.104733414272076,predávali,predávali,predávali,holubov,dove
περιστερά,50,unigram,feminine,accusative,singular,holubica,2.954557570228059,Ducha,holubica,holubica,holubica,dove
οὖς,139,unigram,neuter,accusative,plural,uši,4.258538711299143,uši,uši,uši,uši,ear
σεισμός,188,unigram,masculine,nominative,plural,zemetrasenia,1.3399816395788946,zemetrasenia,zemetrasenia,zemetrasenia,hlad,"earthquakes, storm"
σεισμός,59,unigram,masculine,nominative,singular,hľa,1.1987842514118998,hľa,,,,"earthquakes, storm"
τέλος,251,unigram,neuter,accusative,singular,vytrvá,1.2408601844681122,vytrvá,vytrvá,vytrvá,vytrvá,end
αἰών,280,unigram,masculine,accusative,singular,naveky,19.820914091643875,naveky,naveky,naveky,naveky,eternity
ὀφθαλμός,19,unigram,masculine,accusative,plural,oči,117.59191845619043,oči,oči,oči,oči,eye
ὀφθαλμός,60,unigram,masculine,nominative,plural,oči,163.89368316631874,oči,oči,oči,oči,eye
ὀφθαλμός,277,unigram,masculine,nominative,singular,oko,3.9336220949853873,oko,oko,oko,oko,eye
πρόσωπον,113,unigram,neuter,accusative,plural,tvár,1.807652313631216,,,,tvár,face
πρόσωπον,178,unigram,neuter,accusative,singular,tvár,22.92396921347871,tvár,tvár,tvár,tvár,face
λιμός,6,unigram,feminine,nominative,plural,zemetrasenia,1.1226284695549662,,zemetrasenia,zemetrasenia,Miestami,famine
γεωργός,234,unigram,masculine,nominative,plural,vinohradníci,5.504013278870768,vinohradníci,vinohradníci,vinohradníci,vinohradníci,"farmer, tenant"
γεωργός,45,unigram,masculine,nominative,singular,vinohradník,1.443505817342888,vinohradník,vinohradník,vinohradník,vinohradník,"farmer, tenant"
πατήρ,282,unigram,masculine,accusative,singular,Otca,1.81508768913655,Otca,Otca,Otca,Otca,father
πατήρ,290,unigram,masculine,nominative,plural,otcovia,54.83832716102895,otcovia,otcovia,otcovia,otcovia,father
πατήρ,174,unigram,masculine,nominative,singular,Otec,984.1755200689646,Otec,Otec,Otec,Otec,father
σύνδουλος,294,unigram,masculine,nominative,plural,spolusluhovia,1.2013630877021924,,spolusluhovia,spolusluhovia,,"fellow-servant, colleague"
σύνδουλος,104,unigram,masculine,nominative,singular,spolusluha,1.0960670999999007,spolusluha,,,,"fellow-servant, colleague"
ἀγρός,306,unigram,masculine,accusative,plural,osád,1.9712074472697252,pole,osád,osád,polia,field
ἀγρός,36,unigram,masculine,accusative,singular,pole,21.367088158547993,pole,pole,pole,pole,field
δάκτυλος,165,unigram,masculine,accusative,singular,prst,1.1226352830673925,,prst,prst,,finger
ἰχθύς,142,unigram,masculine,accusative,plural,chlebov,1.0915782618713439,ryby,chlebov,chlebov,chlebov,fish
ἰχθύς,177,unigram,masculine,accusative,singular,rybu,4.871399126194188,rybu,rybu,rybu,rybu,fish
δίκτυον,99,unigram,neuter,accusative,plural,siete,106.25847026882107,siete,siete,siete,siete,fishing net
δίκτυον,185,unigram,neuter,accusative,singular,sieť,7.52388631422142,sieť,sieť,sieť,sieť,fishing net
δίκτυον,161,unigram,neuter,nominative,plural,siete,1.0960965115985384,,,,siete,fishing net
τροφή,226,unigram,feminine,accusative,plural,potravu,1.6265845417025973,potravu,potravu,potravu,potravy,food
τροφή,301,unigram,feminine,accusative,singular,služobníctvom,1.2013738207999172,,služobníctvom,služobníctvom,,food
πούς,220,unigram,masculine,accusative,plural,nohy,137.06904618324933,nohy,nohy,nohy,nohy,foot
καρπός,171,unigram,masculine,accusative,plural,ovocie,4.303470245997382,ovocie,ovocie,ovocie,ovocie,"fruit, crop, harvest"
καρπός,217,unigram,masculine,accusative,singular,ovocie,48.51346148596853,ovocie,ovocie,ovocie,ovocie,"fruit, crop, harvest"
πλήρωμα,248,unigram,neuter,accusative,plural,košov,1.695462353734308,,,,košov,fullness
γενεά,218,unigram,feminine,accusative,singular,pokolenie,13.86323966505455,pokolenie,pokolenie,pokolenie,pokolenie,generation
γενεά,138,unigram,feminine,nominative,singular,pokolenie,108.27587116497507,pokolenie,pokolenie,pokolenie,pokolenie,generation
δῶρον,281,unigram,neuter,accusative,plural,dary,5.974333372815327,dary,dary,dary,dary,gift
δῶρον,151,unigram,neuter,accusative,singular,dar,16.9278934325913,dar,dar,dar,dar,gift
ἡγεμών,159,unigram,masculine,accusative,plural,kráľov,1.0595577236652918,kráľov,,,,"governor, ruler"
ἡγεμών,10,unigram,masculine,accusative,singular,vladár,1.6919949501699674,vladár,vladár,vladár,vladár,"governor, ruler"
ἀσπασμός,293,unigram,masculine,accusative,plural,pozdravy,1.0721017262939256,námestiach,pozdravy,pozdravy,uliciach,greeting
ὁδηγός,4,unigram,masculine,nominative,singular,vodcovia,13.450348868875627,vodcovia,vodcovia,vodcovia,vodcovia,guide
χείρ,285,unigram,feminine,accusative,plural,ruky,128.0532147302061,ruky,ruky,ruky,ruky,hand
χείρ,204,unigram,feminine,accusative,singular,ruku,98.64471883851154,ruku,ruku,ruku,ruku,hand
κεφαλή,131,unigram,feminine,accusative,plural,potriasali,1.1338553507755225,potriasali,,,potriasali,head
κεφαλή,191,unigram,feminine,accusative,singular,hlavu,77.60407964428835,hlavu,hlavu,hlavu,hlavu,head
στάχυς,192,unigram,masculine,accusative,plural,klasy,1.4994686950393368,klasy,,,,head of grain
καρδία,30,unigram,feminine,accusative,plural,srdcia,15.930646751559866,srdcia,srdcia,srdcia,srdcia,heart
καρδία,261,unigram,feminine,accusative,singular,srdce,9.256058212421648,srdce,srdce,srdce,srdce,heart
καρδία,179,unigram,feminine,nominative,singular,srdce,774.5057794155975,srdce,srdce,srdce,srdce,heart
οὐρανός,244,unigram,masculine,accusative,singular,nebu,12.213518444303773,nebu,nebu,nebu,nebu,"heaven, sky"
οὐρανός,183,unigram,masculine,nominative,singular,nebo,1.6600180177674506,nepominú,nebo,nebo,Nebo,"heaven, sky"
ὥρα,22,unigram,feminine,nominative,singular,hodina,523.9225731471399,hodina,hodina,hodina,hodina,hour
οἰκία,144,unigram,feminine,accusative,plural,domy,18.154887225191988,domy,domy,domy,domy,house
οἰκία,298,unigram,feminine,accusative,singular,domu,21.65012234108745,domu,domu,domu,domu,house
οἶκος,257,unigram,masculine,accusative,plural,stratím,1.0963047455737722,stratím,,,,"house, home"
οἶκος,18,unigram,masculine,accusative,singular,domov,1.6042679304220027,domu,domov,domov,domov,"house, home"
κριτής,153,unigram,masculine,nominative,singular,sudca,18.14823860002492,sudca,sudca,sudca,sudca,judge
βασιλεύς,97,unigram,masculine,accusative,plural,kráľov,1.0596583563413178,kráľov,,,,king
βασιλεύς,54,unigram,masculine,accusative,singular,kráľa,5.703420397829376,kráľa,kráľa,kráľa,kráľa,king
βασιλεία,72,unigram,feminine,accusative,plural,kráľovstvá,1.913188166616337,kráľovstvá,kráľovstvá,kráľovstvá,kráľovstvá,kingdom
βασιλεία,149,unigram,feminine,accusative,singular,kráľovstvo,17.978708705015922,kráľovstvo,kráľovstvo,kráľovstvo,kráľovstvo,kingdom
κόπος,186,unigram,masculine,accusative,plural,trápite,1.3438919096068984,,trápite,trápite,,"labour, work, trouble, difficulty"
λύχνος,215,unigram,masculine,nominative,singular,svetle,1.6473583406793386,celé,svetle,svetle,svetle,lamp
κλῆρος,1,unigram,masculine,accusative,singular,,,losovali,,,hodili,"lots (casting of lots), inheritance"
ἄνθρωπος,270,unigram,masculine,accusative,plural,ľudí,249.49132839166424,ľudí,ľudí,ľudí,ľudí,man
ἄνθρωπος,235,unigram,masculine,accusative,singular,človeka,309.10015499635153,človeka,človeka,človeka,človeka,man
ἄνθρωπος,108,unigram,masculine,nominative,plural,ľudia,120.77901503975617,ľudia,ľudia,ľudia,ľudia,man
ἄνθρωπος,164,unigram,masculine,nominative,singular,človek,13535.30692439414,človek,človek,človek,človek,man
ἀνήρ,227,unigram,masculine,accusative,plural,mužov,12.688380482482215,mužov,mužov,mužov,mužov,"man, husband"
ἀνήρ,231,unigram,masculine,accusative,singular,muža,23.848876439133065,muža,muža,muža,muža,"man, husband"
