lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1429_translation,version_1430_translation,version_1431_translation,english_translation
θεός,133,unigram,masculine,accusative,singular,,,ଈଶ୍ୱରଙ୍କ,ଈଶ୍ୱରଙ୍କୁ,ଈଶ୍ଵରଙ୍କ,God
θεός,30,unigram,masculine,nominative,plural,,,ଈଶ୍ୱରଗଣ,ଦେବତା,ଈଶ୍ଵରଗଣ,God
θεός,211,unigram,masculine,nominative,singular,ଈଶ୍ୱର,32.11800401568743,ଈଶ୍ୱର,ଈଶ୍ୱର,ଈଶ୍ଵର,God
κύριος,134,unigram,masculine,nominative,singular,ପ୍ରଭୁ,77.18323481537995,ପ୍ରଭୁ,ପ୍ରଭୁ,ପ୍ରଭୁ,"Lord, lord, master"
γραφή,129,unigram,feminine,accusative,plural,ଧର୍ମଶାସ୍ତ୍ର,15.668307902683926,ଧର୍ମଶାସ୍ତ୍ର,,ଧର୍ମଶାସ୍ତ୍ର,Scripture
γραφή,52,unigram,feminine,accusative,singular,ଧର୍ମଶାସ୍ତ୍ରର,3.7743089738125404,ଧର୍ମଶାସ୍ତ୍ରର,,ଧର୍ମଶାସ୍ତ୍ରର,Scripture
γραφή,266,unigram,feminine,nominative,plural,ସଫଳ,1.6900964458853962,ସଫଳ,ସଫଳ,ସଫଳ,Scripture
γραφή,329,unigram,feminine,nominative,singular,ଧର୍ମଶାସ୍ତ୍ରର,3.3175993105444657,ଧର୍ମଶାସ୍ତ୍ରର,ସଫଳ,ଧର୍ମଶାସ୍ତ୍ରର,Scripture
ἄγγελος,95,unigram,masculine,accusative,plural,ଦୂତମାନଙ୍କୁ,6.89720135834655,ଦୂତମାନଙ୍କୁ,ସ୍ୱର୍ଗଦୂତମାନଙ୍କୁ,ଦୂତମାନଙ୍କୁ,angel
ἄγγελος,84,unigram,masculine,accusative,singular,ଦୂତକୁ,1.6920095327375293,ଦୂତକୁ,ପଥ,ଦୂତକୁ,angel
ἄγγελος,48,unigram,masculine,nominative,plural,ଦୂତମାନେ,8.414914881119897,ଦୂତମାନେ,ସ୍ୱର୍ଗଦୂତମାନେ,ଦୂତମାନେ,angel
ἄγγελος,106,unigram,masculine,nominative,singular,ଦୂତ,16.775974089109347,ଦୂତ,ସ୍ୱର୍ଗଦୂତ,ଦୂତ,angel
ἀπόστολος,45,unigram,masculine,nominative,plural,ପ୍ରେରିତମାନେ,12.374424523700561,ପ୍ରେରିତମାନେ,ପ୍ରେରିତ,ପ୍ରେରିତମାନେ,apostle
ἀπόστολος,6,unigram,masculine,nominative,singular,ପ୍ରେରକଠାରୁ,1.3487451384510556,ପ୍ରେରକଠାରୁ,ପ୍ରେରଣକର୍ତ୍ତାଠାରୁ,ପ୍ରେରକଠାରୁ,apostle
ἐξουσία,201,unigram,feminine,accusative,singular,ଅଧିକାର,91.22411790892738,ଅଧିକାର,ଅଧିକାର,ଅଧିକାର,authority
βρέφος,16,unigram,neuter,accusative,plural,ଆଣିବାକୁ,1.1040628378859263,ଆଣିବାକୁ,ବିରକ୍ତ,ଆଣିବାକୁ,babies
βρέφος,327,unigram,neuter,accusative,singular,,,ଗୁହାଳକୁଣ୍ଡରେ,,ଗୁହାଳକୁଣ୍ତରେ,babies
ἀποθήκη,71,unigram,feminine,accusative,singular,ଅମାରରେ,1.0901581188297433,ଅମାରରେ,ପୋଡ଼ି,ଅମାରରେ,barn
φραγμός,236,unigram,masculine,accusative,plural,ଗଛମୂଳକୁ,1.161311312321613,,,ଗଛମୂଳକୁ,"barrier, wall"
φραγμός,111,unigram,masculine,accusative,singular,ଜଗୁଆଳି,1.2102767649955164,,ଜଗୁଆଳି,,"barrier, wall"
ἀρχή,183,unigram,feminine,accusative,singular,କାନ୍ନାରେ,1.6945246307263824,କାନ୍ନାରେ,କାନ୍ନା,କାନ୍ନାରେ,beginning
ζώνη,174,unigram,feminine,accusative,plural,ସୁନା,1.0961309302758326,,ସୁନା,,belt
βλασφημία,34,unigram,feminine,accusative,plural,,,ନିନ୍ଦା,କୁହାକୋହି,ଈଶ୍ଵରନିନ୍ଦା,blasphemy
βλασφημία,94,unigram,feminine,accusative,singular,ନନ୍ଦା,1.0961555847270184,,ନନ୍ଦା,,blasphemy
βλασφημία,209,unigram,feminine,nominative,plural,ନିନ୍ଦା,1.5830215956916172,ନିନ୍ଦା,,,blasphemy
βλασφημία,85,unigram,feminine,nominative,singular,ନିନ୍ଦା,2.616236809699139,ନିନ୍ଦା,,ନିନ୍ଦା,blasphemy
πλοῖον,104,unigram,neuter,accusative,plural,ଦୁଇଟି,1.720797244249452,ଦୁଇଟି,ନୌକାଗୁଡ଼ିକ,ଦୁଇଟି,boat
πλοῖον,313,unigram,neuter,accusative,singular,ନୌକାରେ,6.0867944098995475,ନୌକାରେ,ନୌକାରେ,ନୌକାରେ,boat
πλοῖον,242,unigram,neuter,nominative,plural,,,ନୌକାରେ,ବାହିବାକୁ,ନୌକାରେ,boat
πλοῖον,228,unigram,neuter,nominative,singular,ନୌକାଟି,2.2704312380580753,ନୌକାଟି,ନୌକାଟି,ନୌକାଟି,boat
σῶμα,216,unigram,neuter,nominative,plural,ମୃତ,1.4802087980018308,,ମୃତ,,body
σῶμα,62,unigram,neuter,nominative,singular,ଶରୀର,41.597115620915936,ଶରୀର,ଶରୀର,ଶରୀର,body
κλῆμα,58,unigram,neuter,nominative,plural,ଯାହାଠାରେ,1.2013523596909814,ଯାହାଠାରେ,,ଯାହାଠାରେ,branch
κλῆμα,149,unigram,neuter,nominative,singular,ଶାଖା,2.3410181856046584,ଶାଖା,ଶାଖା,ଶାଖା,branch
ἄρτος,317,unigram,masculine,accusative,plural,,,ରୁଟି,ରୋଟୀ,ରୋଟୀ,bread
ἄρτος,342,unigram,masculine,accusative,singular,,,ରୁଟି,ରୋଟୀ,ରୋଟୀ,bread
ἄρτος,157,unigram,masculine,nominative,plural,,,ରୁଟି,ଖୁଆଇବା,ରୋଟୀ,bread
ἄρτος,40,unigram,masculine,nominative,singular,ଆହାର,2.800138831035887,ଆହାର,ସ୍ୱର୍ଗରୁ,ଆହାର,bread
ἀδελφός,303,unigram,masculine,accusative,plural,ଭାଇ,4.843773242405718,ଭାଇ,ଭାଇ,ଭ୍ରାତା,brother
ἀδελφός,121,unigram,masculine,accusative,singular,ଭାଇ,5.990326112550515,ଭାଇ,ଭାଇ,ଭାଇ,brother
ἀδελφός,110,unigram,masculine,nominative,plural,ଭାଇମାନେ,3.787694367911806,ଭାଇମାନେ,ଭାଇମାନେ,ଭାଇମାନେ,brother
ἀδελφός,234,unigram,masculine,nominative,singular,ଭାଇ,151.72669572044325,ଭାଇ,ଭାଇ,ଭାଇ,brother
στῆθος,154,unigram,neuter,accusative,plural,ଏକତ୍ରିତ,1.0960622061228922,ଏକତ୍ରିତ,,,"chest, breast"
στῆθος,287,unigram,neuter,accusative,singular,ଶିଷ୍ୟଟି,1.2360921952086634,,ଶିଷ୍ୟଟି,,"chest, breast"
ἀρχιερεύς,246,unigram,masculine,accusative,plural,ପ୍ରଧାନ,1.5533975672920712,ପ୍ରଧାନ,ମୁଖ୍ୟ,ପ୍ରଧାନ,chief priest
ἀρχιερεύς,63,unigram,masculine,accusative,singular,ମହାଯାଜକଙ୍କ,1.8958385925039698,ମହାଯାଜକଙ୍କ,ପ୍ରଧାନ,ମହାଯାଜକଙ୍କ,chief priest
ἀρχιερεύς,120,unigram,masculine,nominative,plural,ପ୍ରଧାନ,3.5849799621639247,ପ୍ରଧାନ,ମୁଖ୍ୟ,ପ୍ରଧାନ,chief priest
ἀρχιερεύς,250,unigram,masculine,nominative,singular,ମହାଯାଜକ,12.842703902973513,ମହାଯାଜକ,ପ୍ରଧାନ,ମହାଯାଜକ,chief priest
παῖς,50,unigram,masculine,accusative,singular,ବାଳକକୁ,1.2014814324938108,ବାଳକକୁ,,ବାଳକକୁ,child
τέκνον,336,unigram,neuter,accusative,plural,ସନ୍ତାନମାନଙ୍କୁ,1.2155512708742466,ସନ୍ତାନମାନଙ୍କୁ,,ସନ୍ତାନମାନଙ୍କୁ,child
τέκνον,180,unigram,neuter,accusative,singular,,,ପିତାମାତାଙ୍କ,,ଭ୍ରାତାକୁ,child
τέκνον,17,unigram,neuter,nominative,plural,,,ପିତାମାତାଙ୍କ,,ଭ୍ରାତାକୁ,child
τέκνον,193,unigram,neuter,nominative,singular,ପୁଅରେ,4.174326596100303,ପୁଅରେ,ପୁଅରେ,ପୁଅରେ,child
παιδίον,15,unigram,neuter,accusative,plural,ଶିଶୁମାନଙ୍କୁ,2.4501678987525812,ଶିଶୁମାନଙ୍କୁ,ଶିଶୁମାନଙ୍କୁ,ଶିଶୁମାନଙ୍କୁ,child
παιδίον,91,unigram,neuter,accusative,singular,ପିଲାକୁ,1.0822007659726447,ପିଲାକୁ,ଶିଶୁକୁ,ପିଲାକୁ,child
παιδίον,172,unigram,neuter,nominative,plural,ପିଲାମାନେ,6.00793344568492,ପିଲାମାନେ,ପିଲାମାନେ,ପିଲାମାନେ,child
παιδίον,42,unigram,neuter,nominative,singular,ଶିଶୁ,19.745709784927058,ଶିଶୁ,ଶିଶୁ,ଶିଶୁ,child
πόλις,184,unigram,feminine,accusative,plural,ଭ୍ରମଣ,1.6082095973559354,ଭ୍ରମଣ,ସହର,ଭ୍ରମଣ,city
πόλις,67,unigram,feminine,accusative,singular,ନଗରକୁ,2.9723159447424656,ନଗରକୁ,ସହରକୁ,ନଗରକୁ,city
πύλη,208,unigram,feminine,nominative,singular,ସଂକୀର୍ଣ୍ଣ,1.4113369512654463,ସଂକୀର୍ଣ୍ଣ,ରାସ୍ତା,ସଂକୀର୍ଣ୍ଣ,city gate
χιτών,116,unigram,masculine,accusative,plural,ଅଙ୍ଗରଖା,1.998020784506318,ଅଙ୍ଗରଖା,ନିଅ,ଅଙ୍ଗରଖା,"clothing, undergarments"
χιτών,31,unigram,masculine,accusative,singular,ଅଙ୍ଗରଖା,2.6999091300834634,ଅଙ୍ଗରଖା,,ଅଙ୍ଗରଖା,"clothing, undergarments"
ἱμάτιον,131,unigram,neuter,accusative,plural,ବସ୍ତ୍ର,2.094764046621574,ବସ୍ତ୍ର,ବିଛାଇ,ବସ୍ତ୍ର,coat
ἱμάτιον,130,unigram,neuter,accusative,singular,ଚାଦର,5.918100011431511,ଚାଦର,ପୋଷାକ,ଚାଦର,coat
ἐντολή,82,unigram,feminine,accusative,plural,ଆଜ୍ଞାସବୁ,1.3057557458258873,ଆଜ୍ଞାସବୁ,ଆଜ୍ଞା,ଆଜ୍ଞାସବୁ,commandment
ἐντολή,80,unigram,feminine,accusative,singular,ଆଜ୍ଞା,9.639343592131068,ଆଜ୍ଞା,ଆଜ୍ଞା,ଆଜ୍ଞା,commandment
συνέδριον,322,unigram,neuter,accusative,plural,,,ବିଚାରସଭାମାନଙ୍କରେ,ଗିରଫ,ହୋଇଥାଅ,council
συνέδριον,54,unigram,neuter,accusative,singular,ଯାଜକ,1.3517067419278108,ଯାଜକ,ମୁଖ୍ୟ,ଯାଜକ,council
χώρα,291,unigram,feminine,accusative,singular,,,ଦେଶକୁ,ହ୍ରଦର,ଅଞ୍ଚଳରେ,"country, countryside"
ὄχλος,59,unigram,masculine,accusative,plural,,,ଲୋକସମୂହକୁ,ଲୋକମାନଙ୍କୁ,ଲୋକସମୂହକୁ,crowd
ὄχλος,10,unigram,masculine,accusative,singular,,,,ଜନତାକୁ,ଲୋକସମୂହ,crowd
ὄχλος,97,unigram,masculine,nominative,plural,,,ଲୋକସମୂହ,ଲୋକମାନେ,ଲୋକସମୂହ,crowd
ὄχλος,282,unigram,masculine,nominative,singular,,,ଲୋକସମୂହ,ଅନେକ,ଲୋକସମୂହ,crowd
θυγάτηρ,114,unigram,feminine,nominative,plural,କନ୍ୟାମାନେ,1.3919164189665822,କନ୍ୟାମାନେ,,କନ୍ୟାମାନେ,daughter
θυγάτηρ,316,unigram,feminine,nominative,singular,କନ୍ୟା,4.030507672757649,କନ୍ୟା,ଝିଅ,କନ୍ୟା,daughter
ἡμέρα,75,unigram,feminine,accusative,plural,ଦିନ,61.766580804972136,ଦିନ,ଦିନ,ଦିନ,day
ἡμέρα,86,unigram,feminine,accusative,singular,ପ୍ରତିଦିନ,3.758419793996883,ପ୍ରତିଦିନ,ପ୍ରତିଦିନ,ପ୍ରତିଦିନ,day
ἡμέρα,2,unigram,feminine,nominative,plural,ସମୟ,1.1869836036608528,ସମୟ,ଆସିବ,ସମୟ,day
ἡμέρα,69,unigram,feminine,nominative,singular,ଦିନ,2.513800386670508,ଦିନ,ଶୁକ୍ରବାର,ଦିନ,day
ὀφειλέτης,122,unigram,masculine,nominative,singular,କୋଟି,1.1613026128296644,,,କୋଟି,debtor
δαιμόνιον,32,unigram,neuter,accusative,plural,ଭୂତ,7.61011183402153,ଭୂତ,ଭୂତ,ଭୂତ,demon
δαιμόνιον,332,unigram,neuter,accusative,singular,ଭୂତ,17.289993238916463,ଭୂତ,ଭୂତ,ଭୂତ,demon
δαιμόνιον,195,unigram,neuter,nominative,plural,,,ଭୂତଗୁଡ଼ାକ,ବାହାରି,ଭୂତଗୁଡ଼ାକ,demon
δαιμόνιον,170,unigram,neuter,nominative,singular,ଭୂତ,4.119237852725694,ଭୂତ,ଭୂତ,ଭୂତ,demon
δηνάριον,308,unigram,neuter,accusative,plural,ଟଙ୍କା,1.9445174749979446,ଟଙ୍କା,ରୌପ୍ୟ,ଟଙ୍କା,denarius (about a day's wages)
δηνάριον,159,unigram,neuter,accusative,singular,,,ଲେଖାଏଁ,ଦେଖାଅ।,,denarius (about a day's wages)
μαθητής,177,unigram,masculine,accusative,plural,ଶିଷ୍ୟମାନଙ୍କୁ,15.899468206021188,ଶିଷ୍ୟମାନଙ୍କୁ,ଶିଷ୍ୟମାନଙ୍କୁ,ଶିଷ୍ୟମାନଙ୍କୁ,disciple
μαθητής,337,unigram,masculine,accusative,singular,କରୁଥିଲେ,1.1365958988893947,କରୁଥିଲେ,ପ୍ରିୟ,କରୁଥିଲେ,disciple
μαθητής,275,unigram,masculine,nominative,plural,ଶିଷ୍ୟମାନେ,371.3284553846612,ଶିଷ୍ୟମାନେ,ଶିଷ୍ୟମାନେ,ଶିଷ୍ୟମାନେ,disciple
μαθητής,335,unigram,masculine,nominative,singular,ଶିଷ୍ୟ,153.33384602064802,ଶିଷ୍ୟ,ଶିଷ୍ୟ,ଶିଷ୍ୟ,disciple
νόσος,3,unigram,feminine,accusative,plural,ରୋଗ,1.582615651340731,,ରୋଗ,,disease
νόσος,74,unigram,feminine,accusative,singular,,,ରୋଗ,ସୁସ୍ଥ,ରୋଗ,disease
περιστερά,96,unigram,feminine,accusative,plural,କାପ୍ତା,2.347192753023965,କାପ୍ତା,ମେଜ,କାପ୍ତା,dove
περιστερά,56,unigram,feminine,accusative,singular,,,କପୋତ,,କପୋତ,dove
οὖς,148,unigram,neuter,accusative,plural,କାନ,2.958585975139039,ଶୁଣୁ,କାନ,କାନ,ear
οὖς,281,unigram,neuter,accusative,singular,,,ଆଲୋକରେ,ଉପରୁ,ଆଲୋକରେ,ear
σεισμός,202,unigram,masculine,nominative,plural,ଭୂମିକମ୍ପ,1.0811682173286918,,ଭୂମିକମ୍ପ,,"earthquakes, storm"
σεισμός,65,unigram,masculine,nominative,singular,ହେଲା,1.0393025191327907,,,ହେଲା,"earthquakes, storm"
