lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2327_translation,version_2328_translation,version_2329_translation,version_2330_translation,english_translation
θεός,760,uni_token,masculine,accusative,plural,託,2.080059876455139,誤,託,託,廃,God
θεός,527,uni_token,masculine,accusative,singular,神,1183.507769332529,神,神,神,神,God
θεός,396,uni_token,masculine,nominative,plural,神,1.453816302875446,🎼,神,神,神,God
θεός,616,uni_token,masculine,nominative,singular,神,16991.71645180723,神,神,神,神,God
κύριος,762,uni_token,masculine,nominative,plural,解,1.1448855023131894,綱,解,解,主,"Lord, lord, master"
κύριος,528,uni_token,masculine,nominative,singular,主,812.715423804698,主,主,主,主,"Lord, lord, master"
γραφή,521,uni_token,feminine,accusative,plural,,,聖,書,書,聖,Scripture
γραφή,423,uni_token,feminine,accusative,singular,,,聖,句,句,聖,Scripture
γραφή,681,uni_token,feminine,nominative,plural,就,1.111149544027753,起,就,就,書,Scripture
γραφή,754,uni_token,feminine,nominative,singular,聖,1.424574132078383,聖,聖,聖,聖,Scripture
ἄγγελος,484,uni_token,masculine,accusative,plural,使,7.377675607349221,使,使,使,使,angel
ἄγγελος,464,uni_token,masculine,accusative,singular,使,3.1881913445096717,3,使,使,使,angel
ἄγγελος,419,uni_token,masculine,nominative,plural,使,2.325751648348566,天,使,使,使,angel
ἄγγελος,495,uni_token,masculine,nominative,singular,使,6.790261716191678,天,使,使,使,angel
ἀπόστολος,416,uni_token,masculine,nominative,plural,徒,6.152285401791388,徒,徒,徒,徒,apostle
ἀπόστολος,368,uni_token,masculine,nominative,singular,僕,2.2043936004519376,君,僕,僕,僕,apostle
ἐξουσία,445,uni_token,feminine,accusative,plural,弁,1.6581466241370484,圧,弁,弁,訳,authority
ἐξουσία,604,uni_token,feminine,accusative,singular,,,権,威,威,権,authority
βρέφος,381,uni_token,neuter,accusative,plural,幼,1.2318594281321091,御,幼,幼,乳,babies
βρέφος,752,uni_token,neuter,accusative,singular,寝,1.2835419210426937,箱,寝,寝,桶,babies
ἀποθήκη,689,uni_token,feminine,accusative,plural,倉,5.322415522120921,蔵,倉,倉,倉,barn
ἀποθήκη,444,uni_token,feminine,accusative,singular,倉,1.2664329305869906,倉,倉,倉,倉,barn
φραγμός,645,uni_token,masculine,accusative,plural,無,1.1026577151622126,田,無,無,ぱ,"barrier, wall"
φραγμός,500,uni_token,masculine,accusative,singular,垣,1.210068969709598,垣,,,,"barrier, wall"
ἀρχή,448,uni_token,feminine,accusative,plural,弁,1.6570205424711124,圧,弁,弁,訳,beginning
ἀρχή,584,uni_token,feminine,accusative,singular,初,24.417265181909936,初,初,初,初,beginning
ζώνη,575,uni_token,feminine,accusative,plural,銭,1.5764253446428849,円,銭,銭,銅,belt
ζώνη,634,uni_token,feminine,accusative,singular,蜜,1.1795784195212549,,,蜜,,belt
βλασφημία,400,uni_token,feminine,accusative,plural,汚,1.0499392198088775,,汚,汚,,blasphemy
βλασφημία,481,uni_token,feminine,accusative,singular,裂,1.2451576279532313,,裂,裂,,blasphemy
βλασφημία,614,uni_token,feminine,nominative,plural,誹,1.6562212935625273,,誹,誹,淫,blasphemy
πλοῖον,493,uni_token,neuter,accusative,plural,舟,27.209803131119006,舟,舟,舟,舟,boat
πλοῖον,735,uni_token,neuter,accusative,singular,舟,4.605132992506218,舟,舟,舟,舟,boat
