lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1703_translation,version_1704_translation,version_1705_translation,version_1706_translation,english_translation
θεός,372,unigram,masculine,accusative,plural,medimo,1.097258004808277,medimo,,,,God
θεός,153,unigram,masculine,accusative,singular,Modimo,50.90564851223812,Modimo,Morimo,Modimo,Modimo,God
θεός,33,unigram,masculine,nominative,plural,medimo,1.414140538882737,medimo,merimo,,medimo,God
θεός,237,unigram,masculine,nominative,singular,Modimo,322.2929648760776,Modimo,Morimo,Modimo,Modimo,God
κύριος,374,unigram,masculine,nominative,plural,gololelang,1.2036052582263375,gololelang,,,gololelang,"Lord, lord, master"
κύριος,154,unigram,masculine,nominative,singular,Morena,29.037301487562782,Morena,Morena,Morena,Morena,"Lord, lord, master"
γραφή,148,unigram,feminine,accusative,plural,dikwalo,17.711974422889988,dikwalo,likualo,dikwalo,Dikwalo,Scripture
γραφή,58,unigram,feminine,accusative,singular,,,ise,latliloeñ,,Lokwalo,Scripture
γραφή,299,unigram,feminine,nominative,plural,,,dikwalo,likualo,,Dikwalo,Scripture
γραφή,367,unigram,feminine,nominative,singular,,,lokwalo,lokualo,dikwalo,Lokwalo,Scripture
ἄγγελος,113,unigram,masculine,accusative,plural,baengele,30.06152204613659,baengele,baengele,baengele,baengele,angel
ἄγγελος,95,unigram,masculine,accusative,singular,morongwa,2.1382747461705294,morongwa,moroñoi,morongwa,,angel
ἄγγελος,54,unigram,masculine,nominative,plural,baengele,629.3680659833019,baengele,baengele,baengele,baengele,angel
ἄγγελος,124,unigram,masculine,nominative,singular,moengele,106.68216512257152,moengele,moengele,moengele,moengele,angel
ἀπόστολος,51,unigram,masculine,nominative,plural,,,,baaposotoloi,dirileng,baapostolo,apostle
ἀπόστολος,7,unigram,masculine,nominative,singular,,,romilweng,Motlanka,romang,morongwi,apostle
ἐξουσία,78,unigram,feminine,accusative,plural,babusi,1.0977572560788138,,,babusi,,authority
ἐξουσία,227,unigram,feminine,accusative,singular,thata,54.06147628367296,thata,thata,nonofo,thata,authority
βρέφος,18,unigram,neuter,accusative,plural,,,bannyennyane,ame,masea,bannye,babies
βρέφος,365,unigram,neuter,accusative,singular,,,,lipitse,bojelong,lesea,babies
ἀποθήκη,77,unigram,feminine,accusative,singular,mabele,2.3637759969610883,mabele,mabele,mabele,mabele,barn
φραγμός,129,unigram,masculine,accusative,singular,balemi,1.1361116182282376,,,balemi,,"barrier, wall"
ἀρχή,80,unigram,feminine,accusative,plural,babusi,1.0976430208582142,,,babusi,,beginning
ἀρχή,208,unigram,feminine,accusative,singular,bonatsa,1.1062845238338443,,bonatsa,,,beginning
ζώνη,199,unigram,feminine,accusative,plural,,,,,dipateng,meitlamong,belt
ζώνη,256,unigram,feminine,accusative,singular,bobowa,1.0960524252565438,bobowa,,,,belt
βλασφημία,37,unigram,feminine,accusative,plural,,,ditlhapatso,,,dikgalo,blasphemy
βλασφημία,111,unigram,feminine,accusative,singular,tlhapatso,1.0960768946513286,tlhapatso,,,,blasphemy
βλασφημία,235,unigram,feminine,nominative,plural,,,,,ntlhapatsa,dikgalo,blasphemy
