lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_674_translation,version_675_translation,version_676_translation,english_translation
θεός,334,unigram,masculine,accusative,plural,tüpä,1.097258004808277,tüpä,,,God
θεός,136,unigram,masculine,accusative,singular,,,Tüpä,,Tũpa,God
θεός,213,unigram,masculine,nominative,singular,,,Tüpä,,Tũpa,God
κύριος,137,unigram,masculine,nominative,singular,Yar,14.836796688472493,Yar,,Yar,"Lord, lord, master"
γραφή,132,unigram,feminine,accusative,plural,,,Ikwachiaprɨ,,icuachiaprɨ,Scripture
γραφή,50,unigram,feminine,accusative,singular,,,Ikwachiaprɨ,,icuachiaprɨ,Scripture
γραφή,266,unigram,feminine,nominative,plural,,,yavɨye,,mboavɨye,Scripture
γραφή,329,unigram,feminine,nominative,singular,,,Ikwachiaprɨ,,icuachiapɨrer,Scripture
ἄγγελος,99,unigram,masculine,accusative,plural,,,ɨva,,rembiguai,angel
ἄγγελος,85,unigram,masculine,accusative,singular,,,moigätu,,Amondora,angel
ἄγγελος,46,unigram,masculine,nominative,plural,,,ɨva,,rembiguai,angel
ἄγγελος,109,unigram,masculine,nominative,singular,,,ɨva,,rembiguai,angel
ἀπόστολος,43,unigram,masculine,nominative,plural,,,gwembiapokwer,,apóstol,apostle
ἀπόστολος,6,unigram,masculine,nominative,singular,ombousar,1.2729399331066993,ombousar,,ombousar,apostle
ἐξουσία,203,unigram,feminine,accusative,singular,,,pirätäsa,,areco,authority
βρέφος,16,unigram,neuter,accusative,plural,sovasapɨrã,1.0960670999999007,,,sovasapɨrã,babies
βρέφος,327,unigram,neuter,accusative,singular,,,rembi,,rembihu,babies
ἀποθήκη,70,unigram,feminine,accusative,singular,trigo,1.2399657335953544,trigo,,,barn
φραγμός,238,unigram,masculine,accusative,plural,omboapɨpopa,1.0595352057902494,omboapɨpopa,,,"barrier, wall"
φραγμός,114,unigram,masculine,accusative,singular,oñachi,1.1062588450262765,oñachi,,oñachi,"barrier, wall"
