lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_334_translation,version_335_translation,version_336_translation,version_337_translation,english_translation
θεός,335,unigram,masculine,accusative,plural,dios,1.2023499804382267,dios,,,dios,God
θεός,139,unigram,masculine,accusative,singular,Dios,481.7871890276854,Dios,Dios,Dios,Dios,God
θεός,214,unigram,masculine,nominative,singular,Dios,12974.289468670922,Dios,Dios,Dios,Dios,God
κύριος,337,unigram,masculine,nominative,plural,,,nagbadbad,gihubaran,gihubaran,nagbadbad,"Lord, lord, master"
κύριος,140,unigram,masculine,nominative,singular,Ginoo,3.0868857199841453,Ginoo,Ginoo,Ginoo,Ginoo,"Lord, lord, master"
γραφή,134,unigram,feminine,accusative,plural,Kasulatan,7.170842254949523,Kasulatan,kasulatan,Kasulatan,Kasulatan,Scripture
γραφή,50,unigram,feminine,accusative,singular,Wala,1.0151104247947864,Wala,kasulatan,mabasahi,Wala,Scripture
γραφή,271,unigram,feminine,nominative,plural,Kasulatan,1.0912472756666494,Kasulatan,kasulatan,matuman,Kasulatan,Scripture
γραφή,330,unigram,feminine,nominative,singular,kasulatan,38.68401622565357,kasulatan,kasulatan,Kasulatan,kasulatan,Scripture
ἄγγελος,103,unigram,masculine,accusative,plural,anghel,31.900784128661723,anghel,anghel,anghel,anghel,angel
ἄγγελος,87,unigram,masculine,accusative,singular,andamon,1.3042085651973927,andamon,mag-andam,,andamon,angel
ἄγγελος,46,unigram,masculine,nominative,plural,anghel,222.27067261236982,anghel,anghel,anghel,anghel,angel
ἄγγελος,114,unigram,masculine,nominative,singular,anghel,636.8348112174225,anghel,anghel,anghel,anghel,angel
ἀπόστολος,43,unigram,masculine,nominative,plural,apostoles,35.499680078973256,apostoles,apostoles,apostoles,apostoles,apostle
ἀπόστολος,5,unigram,masculine,nominative,singular,sinugo,1.3895345351973067,sinugo,sinugo,molabaw,sinugo,apostle
ἐξουσία,71,unigram,feminine,accusative,plural,,,,kagahom,imbistigahon,,authority
ἐξουσία,205,unigram,feminine,accusative,singular,gahom,8.797336946777484,gahom,kagahom,gahom,gahom,authority
βρέφος,15,unigram,neuter,accusative,plural,Hikit-an,1.1999288806403459,Hikit-an,panalanginan,pandongan,Hikit-an,babies
βρέφος,329,unigram,neuter,accusative,singular,pasungan,1.577126751618972,pasungan,pasongan,pasungan,pasungan,babies
ἀποθήκη,277,unigram,feminine,accusative,plural,kamalig,2.7760984663462693,kamalig,kamalig,bodega,kamalig,barn
ἀποθήκη,70,unigram,feminine,accusative,singular,kamalig,2.186594614950129,kamalig,kamalig,bodega,kamalig,barn
φραγμός,240,unigram,masculine,accusative,plural,pugsa,1.0954034664104502,,,pugsa,,"barrier, wall"
φραγμός,119,unigram,masculine,accusative,singular,nagtanom,1.121699151544212,nagtanom,,,nagtanom,"barrier, wall"
ἀρχή,73,unigram,feminine,accusative,plural,,,,itubag,imbistigahon,,beginning
ἀρχή,186,unigram,feminine,accusative,singular,gitug-an,1.3881035451741661,gitug-an,nakasugilon,Cana,gitug-an,beginning
ζώνη,178,unigram,feminine,accusative,plural,,,,bronsi,pagbalon,,belt
ζώνη,230,unigram,feminine,accusative,singular,kan-onon,1.1998986978087096,kan-onon,,,kan-onon,belt
βλασφημία,31,unigram,feminine,accusative,plural,makapasaylo,1.3460201161101644,makapasaylo,,nagapasipala,makapasaylo,blasphemy
βλασφημία,101,unigram,feminine,accusative,singular,,,,Nagsulti,gipamulong,,blasphemy
βλασφημία,212,unigram,feminine,nominative,plural,daotan,1.4882577107599366,daotan,pagpasipala,pagsulti,daotan,blasphemy
βλασφημία,88,unigram,feminine,nominative,singular,,,,pagpasipala,pagsulti,,blasphemy
πλοῖον,112,unigram,neuter,accusative,plural,sakayan,14.15722134986676,sakayan,sakayan,sakayan,sakayan,boat
πλοῖον,315,unigram,neuter,accusative,singular,sakayan,51.426831721814985,sakayan,sakayan,sakayan,sakayan,boat
πλοῖον,247,unigram,neuter,nominative,plural,,,,biniyaan,midungan,,boat
πλοῖον,232,unigram,neuter,nominative,singular,sakayan,14.880315956491973,sakayan,sakayan,tunga,sakayan,boat
σῶμα,221,unigram,neuter,nominative,plural,nangaabli,1.388462422967328,nangaabli,lawas,,nangaabli,body
σῶμα,61,unigram,neuter,nominative,singular,lawas,141.78788385052414,lawas,lawas,lawas,lawas,body
κλῆμα,57,unigram,neuter,nominative,plural,paras,1.1358299256944822,paras,bulag,nagapabilin,paras,branch
κλῆμα,156,unigram,neuter,nominative,singular,sanga,1.4124906563479913,sanga,sanga,mobulag,sanga,branch
ἄρτος,320,unigram,masculine,accusative,plural,pan,134.72714590690416,pan,pan,pan,pan,bread
ἄρτος,346,unigram,masculine,accusative,singular,pan,43.25656982553524,pan,pan,pagkaon,pan,bread
ἄρτος,163,unigram,masculine,nominative,plural,pan,2.835545473594221,pan,pan,pagkaon,pan,bread
ἄρτος,37,unigram,masculine,nominative,singular,pan,14.00615824648517,pan,pan,kalan-on,pan,bread
ἀδελφός,305,unigram,masculine,accusative,plural,igsoon,13.744025513303082,igsoon,igsoong,igsoon,igsoon,brother
ἀδελφός,128,unigram,masculine,accusative,singular,Santiago,1.211378304153876,Santiago,igsoon,managsoon,Santiago,brother
ἀδελφός,118,unigram,masculine,nominative,plural,igsoon,2.178602472839841,igsoon,igsoong,igsoon,igsoon,brother
ἀδελφός,238,unigram,masculine,nominative,singular,igsoon,1094.4421696475767,igsoon,igsoon,igsoon,igsoon,brother
στῆθος,291,unigram,neuter,accusative,singular,dughan,11.501104729125318,dughan,dughan,magluib,dughan,"chest, breast"
ἀρχιερεύς,251,unigram,masculine,accusative,plural,kadagkoan,1.3731955164126326,kadagkoan,pangulong,pari,kadagkoan,chief priest
ἀρχιερεύς,62,unigram,masculine,accusative,singular,,,,labawng,pangulong,,chief priest
ἀρχιερεύς,127,unigram,masculine,nominative,plural,pari,1.3169196689861422,pari,pangulong,pari,pari,chief priest
ἀρχιερεύς,256,unigram,masculine,nominative,singular,,,,labawng,pangulong,,chief priest
παῖς,243,unigram,masculine,accusative,plural,niyang,1.2574530472105736,niyang,,,niyang,child
παῖς,48,unigram,masculine,accusative,singular,gipakirig,1.200019674406811,gipakirig,,,gipakirig,child
τέκνον,339,unigram,neuter,accusative,plural,anak,201.70907845201043,anak,anak,anak,anak,child
τέκνον,183,unigram,neuter,accusative,singular,igsoon,1.0018677285740258,,igsoon,,,child
τέκνον,16,unigram,neuter,nominative,plural,anak,1.2510925713156016,anak,anak,,anak,child
τέκνον,197,unigram,neuter,nominative,singular,Anak,3.0902409634553463,Anak,Anak,paralitiko,Anak,child
παιδίον,14,unigram,neuter,accusative,plural,pugngi,1.3405540811769097,pugngi,,pugngi,pugngi,child
παιδίον,95,unigram,neuter,accusative,singular,bata,141.29811519348337,bata,bata,bata,bata,child
παιδίον,176,unigram,neuter,nominative,plural,bata,2.509906726397345,bata,bata,bata,bata,child
παιδίον,39,unigram,neuter,nominative,singular,bata,33.56740438724976,bata,bata,bata,bata,child
πόλις,187,unigram,feminine,accusative,plural,,,kalungsoran,lungsod,lungsod,kalungsoran,city
πόλις,66,unigram,feminine,accusative,singular,lungsod,126.41908390510588,lungsod,lungsod,lungsod,lungsod,city
πύλη,211,unigram,feminine,nominative,singular,ganghaan,1.2601036348072998,ganghaan,sigpit,masigpit,ganghaan,city gate
χιτών,123,unigram,masculine,accusative,plural,pagdalag,1.4389845795668674,pagdalag,bisti,ilisan,pagdalag,"clothing, undergarments"
