lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2180_translation,version_2181_translation,version_2182_translation,version_2183_translation,english_translation
θεός,131,unigram,masculine,accusative,singular,Бога,5890.896886067079,Бога,Бога,Бога,Бога,God
θεός,28,unigram,masculine,nominative,plural,боги,1.702590037889288,боги,боги,боги,боги,God
θεός,205,unigram,masculine,nominative,singular,Бог,711.1562659014016,Бог,Бог,Бог,Бог,God
κύριος,132,unigram,masculine,nominative,singular,Господь,5.87838721646018,Господь,Господь,Господь,Господь,"Lord, lord, master"
γραφή,127,unigram,feminine,accusative,plural,Писання,13.595816474914361,Писання,писання,Писання,Писання,Scripture
γραφή,50,unigram,feminine,accusative,singular,,,,писання,Писання,,Scripture
γραφή,258,unigram,feminine,nominative,plural,,,,,Писання,написане,Scripture
γραφή,319,unigram,feminine,nominative,singular,Писання,6.302566465804403,Писання,писаннє,Писання,,Scripture
ἄγγελος,95,unigram,masculine,accusative,plural,,,Анголів,ангели,ангелів,Ангелів,angel
ἄγγελος,83,unigram,masculine,accusative,singular,ангела,3.170179746137796,,ангела,ангела,,angel
ἄγγελος,46,unigram,masculine,nominative,plural,ангели,24.274770456426648,Анголи,ангели,ангели,Ангели,angel
ἄγγελος,105,unigram,masculine,nominative,singular,ангел,6.677285974282977,Ангол,ангел,ангел,Ангел,angel
ἀπόστολος,43,unigram,masculine,nominative,plural,апостоли,53.90556663795445,апостоли,апостоли,апостоли,апостоли,apostle
ἀπόστολος,6,unigram,masculine,nominative,singular,посланець,1.9625616741297023,посланець,посланець,посланець,Посланець,apostle
ἐξουσία,196,unigram,feminine,accusative,singular,владу,27.944901344597234,владу,власть,владу,владу,authority
βρέφος,15,unigram,neuter,accusative,plural,,,немовлят,Приносили,,поклавши,babies
βρέφος,317,unigram,neuter,accusative,singular,яслах,3.9997962573930907,яслах,,,яслах,babies
ἀποθήκη,264,unigram,feminine,accusative,plural,клуні,3.999796172100635,клуні,,клуні,,barn
ἀποθήκη,68,unigram,feminine,accusative,singular,пшеницю,4.884034061891239,пшеницю,пшеницю,пшеницю,пшеницю,barn
φραγμός,230,unigram,masculine,accusative,plural,загороди,1.096057314542422,,,,загороди,"barrier, wall"
ἀρχή,179,unigram,feminine,accusative,singular,перше,1.1062845238338443,,,,перше,beginning
βλασφημία,32,unigram,feminine,accusative,plural,богозневагу,1.34872488402202,богозневагу,міркувати,богозневагу,,blasphemy
βλασφημία,93,unigram,feminine,accusative,singular,ганьбить,1.0960768946513286,,,,ганьбить,blasphemy
βλασφημία,203,unigram,feminine,nominative,plural,,,богозневаги,,богозневага,,blasphemy
βλασφημία,84,unigram,feminine,nominative,singular,,,богозневага,хула,,,blasphemy
πλοῖον,103,unigram,neuter,accusative,plural,човни,57.53036464641041,човни,човни,човни,човни,boat
πλοῖον,304,unigram,neuter,accusative,singular,човен,29.55356611904909,човна,човен,човен,човен,boat
πλοῖον,236,unigram,neuter,nominative,plural,,,,човнї,,послідували,boat
πλοῖον,222,unigram,neuter,nominative,singular,,,човен,човен,берега,берега,boat
σῶμα,212,unigram,neuter,nominative,plural,тїла,1.745733644199248,,тїла,,,body
σῶμα,59,unigram,neuter,nominative,singular,тіло,14.655969406943337,тіло,тїло,тіло,тіло,body
κλῆμα,55,unigram,neuter,nominative,plural,,,,виноградина,,галуззя,branch
κλῆμα,146,unigram,neuter,nominative,singular,Мені,1.1354173910992826,перебувати,вітка,Мені,Мені,branch
ἄρτος,308,unigram,masculine,accusative,plural,,,хліба,хлїбів,хлібів,хлібин,bread
ἄρτος,332,unigram,masculine,accusative,singular,хліб,23.312688711881556,хліб,хлїб,хліб,хліб,bread
ἄρτος,155,unigram,masculine,nominative,plural,хліба,3.8315674868488525,хліба,хлїба,хліба,,bread
ἄρτος,38,unigram,masculine,nominative,singular,хліб,13.979665224996246,хліб,хлїб,хліб,хліб,bread
ἀδελφός,295,unigram,masculine,accusative,plural,братів,145.06948946069926,братів,братів,братів,братів,brother
ἀδελφός,118,unigram,masculine,accusative,singular,брата,32.89542703494877,брата,брата,брата,брата,brother
ἀδελφός,109,unigram,masculine,nominative,plural,брати,8.626437562860131,брати,брати,брати,брати,brother
ἀδελφός,228,unigram,masculine,nominative,singular,брат,184.6197256667666,брат,брат,брат,брат,brother
στῆθος,152,unigram,neuter,accusative,plural,засмучені,1.0595384180401852,,,,засмучені,"chest, breast"
στῆθος,280,unigram,neuter,accusative,singular,грудей,3.6589465228481637,лоня,грудей,грудей,,"chest, breast"
ἀρχιερεύς,241,unigram,masculine,accusative,plural,первосвящеників,7.1829439648216935,первосвящеників,архиєреїв,первосвящеників,головних,chief priest
ἀρχιερεύς,60,unigram,masculine,accusative,singular,первосвященика,2.5010814075024226,первосвященика,архиєрея,первосвященика,первосвященика,chief priest
ἀρχιερεύς,117,unigram,masculine,nominative,plural,первосвященики,16.325532729773133,первосвященики,архиєреї,первосвященики,священики,chief priest
ἀρχιερεύς,245,unigram,masculine,nominative,singular,первосвященик,5.844707087107949,первосвященик,архиєрей,первосвященик,первосвященик,chief priest
παῖς,233,unigram,masculine,accusative,plural,,,дітей,Бачивши,побачивши,,child
παῖς,48,unigram,masculine,accusative,singular,,,кинув,,пригрозив,,child
τέκνον,326,unigram,neuter,accusative,plural,дітей,19.222435849039428,дітей,дїтей,дітей,дітей,child
τέκνον,176,unigram,neuter,accusative,singular,брат,1.1247635407172012,брат,брат,,брата,child
τέκνον,16,unigram,neuter,nominative,plural,,,діти,дїти,батько,Діти,child
τέκνον,189,unigram,neuter,nominative,singular,Сину,3.409320710373321,сину,Дитино,Сину,Сину,child
