lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1924_translation,version_1925_translation,version_1926_translation,version_1927_translation,english_translation
θεός,354,unigram,masculine,accusative,plural,anyame,1.2039751291158407,,,anyame,anyame,God
θεός,142,unigram,masculine,accusative,singular,Onyankopɔn,45.95105831784606,Onyankopɔn,Onyankopɔn,Onyankopɔn,Onyankopɔn,God
θεός,32,unigram,masculine,nominative,plural,anyame,1.3536256261703148,anyame,anyame,,,God
θεός,223,unigram,masculine,nominative,singular,Onyankopɔn,195.20054052420946,Onyankopɔn,Onyankopɔn,Onyankopɔn,Onyankopɔn,God
κύριος,143,unigram,masculine,nominative,singular,Awurade,2.0087095273648234,Awurade,Awurade,Awurade,Awurade,"Lord, lord, master"
γραφή,138,unigram,feminine,accusative,plural,atwerɛsɛm,1.2983609350522647,Kyerɛwsɛm,Atwerɛsɛm,atwerɛsɛm,atwerɛsɛm,Scripture
γραφή,55,unigram,feminine,accusative,singular,,,Kyerɛwsɛm,Atwerɛsɛm,,,Scripture
γραφή,283,unigram,feminine,nominative,plural,,,ɛbɛyɛ,ɛbɛyɛ,twerɛ,twerɛ,Scripture
γραφή,348,unigram,feminine,nominative,singular,twerɛsɛm,12.489274604633977,Kyerɛwsɛm,Atwerɛsɛm,twerɛsɛm,twerɛsɛm,Scripture
ἄγγελος,105,unigram,masculine,accusative,plural,abɔfoɔ,9.311372882806761,,,abɔfoɔ,abɔfoɔ,angel
ἄγγελος,91,unigram,masculine,accusative,singular,ɔbɔfoɔ,1.6444493865528167,,ɔbɔfoɔ,,,angel
ἄγγελος,51,unigram,masculine,nominative,plural,abɔfoɔ,74.29804556229519,abɔfo,abɔfoɔ,abɔfoɔ,abɔfoɔ,angel
ἄγγελος,116,unigram,masculine,nominative,singular,ɔbɔfoɔ,3.4141744321149767,ɔbɔfo,ɔbɔfoɔ,ɔbɔfoɔ,ɔbɔfoɔ,angel
ἀπόστολος,48,unigram,masculine,nominative,plural,asomafoɔ,4.2601051907337935,Asomafo,Asomafoɔ,asomafoɔ,asomafoɔ,apostle
ἀπόστολος,7,unigram,masculine,nominative,singular,ɔsomafoɔ,2.2175235877578734,ɔsomafo,ɔsomafoɔ,ɔsomafoɔ,ɔsomafoɔ,apostle
ἐξουσία,75,unigram,feminine,accusative,plural,monnwennwene,1.201698200701894,munnnwinnwen,monnnwennwene,monnwennwene,monnwennwene,authority
ἐξουσία,214,unigram,feminine,accusative,singular,tumi,2336.286303508297,tumi,tumi,tumi,tumi,authority
βρέφος,19,unigram,neuter,accusative,plural,,,nhyira,nhyira,nkɔkoaa,nkɔkoaa,babies
βρέφος,346,unigram,neuter,accusative,singular,,,adididaka,adididaka,akɔkoaa,akɔkoaa,babies
ἀποθήκη,289,unigram,feminine,accusative,plural,asan,3.562885033270391,,,asan,asan,barn
ἀποθήκη,74,unigram,feminine,accusative,singular,,,ayiyi,ayiyi,san,san,barn
