lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_178_translation,version_179_translation,version_180_translation,english_translation
θεός,87,unigram,masculine,accusative,singular,Diosta,12.886409692585831,Diosta,Diosta,Diosta,God
θεός,142,unigram,masculine,nominative,singular,Diosmi,1.3798913683989193,Diosmi,Diosmi,Diosqa,God
κύριος,88,unigram,masculine,nominative,singular,patronnin,1.2950382896104387,patronnin,patronnin,patronnin,"Lord, lord, master"
γραφή,85,unigram,feminine,accusative,plural,Qellqapa,1.5726055777555044,Qellqapa,Qellqapa,Bibliapa,Scripture
γραφή,180,unigram,feminine,nominative,plural,pasakun,1.0978601152224676,pasakun,pasakun,Aswanqa,Scripture
γραφή,222,unigram,feminine,nominative,singular,Qellqapa,4.261381785825638,Qellqapa,Qellqapa,Bibliapa,Scripture
ἄγγελος,57,unigram,masculine,accusative,singular,allichanqa,1.874360655539372,allichanqa,allichanqa,,angel
ἄγγελος,29,unigram,masculine,nominative,plural,angelkuna,3.577383537654875,angelkuna,angelkuna,angelkuna,angel
ἄγγελος,70,unigram,masculine,nominative,singular,angelnin,1.9506586526793142,angelnin,angelnin,angelnin,angel
ἀπόστολος,27,unigram,masculine,nominative,plural,ruwamusqankuta,3.7569326925892077,ruwamusqankuta,ruwamusqankuta,,apostle
ἐξουσία,134,unigram,feminine,accusative,singular,atiyta,6.178397186552405,atiyta,atiyta,atiyta,authority
βρέφος,10,unigram,neuter,accusative,plural,Bendeciykunanpaqmi,1.345982184079799,Bendeciykunanpaqmi,Bendeciykunanpaqmi,qaqcharqaku,babies
βρέφος,221,unigram,neuter,accusative,singular,artesapi,1.0437743476448686,artesapi,,,babies
ἀποθήκη,184,unigram,feminine,accusative,plural,aswan,1.196700951114249,,,aswan,barn
ἀρχή,120,unigram,feminine,accusative,singular,puntamantaraq,1.2221061483805686,puntamantaraq,puntamantaraq,,beginning
ζώνη,113,unigram,feminine,accusative,plural,imayrikuq,1.095398876121712,,,imayrikuq,belt
πλοῖον,68,unigram,neuter,accusative,plural,qochapa,1.6005368999102818,qochapa,qochapa,botekunata,boat
πλοῖον,210,unigram,neuter,accusative,singular,barcaman,10.241125615752592,barcaman,barcaman,boteman,boat
πλοῖον,155,unigram,neuter,nominative,singular,qocha,1.2226833123626217,qocha,qocha,richkarqa,boat
σῶμα,40,unigram,neuter,nominative,singular,kaptinqa,1.060159184261187,kaptinqa,kaptinqa,Ñawiki,body
