lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2172_translation,version_2173_translation,version_2174_translation,version_2175_translation,version_2176_translation,english_translation
θεός,136,unigram,masculine,accusative,singular,Boga,35.03420074452143,Boga,Devle,Boga,Бога,,God
θεός,30,unigram,masculine,nominative,plural,,,,devela,bogovi,богови,,God
θεός,215,unigram,masculine,nominative,singular,Bog,40.20206432328596,Bog,Devel,Bog,Бог,,God
κύριος,137,unigram,masculine,nominative,singular,,,Gospod,Devljutno,gospodar,Господ,,"Lord, lord, master"
γραφή,132,unigram,feminine,accusative,plural,,,Pismo,Lila,pisma,Писма,,Scripture
γραφή,53,unigram,feminine,accusative,singular,,,Pismu,Lil,pisma,Писму,,Scripture
γραφή,268,unigram,feminine,nominative,plural,,,ispune,Lila,Ali,Писма,,Scripture
γραφή,334,unigram,feminine,nominative,singular,,,Pismo,Lil,pismo,Писмо,,Scripture
ἄγγελος,100,unigram,masculine,accusative,plural,,,anđele,phakalen,anðele,анђеле,,angel
ἄγγελος,88,unigram,masculine,accusative,singular,me,1.0319107517633013,,me,,,,angel
ἄγγελος,49,unigram,masculine,nominative,plural,,,anđeli,phakale,anðeli,анђели,,angel
ἄγγελος,111,unigram,masculine,nominative,singular,,,,phakalo,anðeo,анђео,,angel
ἀπόστολος,46,unigram,masculine,nominative,plural,apostoli,4.398953400501235,apostoli,apostolja,apostoli,апостоли,,apostle
ἀπόστολος,6,unigram,masculine,nominative,singular,,,apostol,bičhaldo,poslanik,посланик,,apostle
ἐξουσία,206,unigram,feminine,accusative,singular,vlast,18.2367360764913,vlast,baroderipe,vlast,власт,,authority
βρέφος,16,unigram,neuter,accusative,plural,,,donosio,,,малу,,babies
βρέφος,332,unigram,neuter,accusative,singular,,,novorođenče,balaja,jaslima,лежи,,babies
ἀποθήκη,274,unigram,feminine,accusative,plural,žitnice,3.999796172100635,žitnice,,žitnice,,,barn
ἀποθήκη,72,unigram,feminine,accusative,singular,,,žito,điv,pšenicu,пшеницу,,barn
φραγμός,115,unigram,masculine,accusative,singular,barasa,1.0595319950666118,,barasa,,,,"barrier, wall"
ἀρχή,75,unigram,feminine,accusative,plural,изводили,1.0961063339256685,,,,изводили,,beginning
ἀρχή,187,unigram,feminine,accusative,singular,,,,,poèetak,почетка,,beginning
ζώνη,178,unigram,feminine,accusative,plural,xarkuma,1.0960524252565438,,xarkuma,,,,belt
βλασφημία,34,unigram,feminine,accusative,plural,,,bogohulnik,mahripe,pomišljati,хули,,blasphemy
βλασφημία,213,unigram,feminine,nominative,plural,,,,,Boga,увреде,,blasphemy
βλασφημία,89,unigram,feminine,nominative,singular,вређање,1.999949021035427,,,,вређање,,blasphemy
πλοῖον,109,unigram,neuter,accusative,plural,,,lađice,barke,laðe,чамца,,boat
πλοῖον,318,unigram,neuter,accusative,singular,,,brodić,barka,laðu,чамац,,boat
πλοῖον,247,unigram,neuter,nominative,plural,,,,mekljindoj,laði,,,boat
πλοῖον,233,unigram,neuter,nominative,singular,,,brodić,barka,laða,чамац,,boat
σῶμα,222,unigram,neuter,nominative,plural,,,,,tijela,тела,,body
σῶμα,63,unigram,neuter,nominative,singular,,,telo,trupo,tijelo,тело,,body
κλῆμα,59,unigram,neuter,nominative,plural,,,čokot,naštin,loze,,,branch
κλῆμα,152,unigram,neuter,nominative,singular,loza,2.2784730978160534,loza,drakhalin,loza,лоза,,branch
ἄρτος,322,unigram,masculine,accusative,plural,,,hlebova,mare,hljebova,хлебова,,bread
ἄρτος,347,unigram,masculine,accusative,singular,,,hleb,maro,hljeb,хлеб,,bread
ἄρτος,160,unigram,masculine,nominative,plural,,,kupimo,mare,,довољно,,bread
ἄρτος,41,unigram,masculine,nominative,singular,,,hleb,maro,hljeb,хлеб,,bread
ἀδελφός,308,unigram,masculine,accusative,plural,,,braću,phraljen,braæu,браћу,,brother
ἀδελφός,123,unigram,masculine,accusative,singular,brata,5.127162518037546,brata,phrale,brata,брата,,brother
ἀδελφός,114,unigram,masculine,nominative,plural,,,braća,phrala,braæa,браћа,,brother
ἀδελφός,239,unigram,masculine,nominative,singular,brat,21.285749601750453,brat,phral,brat,брат,,brother
στῆθος,157,unigram,neuter,accusative,plural,,,prsa,kolina,,,,"chest, breast"
στῆθος,291,unigram,neuter,accusative,singular,,,,kolin,prsi,груди,,"chest, breast"
ἀρχιερεύς,251,unigram,masculine,accusative,plural,,,,anglunerašajenge,,првосвештеницима,,chief priest
ἀρχιερεύς,64,unigram,masculine,accusative,singular,,,Prvosvešteniku,anglunerašajese,,првосвештенику,,chief priest
ἀρχιερεύς,122,unigram,masculine,nominative,plural,,,sveštenici,anglunerašaja,,првосвештеници,,chief priest
ἀρχιερεύς,255,unigram,masculine,nominative,singular,,,Prvosveštenik,anglunorašaj,sveštenièki,првосвештеник,,chief priest
παῖς,243,unigram,masculine,accusative,plural,,,,čhavoren,djecu,,,child
παῖς,51,unigram,masculine,accusative,singular,,,tresući,,,грчевима,,child
τέκνον,341,unigram,neuter,accusative,plural,,,decu,čhavoren,djecu,децу,,child
τέκνον,184,unigram,neuter,accusative,singular,,,,phral,brat,,,child
τέκνον,17,unigram,neuter,nominative,plural,,,deca,čhave,djeca,отац,,child
τέκνον,198,unigram,neuter,nominative,singular,,,Sinko,Ćhaveja,sinko,‚Сине,,child
παιδίον,15,unigram,neuter,accusative,plural,,,decu,čhavoren,djecu,децу,,child
παιδίον,96,unigram,neuter,accusative,singular,,,dete,ćhavore,dijete,дете,,child
παιδίον,176,unigram,neuter,nominative,plural,,,,ćhavore,djeca,деца,,child
παιδίον,43,unigram,neuter,nominative,singular,,,dete,čhavoro,dijete,дете,,child
πόλις,188,unigram,feminine,accusative,plural,,,gradove,forura,,градове,,city
πόλις,68,unigram,feminine,accusative,singular,grad,13.239236025601269,grad,foro,grad,град,,city
πύλη,212,unigram,feminine,nominative,singular,uska,1.7638741217691265,uska,,uska,уска,,city gate
χιτών,118,unigram,masculine,accusative,plural,,,,duj,haljine,кошуљу,,"clothing, undergarments"
χιτών,31,unigram,masculine,accusative,singular,košulju,1.593663027627063,košulju,gad,košulju,кошуљу,,"clothing, undergarments"
ἱμάτιον,134,unigram,neuter,accusative,plural,,,odeću,fostanja,haljine,одећу,,coat
ἱμάτιον,133,unigram,neuter,accusative,singular,,,ogrtač,fostani,haljinu,огртач,,coat
ἐντολή,86,unigram,feminine,accusative,plural,,,zapovesti,čhinavdipe,zapovijesti,заповести,,commandment
ἐντολή,84,unigram,feminine,accusative,singular,,,zapovest,vakeripe,zapovijest,заповест,,commandment
συνέδριον,326,unigram,neuter,accusative,plural,,,sudovima,krisonenge,èuvajte,судовима,,council
συνέδριον,55,unigram,neuter,accusative,singular,,,Veliko,anglunerašaja,sabraše,Синедрион,,council
χώρα,80,unigram,feminine,accusative,plural,galbenin,1.09612600636564,,galbenin,,,,"country, countryside"
χώρα,296,unigram,feminine,accusative,singular,,,daleku,phuv,zemlju,крај,,"country, countryside"
ὄχλος,60,unigram,masculine,accusative,plural,narod,4.312624876344466,narod,selore,narod,народ,,crowd
ὄχλος,10,unigram,masculine,accusative,singular,naroda,2.0538329581016854,naroda,seloro,naroda,народ,,crowd
ὄχλος,102,unigram,masculine,nominative,plural,narod,3.0864369947762804,narod,seloro,narod,народ,,crowd
ὄχλος,286,unigram,masculine,nominative,singular,narod,4.164330355139026,narod,seloro,narod,народ,,crowd
θυγάτηρ,321,unigram,feminine,nominative,singular,,,ćerka,ćhej,kæi,кћи,,daughter
ἡμέρα,78,unigram,feminine,accusative,plural,dana,19.333476024488913,dana,dive,dana,дана,,day
ἡμέρα,90,unigram,feminine,accusative,singular,dan,6.578564697276394,dan,dive,dan,дан,,day
ἡμέρα,2,unigram,feminine,nominative,plural,dani,2.191717026808278,dani,dive,dani,време,,day
ἡμέρα,70,unigram,feminine,nominative,singular,dan,11.53055335955464,dan,dive,dan,дан,,day
ὀφειλέτης,125,unigram,masculine,nominative,singular,,,obračunava,talanata,,обрачунава,,debtor
δαιμόνιον,32,unigram,neuter,accusative,plural,,,duhove,bengen,ðavole,демоне,,demon
δαιμόνιον,337,unigram,neuter,accusative,singular,,,duh,đungalođi,ðavo,демоном,,demon
δαιμόνιον,200,unigram,neuter,nominative,plural,,,duhovi,đe,ðavoli,демони,,demon
δαιμόνιον,174,unigram,neuter,nominative,singular,,,duh,daravda,ðavo,демон,,demon
δηνάριον,313,unigram,neuter,accusative,plural,,,srebrnjaka,dinara,groša,динара,,denarius (about a day's wages)
δηνάριον,162,unigram,neuter,accusative,singular,,,srebrnjak,dinari,,динар,,denarius (about a day's wages)
μαθητής,181,unigram,masculine,accusative,plural,,,učenicima,sikljovnenge,uèenike,ученицима,,disciple
μαθητής,342,unigram,masculine,accusative,singular,,,miljenik,čumidela,ljubljaše,волео,,disciple
μαθητής,279,unigram,masculine,nominative,plural,,,učenici,sikljovne,uèenici,ученици,,disciple
μαθητής,340,unigram,masculine,nominative,singular,,,učenik,sikljovno,uèenik,ученик,,disciple
νόσος,3,unigram,feminine,accusative,plural,bolesti,2.6102020440258262,bolesti,bizora,bolesti,слабостии,,disease
νόσος,77,unigram,feminine,accusative,singular,,,nemoć,bizuralipe,,слабост,,disease
περιστερά,101,unigram,feminine,accusative,plural,,,golubova,love,golubove,голубова,,dove
περιστερά,57,unigram,feminine,accusative,singular,,,goluba,golubo,golub,голуб,,dove
οὖς,151,unigram,neuter,accusative,plural,uši,2.7278301199884805,uši,Kas,uši,уши,,ear
οὖς,285,unigram,neuter,accusative,singular,,,krovova,ćatle,uho,ухо,,ear
σεισμός,207,unigram,masculine,nominative,plural,,,zemljotresa,izdrape,tresti,,,"earthquakes, storm"
σεισμός,66,unigram,masculine,nominative,singular,,,,dikh,gle,настаде,,"earthquakes, storm"
τέλος,35,unigram,neuter,accusative,plural,phuvjakere,1.0961112485594913,,phuvjakere,,,,end
τέλος,276,unigram,neuter,accusative,singular,kraja,1.2040427727111602,kraja,agor,kraja,истраје,,end
αἰών,244,unigram,masculine,accusative,plural,thagarimaske,1.096185247111637,,thagarimaske,,,,eternity
αἰών,309,unigram,masculine,accusative,singular,,,nikada,,vavijek,довека,,eternity
ὀφθαλμός,24,unigram,masculine,accusative,plural,,,vid,jakha,oèi,очи,,eye
